PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Xiao, X; Zhan, YL; Zhong, YP				Xiao, Xiao; Zhan, Youlong; Zhong, Yiping			Parental attachment and adolescent Internet morality: A moderated mediation model	EUROPEAN JOURNAL OF DEVELOPMENTAL PSYCHOLOGY																													1740-5629	1740-5610															10.1080/17405629.2020.1852922		NOV 2020					WOS:000594096100001						
J	Goldberg, SB; Imhoff-Smith, T; Bolt, DM; Wilson-Mendenhall, CD; Dahl, CJ; Davidson, RJ; Rosenkranz, MA				Goldberg, Simon B.; Imhoff-Smith, Theodore; Bolt, Daniel M.; Wilson-Mendenhall, Christine D.; Dahl, Cortland J.; Davidson, Richard J.; Rosenkranz, Melissa A.			Testing the Efficacy of a Multicomponent, Self-Guided, Smartphone-Based Meditation App: Three-Armed Randomized Controlled Trial	JMIR MENTAL HEALTH																	Imhoff-Smith, Theodore/0000-0001-9204-063X; Wilson-Mendenhall, Christine/0000-0002-6081-1636; Goldberg, Simon/0000-0002-6888-0126												2368-7959					NOV 27	2020	7	11							e23825	10.2196/23825							WOS:000593715300001	33245288					
J	Cordellieri, P; Boccia, M; Piccardi, L; Kormakova, D; Stoica, LV; Ferlazzo, F; Guariglia, C; Giannini, AM				Cordellieri, P.; Boccia, M.; Piccardi, L.; Kormakova, D.; Stoica, L. V.; Ferlazzo, F.; Guariglia, C.; Giannini, A. M.			Gender Differences in Solving Moral Dilemmas: Emotional Engagement, Care and Utilitarian Orientation	PSYCHOLOGICAL STUDIES																													0033-2968	0974-9861															10.1007/s12646-020-00573-9		NOV 2020					WOS:000593253800001						
J	Caruana, A; Chircop, S; Konietzny, J				Caruana, Albert; Chircop, Saviour; Konietzny, Jirka			Perspective-taking and cooperation in customer-supplier relationships	JOURNAL OF BUSINESS & INDUSTRIAL MARKETING																													0885-8624	2052-1189															10.1108/JBIM-02-2020-0107		NOV 2020					WOS:000592382900001						
J	Kirshenbaum, JM; Miller, MK; Kaplan, T; Cramer, RJ; Trescher, SA; Neal, TMS				Kirshenbaum, Jacqueline M.; Miller, Monica K.; Kaplan, Tatyana; Cramer, Robert J.; Trescher, Sarah A.; Neal, Tess M. S.			Development and validation of a general legal moral disengagement scale	PSYCHOLOGY CRIME & LAW																													1068-316X	1477-2744															10.1080/1068316X.2020.1850722		NOV 2020					WOS:000592041100001						
J	Webster, WS; Oxburgh, GE; Dando, CJ				Webster, William S.; Oxburgh, Gavin E.; Dando, Coral J.			The use and efficacy of question type and an attentive interviewing style in adult rape interviews	PSYCHOLOGY CRIME & LAW																	Oxburgh, Gavin/0000-0003-4830-1673												1068-316X	1477-2744															10.1080/1068316X.2020.1849694		NOV 2020					WOS:000592292200001						
J	Liu, GY; Isbell, LM; Leidner, B				Liu, Guanyu; Isbell, Linda M.; Leidner, Bernhard			Quiet Ego and Subjective Well-Being: The Role of Emotional Intelligence and Mindfulness	JOURNAL OF HAPPINESS STUDIES																													1389-4978	1573-7780															10.1007/s10902-020-00331-8		NOV 2020					WOS:000591102000001						
J	Mazza, M; Attanasio, M; Pino, MC; Masedu, F; Tiberti, S; Sarlo, M; Valenti, M				Mazza, Monica; Attanasio, Margherita; Pino, Maria Chiara; Masedu, Francesco; Tiberti, Sergio; Sarlo, Michela; Valenti, Marco			Moral Decision-Making, Stress, and Social Cognition in Frontline Workers vs. Population Groups During the COVID-19 Pandemic: An Explorative Study	FRONTIERS IN PSYCHOLOGY																													1664-1078					NOV 19	2020	11								588159	10.3389/fpsyg.2020.588159							WOS:000595122000001	33329249					
J	Gabbert, F; Hope, L; Luther, K; Wright, G; Ng, M; Oxburgh, G				Gabbert, Fiona; Hope, Lorraine; Luther, Kirk; Wright, Gordon; Ng, Magdalene; Oxburgh, Gavin			Exploring the use of rapport in professional information-gathering contexts by systematically mapping the evidence base	APPLIED COGNITIVE PSYCHOLOGY																	Oxburgh, Gavin/0000-0003-4830-1673												0888-4080	1099-0720															10.1002/acp.3762		NOV 2020					WOS:000590386300001						
J	Lasota, A; Tomaszek, K; Bosacki, S				Lasota, Agnieszka; Tomaszek, Katarzyna; Bosacki, Sandra			How to become more grateful? The mediating role of resilience between empathy and gratitude	CURRENT PSYCHOLOGY																													1046-1310	1936-4733															10.1007/s12144-020-01178-1		NOV 2020					WOS:000590486700002						
J	McDonald, MA; Meckes, SJ; Lancaster, CL				McDonald, Mollie A.; Meckes, Samantha J.; Lancaster, Cynthia L.			Compassion for Oneself and Others Protects the Mental Health of First Responders	MINDFULNESS																													1868-8527	1868-8535															10.1007/s12671-020-01527-y		NOV 2020					WOS:000589448900002	33204359					
J	Shin, WG; Woo, CW; Jung, WH; Kim, H; Lee, TY; Decety, J; Kwon, JS				Shin, Won-Gyo; Woo, Choong-Wan; Jung, Wi Hoon; Kim, Hackjin; Lee, Tae Young; Decety, Jean; Kwon, Jun Soo			The Neurobehavioral Mechanisms Underlying Attitudes Toward People With Mental or Physical Illness	FRONTIERS IN BEHAVIORAL NEUROSCIENCE																													1662-5153					NOV 12	2020	14								571225	10.3389/fnbeh.2020.571225							WOS:000592225900001	33281570					
J	Yoder, KJ; Ruby, K; Pape, R; Decety, J				Yoder, Keith J.; Ruby, Keven; Pape, Robert; Decety, Jean			EEG distinguishes heroic narratives in ISIS online video propaganda	SCIENTIFIC REPORTS																													2045-2322					NOV 11	2020	10	1							19593	10.1038/s41598-020-76711-0							WOS:000594824100020	33177596					
J	Liang, YS; Yang, HX; Zhang, YJ; Cai, XL; Wang, YY; Ni, K; Pu, CC; Zhou, SZ; Ma, YT; Lui, SSY; Wang, Y; Yu, X; Chan, RCK				Liang, Yun-si; Yang, Han-xue; Zhang, Yi-jing; Cai, Xin-lu; Wang, Yan-yu; Ni, Ke; Pu, Cheng-cheng; Zhou, Shu-zhe; Ma, Yan-tao; Lui, Simon S. Y.; Wang, Yi; Yu, Xin; Chan, Raymond C. K.			Validation of the Questionnaire of Cognitive and Affective Empathy in patients with schizophrenia, major depressive disorder and bipolar disorder	COGNITIVE NEUROPSYCHIATRY																													1354-6805	1464-0619				NOV 1	2020	25	6					466	479		10.1080/13546805.2020.1846025		NOV 2020					WOS:000588157800001	33172340					
J	Lwow, M; Canetti, L; Muszkat, M				Lwow, Michal; Canetti, Laura; Muszkat, Mordechai			Gender differences in the effect of medical humanities program on medical students' empathy: a prospective longitudinal study	BMC MEDICAL EDUCATION																	Muszkat, Mordechai/0000-0002-9520-1379													1472-6920				NOV 10	2020	20	1							413	10.1186/s12909-020-02333-9							WOS:000590703300001	33167937					
J	Thoma, P; Bauser, DS; Edel, MA; Juckel, G; Suchan, B				Thoma, Patrizia; Soria Bauser, Denise; Edel, Marc-Andreas; Juckel, Georg; Suchan, Boris			Configural processing of emotional bodies and faces in patients with attention deficit hyperactivity disorder	JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY																													1380-3395	1744-411X															10.1080/13803395.2020.1840521		NOV 2020					WOS:000587552900001	33161842					
J	van Bommel, G; Thijs, J; Miklikowska, M				van Bommel, Ghislaine; Thijs, Jochem; Miklikowska, Marta			Parallel empathy and group attitudes in late childhood: The role of perceived peer group attitudes	JOURNAL OF SOCIAL PSYCHOLOGY																													0022-4545	1940-1183															10.1080/00224545.2020.1840326		NOV 2020					WOS:000584055700001	33138728					
J	Wang, MZ; Chen, K; Hall, JA				Wang, Michael Z.; Chen, Katrina; Hall, Judith A.			Predictive Validity of Thin Slices of Verbal and Nonverbal Behaviors: Comparison of Slice Lengths and Rating Methodologies	JOURNAL OF NONVERBAL BEHAVIOR																													0191-5886	1573-3653															10.1007/s10919-020-00343-1		NOV 2020					WOS:000584475500001						
J	Bagheri, E; Esteban, PG; Cao, HL; De Beir, A; Lefeber, D; Vanderborght, B				Bagheri, Elahe; Esteban, Pablo G.; Cao, Hoang-Long; De Beir, Albert; Lefeber, Dirk; Vanderborght, Bram			An Autonomous Cognitive Empathy Model Responsive to Users' Facial Emotion Expressions	ACM TRANSACTIONS ON INTERACTIVE INTELLIGENT SYSTEMS																													2160-6455	2160-6463				NOV	2020	10	3			SI				20	10.1145/3341198							WOS:000595550400004						
J	Le, TT; Nguyen, TNQ; Tran, QHM				Truc Thanh Le; Thi Nguyet Que Nguyen; Quan Ha Minh Tran			When giving is good for encouraging social entrepreneurship	AUSTRALASIAN MARKETING JOURNAL																													1441-3582	1839-3349				NOV	2020	28	4					253	262		10.1016/j.ausmj.2020.05.005							WOS:000590909900012						
J	Masi, G; Madonia, U; Ferrari, A; Sicca, F; Brovedani, P; D'Acunto, G; Mucci, M; Lenzi, F				Masi, Gabriele; Madonia, Ursula; Ferrari, Annarita; Sicca, Federico; Brovedani, Paola; D'Acunto, Giulia; Mucci, Maria; Lenzi, Francesca			Psychopathological features in referred adolescents with psychogenic nonepileptic seizures with or without epilepsy	EPILEPSY & BEHAVIOR																Lenzi, Francesca/AAC-7023-2020	Lenzi, Francesca/0000-0003-2508-0142; , Paola/0000-0002-7172-2137												1525-5050	1525-5069				NOV	2020	112								107431	10.1016/j.yebeh.2020.107431							WOS:000588004200083	32911302					
J	Jospe, K; Genzer, S; Selle, NK; Ong, D; Zaki, J; Perry, A				Jospe, Karine; Genzer, Shir; Selle, Nathalie Klein; Ong, Desmond; Zaki, Jamil; Perry, Anat			The contribution of linguistic and visual cues to physiological synchrony and empathic accuracy	CORTEX																	jospe, karine/0000-0002-4419-6549; klein Selle, Nathalie/0000-0003-4406-376X; Ong, Desmond/0000-0002-6781-8072												0010-9452	1973-8102				NOV	2020	132						296	308		10.1016/j.cortex.2020.09.001							WOS:000588059000022	33010739					
J	Hill, CE; Anderson, T; Gerstenblith, JA; Kline, KV; Gooch, CV; Melnick, A				Hill, Clara E.; Anderson, Timothy; Gerstenblith, Judith A.; Kline, Kathryn, V; Gooch, Caroline, V; Melnick, Anna			A Follow-Up of Undergraduate Students Five Years After Helping Skills Training	JOURNAL OF COUNSELING PSYCHOLOGY																	Hill, Clara/0000-0003-4334-0825; Anderson, Timothy/0000-0001-7224-2728												0022-0167	1939-2168				NOV	2020	67	6					697	705		10.1037/cou0000428							WOS:000586806900004	32212756					
J	Kou, XN; Konrath, S; Goldstein, TR				Kou, Xiaonan; Konrath, Sara; Goldstein, Thalia R.			The Relationship Among Different Types of Arts Engagement, Empathy, and Prosocial Behavior	PSYCHOLOGY OF AESTHETICS CREATIVITY AND THE ARTS																													1931-3896	1931-390X				NOV	2020	14	4					481	492		10.1037/aca0000269							WOS:000586804800009						
J	Rogobete, SE; Petan, L				Rogobete, Silviu E.; Petan, Ligia			Drivers of Development in a Romanian Context: An Empirical Study of the Potential Impact of Religiosity and Individual Values on Core Human Rights Relevant to the United Nations' Agenda 2030	RELIGIONS																Rogobete, Silviu Eugen/AAC-2169-2020	Rogobete, Silviu Eugen/0000-0002-4228-107X													2077-1444				NOV	2020	11	11							626	10.3390/rel11110626							WOS:000593689900001						
J	Gulseven, Z; Kumru, A; Carlo, G; de Guzman, MR				Gulseven, Zehra; Kumru, Asiye; Carlo, Gustavo; de Guzman, Maria Rosario			The Roles of Perspective Taking, Empathic Concern, and Prosocial Moral Reasoning in the Self-Reported Prosocial Behaviors of Filipino and Turkish Young Adults	JOURNAL OF CROSS-CULTURAL PSYCHOLOGY																													0022-0221	1552-5422				NOV	2020	51	10					814	830		10.1177/0022022120968265							WOS:000591076700003						
J	Weon, HW; Lim, JY; Son, HK				Weon, Hee Wook; Lim, Jiyoung; Son, Hae Kyoung			Correlates of the Mental Fitness of Female High School Freshmen: Focus on Multidimensional Empathy and Brain Function	INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH																														1660-4601				NOV	2020	17	21							8290	10.3390/ijerph17218290							WOS:000588901500001	33182503					
J	Ricker, M; Maizes, V; Brooks, AJ; Lindberg, C; Cook, P; Lebensohn, P				Ricker, Mari; Maizes, Victoria; Brooks, Audrey J.; Lindberg, Coya; Cook, Paula; Lebensohn, Patricia			A Longitudinal Study of Burnout and Well-being in Family Medicine Resident Physicians	FAMILY MEDICINE																													0742-3225	1938-3800				NOV-DEC	2020	52	10					716	723		10.22454/FamMed.2020.179585							WOS:000588161700005	33151531					
J	de Wied, M; van der Graaff, J; de Rooij, G; Scheepers, F; Hoekstra, PJ; Branje, S; van de Schoot, R				de Wied, Minet; van der Graaff, Jolien; de Rooij, Guido; Scheepers, Floor; Hoekstra, Pieter J.; Branje, Susan; van de Schoot, Rens			The role of client empathy in treatment outcome in a sample of adolescents referred to forensic youth psychiatric services	CHILDREN AND YOUTH SERVICES REVIEW																													0190-7409	1873-7765				NOV	2020	118								105301	10.1016/j.childyouth.2020.105301							WOS:000580051200010						
J	Hao, ZJ; Jin, LY; Lyu, RB; Akram, HR				Hao, Zejun; Jin, Liangyi; Lyu, Ruibo; Akram, Hafiza Rabia			Problematic mobile phone use and altruism in Chinese undergraduate students: The mediation effects of alexithymia and empathy	CHILDREN AND YOUTH SERVICES REVIEW																													0190-7409	1873-7765				NOV	2020	118								105402	10.1016/j.childyouth.2020.105402							WOS:000580051200017						
J	Khaleghi, A; Zarafshan, H; Vand, SR; Mohammadi, MR				Khaleghi, Ali; Zarafshan, Hadi; Vand, Safa Rafiei; Mohammadi, Mohammad Reza			Effects of Non-invasive Neurostimulation on Autism Spectrum Disorder: A Systematic Review	CLINICAL PSYCHOPHARMACOLOGY AND NEUROSCIENCE																													1738-1088	2093-4327				NOV	2020	18	4					527	552		10.9758/cpn.2020.18.4.527							WOS:000585195800005	33124586					
J	Guhn, A; Merkel, L; Hubner, L; Dziobek, I; Sterzer, P; Kohler, S				Guhn, Anne; Merkel, Lydia; Huebner, Laura; Dziobek, Isabel; Sterzer, Philipp; Koehler, Stephan			Understanding versus feeling the emotions of others: How persistent and recurrent depression affect empathy	JOURNAL OF PSYCHIATRIC RESEARCH																													0022-3956	1879-1379				NOV	2020	130						120	127		10.1016/j.jpsychires.2020.06.023							WOS:000579177600019	32805521					
J	Mutz, DC; Lee, AHY				Mutz, Diana C.; Lee, Amber Hye-Yon			How Much is One American Worth? How Competition Affects Trade Preferences	AMERICAN POLITICAL SCIENCE REVIEW																													0003-0554	1537-5943				NOV	2020	114	4					1179	1194	PII S0003055420000623	10.1017/S0003055420000623							WOS:000575170900015						
J	Poon, KT; Jiang, YF; Teng, F				Poon, Kai-Tak; Jiang, Yufei; Teng, Fei			Putting oneself in someone's shoes: The effect of observing ostracism on physical pain, social pain, negative emotion, and self-regulation	PERSONALITY AND INDIVIDUAL DIFFERENCES																	Poon, Kai-Tak/0000-0002-5651-1227; JIANG, YUFEI/0000-0002-4728-5379												0191-8869					NOV 1	2020	166								110217	10.1016/j.paid.2020.110217							WOS:000551465100042						
J	Zeng, SZ; Lau, EYY; Li, SX; Hu, XQ				Zeng, Shengzi; Lau, Esther Yuet Ying; Li, Shirley Xin; Hu, Xiaoqing			Sleep differentially impacts involuntary intrusions and voluntary recognitions of lab-analogue traumatic memories	JOURNAL OF SLEEP RESEARCH																	Hu, Xiaoqing/0000-0001-8112-9700; Li, Shirley Xin/0000-0002-7085-1850												0962-1105	1365-2869														e13208	10.1111/jsr.13208		OCT 2020					WOS:000583650300001	33107163					
J	Leng, J; Guo, QK; Ma, BQ; Zhang, SY; Sun, P				Leng, Jie; Guo, Qingke; Ma, Bingqing; Zhang, Shuyue; Sun, Peng			Bridging Personality and Online Prosocial Behavior: The Roles of Empathy, Moral Identity, and Social Self-Efficacy	FRONTIERS IN PSYCHOLOGY																													1664-1078					OCT 22	2020	11								575053	10.3389/fpsyg.2020.575053							WOS:000585232100001	33192877					
J	Minio-Paluello, I; Porciello, G; Pascual-Leone, A; Baron-Cohen, S				Minio-Paluello, Ilaria; Porciello, Giuseppina; Pascual-Leone, Alvaro; Baron-Cohen, Simon			Face individual identity recognition: a potential endophenotype in autism	MOLECULAR AUTISM																	MINIO-PALUELLO, ILARIA/0000-0002-9197-9749												2040-2392					OCT 21	2020	11	1							81	10.1186/s13229-020-00371-0							WOS:000579823700001	33081830					
J	Lysaker, PH; Chernov, N; Moiseeva, T; Sozinova, M; Dmitryeva, N; Alyoshin, V; Kukla, M; Wiesepape, C; Karpenko, O; Kostyuk, G				Lysaker, Paul H.; Chernov, Nikita; Moiseeva, Tatyana; Sozinova, Marta; Dmitryeva, Nadezhda; Alyoshin, Vitaliy; Kukla, Marina; Wiesepape, Courtney; Karpenko, Olga; Kostyuk, Georgiy			The association of metacognition with emotion recognition and perspective taking in a Russian sample with psychosis	JOURNAL OF CLINICAL PSYCHOLOGY																	Lysaker, Paul/0000-0002-6617-9387												0021-9762	1097-4679															10.1002/jclp.23076		OCT 2020					WOS:000581496100001	33085987					
J	Rababa, M; Alhawatmeh, H; Al Ali, N; Kassab, M				Rababa, Mohammad; Alhawatmeh, Hossam; Al Ali, Nahla; Kassab, Manal			Testing the Effectiveness of Cognitive Behavioral Therapy in Relieving Nurses' Ageism Toward Older Adults: A Randomized Controlled Trial	COGNITIVE THERAPY AND RESEARCH																	Rababa, Mohammad/0000-0002-4747-4217												0147-5916	1573-2819															10.1007/s10608-020-10167-4		OCT 2020					WOS:000580391100001	33100426					
J	Olsen, LD; Gebremariam, H				Olsen, Lauren D.; Gebremariam, Hana			Disciplining empathy: Differences in empathy with US medical students by college major	HEALTH																	Olsen, Lauren/0000-0001-6012-867X												1363-4593	1461-7196														1363459320967055	10.1177/1363459320967055		OCT 2020					WOS:000583713200001	33076717					
J	Harrison, JL; Brownlow, CL; Ireland, MJ; Piovesana, AM				Harrison, Jessica L.; Brownlow, Charlotte L.; Ireland, Michael J.; Piovesana, Adina M.			Empathy Measurement in Autistic and Nonautistic Adults: A COSMIN Systematic Literature Review	ASSESSMENT																	Harrison, Jessica/0000-0001-7888-7906												1073-1911	1552-3489														1073191120964564	10.1177/1073191120964564		OCT 2020					WOS:000580862000001	33070621					
J	Gordon, S				Gordon, Steven			The importance of being African: public attitudes towards immigration selection in South Africa	COMMONWEALTH & COMPARATIVE POLITICS																Gordon, Steven Lawrence/S-1742-2018	Gordon, Steven Lawrence/0000-0002-6393-2118												1466-2043	1743-9094															10.1080/14662043.2020.1816667		OCT 2020					WOS:000581667200001						
J	Yarar, EZ; Howlin, P; Charlton, R; Happe, F				Zivrali Yarar, Esra; Howlin, Patricia; Charlton, Rebecca; Happe, Francesca			Age-Related Effects on Social Cognition in Adults with Autism Spectrum Disorder: A Possible Protective Effect on Theory of Mind	AUTISM RESEARCH																	Charlton, Rebecca/0000-0002-3326-8762; Zivrali Yarar, Esra/0000-0003-4168-5467												1939-3792	1939-3806															10.1002/aur.2410		OCT 2020					WOS:000577961300001	33067894					
J	Borawski, D; Wajs, T; Sojka, K; Misztal, U				Borawski, Dominik; Wajs, Tomasz; Sojka, Konstancja; Misztal, Urszula			Interrelations between Attachment Styles, Emotional Contagion and Loneliness	JOURNAL OF FAMILY ISSUES																	Borawski, Dominik/0000-0002-1504-2145												0192-513X	1552-5481														0192513X20966013	10.1177/0192513X20966013		OCT 2020					WOS:000578546700001						
J	Fuochi, G; Voci, A				Fuochi, Giulia; Voci, Alberto			A deeper look at the relationship between dispositional mindfulness and empathy: Meditation experience as a moderator and dereification processes as mediators	PERSONALITY AND INDIVIDUAL DIFFERENCES																	Voci, Alberto/0000-0002-9893-7656												0191-8869					OCT 15	2020	165								110122	10.1016/j.paid.2020.110122							WOS:000542505800001						
J	Maghsud, AM; Abazari, F; Miri, S; Nematollahi, MS				Maghsud, Azam Mirzaei; Abazari, Farrokh; Miri, Sakineh; Nematollahi, Monir Sadat			The effectiveness of empathy training on the empathy skills of nurses working in intensive care units	JOURNAL OF RESEARCH IN NURSING																													1744-9871	1744-988X														1744987120902827	10.1177/1744987120902827		OCT 2020					WOS:000578551100001						
J	Keefer, LA; Brown, M; Brown, FL; Sacco, DF				Keefer, Lucas A.; Brown, Mitch; Brown, Faith L.; Sacco, Donald F.			Gratitude predicts selective moral concern about interpersonal harms	JOURNAL OF POSITIVE PSYCHOLOGY																													1743-9760	1743-9779															10.1080/17439760.2020.1832246		OCT 2020					WOS:000579122200001						
