PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Goyal, N; Wice, M; Kinsbourne, M; Castano, E				Goyal, Namrata; Wice, Matthew; Kinsbourne, Marcel; Castano, Emanuele			A Picture Is Worth a Thousand Words The Influence of Visuospatial and Verbal Cognitive Styles on Empathy and Willingness to Help	SOCIAL PSYCHOLOGY																Castano, Emanuele/C-8757-2018	Castano, Emanuele/0000-0003-1709-590X												1864-9335	2151-2590				NOV	2017	48	6					372	379		10.1027/1864-9335/a000318							WOS:000416105200005						
J	Merz, EM; van den Hurk, K; de Kort, WLAM				Merz, Eva-Maria; van den Hurk, Katja; de Kort, Wim L. A. M.			Organ Donation Registration and Decision-Making Among Current Blood Donors in the Netherlands	PROGRESS IN TRANSPLANTATION																De Kort, Wim/H-7443-2019; Merz, Eva-Maria/G-6920-2016	De Kort, Wim/0000-0003-0142-7199; Merz, Eva-Maria/0000-0001-5567-7041												1526-9248	2164-6708				SEP	2017	27	3					266	272		10.1177/1526924817715470							WOS:000407117900008	29187094					
J	Hackel, LM; Zaki, J; Van Bavel, JJ				Hackel, Leor M.; Zaki, Jamil; Van Bavel, Jay J.			Social identity shapes social valuation: evidence from prosocial behavior and vicarious reward	SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE																													1749-5016	1749-5024				AUG	2017	12	8					1219	1228		10.1093/scan/nsx045							WOS:000412645800002	28402506					
J	James, TK; Zagefka, H				James, Trevor Keith; Zagefka, Hanna			The effects of group memberships of victims and perpetrators in humanly caused disasters on charitable donations to victims	JOURNAL OF APPLIED SOCIAL PSYCHOLOGY																													0021-9029	1559-1816				AUG	2017	47	8					446	458		10.1111/jasp.12452							WOS:000407077200004						
J	Hudson-Flege, M; Thompson, MP				Hudson-Flege, Matthew; Thompson, Martie P.			Empathy and Extracurricular Involvement in Emerging Adulthood: Findings from a Longitudinal Study of Undergraduate College Males	JOURNAL OF COLLEGE STUDENT DEVELOPMENT																													0897-5264	1543-3382				JUL	2017	58	5					674	684		10.1353/csd.2017.0053							WOS:000406267700003						
J	Sirin, CV; Valentino, NA; Villalobos, JD				Sirin, Cigdem V.; Valentino, Nicholas A.; Villalobos, Jose D.			The Social Causes and Political Consequences of Group Empathy	POLITICAL PSYCHOLOGY																													0162-895X	1467-9221				JUN	2017	38	3					427	448		10.1111/pops.12352							WOS:000400968500003						
J	Hwang, JY; Griffiths, MA				Hwang, Jiyoung; Griffiths, Merlyn A.			Share more, drive less: Millennials value perception and behavioral intent in using collaborative consumption services	JOURNAL OF CONSUMER MARKETING																													0736-3761	2052-1200					2017	34	2					132	146		10.1108/JCM-10-2015-1560							WOS:000399074400005						
J	Lofstrom, J; Myyry, L				Lofstrom, Jan; Myyry, Liisa			Analysing adolescents' reasoning about historical responsibility in dialogue between history education and social psychology	HISTORICAL ENCOUNTERS-A JOURNAL OF HISTORICAL CONSCIOUSNESS HISTORICAL CULTURES AND HISTORY EDUCATION																	Myyry, Liisa/0000-0001-9337-9547; Lofstrom, Jan/0000-0003-0995-3265												2203-7543						2017	4	1			SI		68	80									WOS:000393211600006						
J	Collins, K; Gratton, C; Heneage, C; Dagnan, D				Collins, Kirsten; Gratton, Caroline; Heneage, Celia; Dagnan, Dave			Employed Carers' Empathy Towards People with Intellectual Disabilities: The Development of a New Measure and Some Initial Theory	JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES																	Dagnan, Dave/0000-0002-5709-1586												1360-2322	1468-3148				JAN	2017	30	1					133	146		10.1111/jar.12226							WOS:000389843500010	26514549					
J	Pohling, R; Bzdok, D; Eigenstetter, M; Stumpf, S; Strobel, A				Pohling, Rico; Bzdok, Danilo; Eigenstetter, Monika; Stumpf, Siegfried; Strobel, Anja			What is Ethical Competence? The Role of Empathy, Personal Values, and the Five-Factor Model of Personality in Ethical Decision-Making	JOURNAL OF BUSINESS ETHICS																Pohling, rer. nat. Rico/H-3839-2019	Pohling, rer. nat. Rico/0000-0002-6918-9791												0167-4544	1573-0697				SEP	2016	137	3					449	474		10.1007/s10551-015-2569-5							WOS:000382140200002						
J	Nook, EC; Ong, DC; Morelli, SA; Mitchell, JP; Zaki, J				Nook, Erik C.; Ong, Desmond C.; Morelli, Sylvia A.; Mitchell, Jason P.; Zaki, Jamil			Prosocial Conformity: Prosocial Norms Generalize Across Behavior and Empathy	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN																Morelli, Sylvia/H-2767-2019; Nook, Erik/H-8898-2019	Morelli, Sylvia/0000-0002-3353-678X; Nook, Erik/0000-0001-7967-0792; Ong, Desmond/0000-0002-6781-8072												0146-1672	1552-7433				AUG	2016	42	8					1045	1062		10.1177/0146167216649932							WOS:000378533400003	27229679					
J	Omoto, AM; Packard, CD				Omoto, Allen M.; Packard, Cody D.			The power of connections: Psychological sense of community as a predictor of volunteerism	JOURNAL OF SOCIAL PSYCHOLOGY																													0022-4545	1940-1183				MAY 3	2016	156	3			SI		272	290		10.1080/00224545.2015.1105777							WOS:000373705600010	27064179					
J	Sturmer, S; Rohmann, A; van der Noll, J				Stuermer, Stefan; Rohmann, Anette; van der Noll, Jolanda			Mobilizing the global community to combat Ebola: Psychological effects of the Band Aid 30 campaign	JOURNAL OF SOCIAL PSYCHOLOGY																van der Noll, Jolanda/M-5409-2015	van der Noll, Jolanda/0000-0001-7929-466X												0022-4545	1940-1183				MAY 3	2016	156	3			SI		291	304		10.1080/00224545.2015.1108898							WOS:000373705600011	27064180					
J	Wang, X				Wang, Xiao			To Communicate or Not to Communicate: Factors Predicting Passengers' Intentions to Ask a Driver to Stop Text Messaging While Driving	HEALTH COMMUNICATION																													1041-0236	1532-7027				MAY 3	2016	31	5					617	625		10.1080/10410236.2014.981666							WOS:000366740300011	26452401					
J	Song, XM; Ming, ZY; Nie, LQ; Zhao, YL; Chua, TS				Song, Xuemeng; Ming, Zhao-Yan; Nie, Liqiang; Zhao, Yi-Liang; Chua, Tat-Seng			Volunteerism Tendency Prediction via Harvesting Multiple Social Networks	ACM TRANSACTIONS ON INFORMATION SYSTEMS																	Ming, Zhaoyan/0000-0002-6766-4579												1046-8188	1558-2868				APR	2016	34	2							10	10.1145/2832907							WOS:000375568600004						
J	Thulin, EW; Bicchieri, C				Thulin, Erik W.; Bicchieri, Cristina			I'M SO ANGRY I COULD HELP YOU: MORAL OUTRAGE AS A DRIVER OF VICTIM COMPENSATION	SOCIAL PHILOSOPHY & POLICY																													0265-0525	1471-6437				SPR	2016	32	2					146	160		10.1017/S0265052516000145							WOS:000377463700007						
J	Cameron, CD; Harris, LT; Payne, BK				Cameron, C. Daryl; Harris, Lasana T.; Payne, B. Keith			The Emotional Cost of Humanity: Anticipated Exhaustion Motivates Dehumanization of Stigmatized Targets	SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE																													1948-5506	1948-5514				MAR	2016	7	2					105	112		10.1177/1948550615604453							WOS:000370365000002						
J	Romaioli, D; Nencini, A; Meneghini, AM				Romaioli, Diego; Nencini, Alessio; Meneghini, Anna Maria			How to Foster Commitment Among Volunteers: A Social Constructionist Study in Italian Nonprofit Organizations	JOURNAL OF SOCIAL SERVICE RESEARCH																	MENEGHINI, Anna Maria/0000-0002-0685-4360												0148-8376	1540-7314					2016	42	5			SI		718	728		10.1080/01488376.2016.1202880							WOS:000386062900013						
J	Rodell, JB; Breitsohl, H; Schroder, M; Keating, DJ				Rodell, Jessica B.; Breitsohl, Heiko; Schroeder, Melanie; Keating, David J.			Employee Volunteering: A Review and Framework for Future Research	JOURNAL OF MANAGEMENT																Breitsohl, Heiko/B-5331-2016	Breitsohl, Heiko/0000-0001-7494-1565												0149-2063	1557-1211				JAN	2016	42	1					55	84		10.1177/0149206315614374							WOS:000366159100003						
J	Kasperbauer, TJ				Kasperbauer, T. J.			Rejecting Empathy for Animal Ethics	ETHICAL THEORY AND MORAL PRACTICE																	Kasperbauer, T.J/0000-0003-0216-7632												1386-2820	1572-8447				AUG	2015	18	4					817	833		10.1007/s10677-014-9557-1							WOS:000358782500012						
J	Ferguson, E				Ferguson, E.			Mechanism of altruism approach to blood donor recruitment and retention: a review and future directions	TRANSFUSION MEDICINE																	Ferguson, Eamonn/0000-0002-7678-1451												0958-7578	1365-3148				AUG	2015	25	4					211	226		10.1111/tme.12233							WOS:000362429800003	26311129					
J	Upshaw, MB; Kaiser, CR; Sommerville, JA				Upshaw, Michaele B.; Kaiser, Cheryl R.; Sommerville, Jessica A.			Parents' empathic perspective taking and altruistic behavior predicts infants' arousal to others' emotions	FRONTIERS IN PSYCHOLOGY																Kliegl, Reinhold/A-1276-2009	Kliegl, Reinhold/0000-0002-0180-8488												1664-1078					APR 2	2015	6									10.3389/fpsyg.2015.00360							WOS:000352204300001	25883577					
J	Allemand, M; Steiger, AE; Fend, HA				Allemand, Mathias; Steiger, Andrea E.; Fend, Helmut A.			Empathy Development in Adolescence Predicts Social Competencies in Adulthood	JOURNAL OF PERSONALITY																													0022-3506	1467-6494				APR	2015	83	2					229	241		10.1111/jopy.12098							WOS:000351538700010	24684661					
J	Jun, SK; Sung, JY; Gentry, JW; McGinnis, LP				Jun, Sunkyu; Sung, Jungyeon; Gentry, James W.; McGinnis, Lee Phillip			Effects of underdog (vs. top dog) positioning advertising	INTERNATIONAL JOURNAL OF ADVERTISING																													0265-0487	1759-3948					2015	34	3					495	514		10.1080/02650487.2014.996199							WOS:000369954900006						
J	Perry, A; Mankuta, D; Shamay-Tsoory, SG				Perry, Anat; Mankuta, David; Shamay-Tsoory, Simone G.			OT promotes closer interpersonal distance among highly empathic individuals	SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE																Perry, Anat/AAF-8396-2020													1749-5016	1749-5024				JAN	2015	10	1					3	9		10.1093/scan/nsu017							WOS:000350108600002	24509491					
J	Lee, YJ; Jeong, JW				Lee, Young-Joo; Jeong, Jin-Woo			The Link Between Public Service Motivation and Volunteering: The Case of South Korean Civil Servants	INTERNATIONAL JOURNAL OF PUBLIC ADMINISTRATION																													0190-0692	1532-4265					2015	38	5					355	363		10.1080/01900692.2014.938819							WOS:000444098000003						
J	Zaki, J				Zaki, Jamil			Empathy: A Motivated Account	PSYCHOLOGICAL BULLETIN																													0033-2909	1939-1455				NOV	2014	140	6					1608	1647		10.1037/a0037679							WOS:000344354000008	25347133					
J	Gutierrez, IA; Mattis, JS				Gutierrez, Ian A.; Mattis, Jacqueline S.			Factors Predicting Volunteer Engagement Among Urban-Residing African American Women	JOURNAL OF BLACK STUDIES																Gutierrez, Ian A./O-1791-2019	Gutierrez, Ian A./0000-0002-4880-7570												0021-9347	1552-4566				OCT	2014	45	7					599	619		10.1177/0021934714543189							WOS:000344254000001						
J	Cristea, IA; Legge, E; Prosperi, M; Guazzelli, M; David, D; Gentili, C				Cristea, Ioana A.; Legge, Emanuele; Prosperi, Marta; Guazzelli, Mario; David, Daniel; Gentili, Claudio			Moderating effects of empathic concern and personal distress on the emotional reactions of disaster volunteers	DISASTERS																Cristea, Ioana Alina/E-7490-2011	Cristea, Ioana Alina/0000-0002-9854-7076; Gentili, Claudio/0000-0002-2579-8755												0361-3666	1467-7717				OCT	2014	38	4					740	752		10.1111/disa.12075							WOS:000342929800005	25196334					
J	Schumann, K; Zaki, J; Dweck, CS				Schumann, Karina; Zaki, Jamil; Dweck, Carol S.			Addressing the Empathy Deficit: Beliefs About the Malleability of Empathy Predict Effortful Responses When Empathy Is Challenging	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514	1939-1315				SEP	2014	107	3					475	493		10.1037/a0036738							WOS:000348334600006	25133727					
J	Mitani, H				Mitani, Haruyo			Influences of Resources and Subjective Dispositions on Formal and Informal Volunteering	VOLUNTAS																													0957-8765	1573-7888				AUG	2014	25	4					1022	1040		10.1007/s11266-013-9384-3							WOS:000339906800009						
J	Artinger, F; Exadaktylos, F; Koppel, H; Saaksvuori, L				Artinger, Florian; Exadaktylos, Filippos; Koppel, Hannes; Saeaeksvuori, Lauri			In Others' Shoes: Do Individual Differences in Empathy and Theory of Mind Shape Social Preferences?	PLOS ONE																Exadaktylos, Filippos/ABB-3381-2020	Exadaktylos, Filippos/0000-0001-7339-8847												1932-6203					APR 17	2014	9	4							e92844	10.1371/journal.pone.0092844							WOS:000335309100011	24743312					
J	Anaza, NA				Anaza, Nwamaka A.			Personality Antecedents of Customer Citizenship Behaviors in Online Shopping Situations	PSYCHOLOGY & MARKETING																													0742-6046	1520-6793				APR	2014	31	4					251	263		10.1002/mar.20692							WOS:000332446000001						
J	Nickerson, AB; Mele-Taylor, D				Nickerson, Amanda B.; Mele-Taylor, Danielle			Empathetic Responsiveness, Group Norms, and Prosocial Affiliations in Bullying Roles	SCHOOL PSYCHOLOGY QUARTERLY																													1045-3830	1939-1560				MAR	2014	29	1					99	109		10.1037/spq0000052							WOS:000334521400009	24708291					
J	Karacan, E; Seval, GC; Aktan, Z; Ayli, M; Palabiyikoglu, R				Karacan, Eda; Seval, Guldane Cengiz; Aktan, Zeynep; Ayli, Meltem; Palabiyikoglu, Refia			Blood donors and factors impacting the blood donation decision: Motives for donating blood in Turkish sample	TRANSFUSION AND APHERESIS SCIENCE																Seval, Guldane Cengiz/AAN-3333-2020	Seval, Guldane Cengiz/0000-0001-9433-2054												1473-0502					DEC	2013	49	3					468	473		10.1016/j.transci.2013.04.044							WOS:000329012500019	23706312					
J	Findley, D; Ojanen, T				Findley, Danielle; Ojanen, Tiina			Agentic and Communal Goals in Early Adulthood: Associations with Narcissism, Empathy, and Perceptions of Self and Others	SELF AND IDENTITY																													1529-8868	1529-8876				SEP 1	2013	12	5					504	526		10.1080/15298868.2012.694660							WOS:000322615300004						
J	Ferguson, E; Ward, JW; Skatova, A; Cassaday, HJ; Bibby, PA; Lawrence, C				Ferguson, Eamonn; Ward, Jane W.; Skatova, Anya; Cassaday, Helen J.; Bibby, Peter A.; Lawrence, Claire			Health specific traits beyond the Five Factor Model, cognitive processes and trait expression: replies to Watson (2012), Matthews (2012) and Haslam, Jetten, Reynolds, and Reicher (2012)	HEALTH PSYCHOLOGY REVIEW																Lawrence, Claire/P-1058-2018; Skatova, Anya/B-7076-2016	Lawrence, Claire/0000-0001-6787-9716; Skatova, Anya/0000-0003-0300-4990; Ferguson, Eamonn/0000-0002-7678-1451; Cassaday, Helen/0000-0002-9227-373X; O'Hara, Jane/0000-0001-5551-9975												1743-7199	1743-7202				MAY 1	2013	7			1			S85	S103		10.1080/17437199.2012.701061							WOS:000320068800007						
J	Vantilborgh, T; Bidee, J; Pepermans, R; Willems, J; Huybrechts, G; Jegers, M				Vantilborgh, Tim; Bidee, Jemima; Pepermans, Roland; Willems, Jurgen; Huybrechts, Gert; Jegers, Marc			Revisiting the Relationship between Personality and Psychological Contracts: A Moderated Mediation Model Explaining Volunteer Performance	SOCIAL SERVICE REVIEW																Willems, Jurgen/C-9362-2012; Vantilborgh, Tim/J-4844-2019	Willems, Jurgen/0000-0002-4439-3948; Vantilborgh, Tim/0000-0002-5763-3111; Jegers, Marc/0000-0003-2645-5436												0037-7961	1537-5404				MAR	2013	87	1					158	186		10.1086/669825							WOS:000318403200006						
J	Einolf, CJ				Einolf, Christopher J.			Daily Spiritual Experiences and Prosocial Behavior	SOCIAL INDICATORS RESEARCH																													0303-8300	1573-0921				JAN	2013	110	1					71	87		10.1007/s11205-011-9917-3							WOS:000314336300005						
J	Zak, PJ; Barraza, JA				Zak, Paul J.; Barraza, Jorge A.			The neurobiology of collective action	FRONTIERS IN NEUROSCIENCE																													1662-453X						2013	7								211	10.3389/fnins.2013.00211							WOS:000346567300208	24311995					
J	Riva, P; Andrighetto, L				Riva, Paolo; Andrighetto, Luca			"Everybody feels a broken bone, but only we can feel a broken heart": Group membership influences the perception of targets' suffering	EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY																Riva, Paolo/D-8130-2011	Riva, Paolo/0000-0002-9855-994X												0046-2772	1099-0992				DEC	2012	42	7					801	806		10.1002/ejsp.1918							WOS:000311404500001						
J	Haivas, S; Hofmans, J; Pepermans, R				Haivas, Simona; Hofmans, Joeri; Pepermans, Roland			Self-Determination Theory as a Framework for Exploring the Impact of the Organizational Context on Volunteer Motivation: A Study of Romanian Volunteers	NONPROFIT AND VOLUNTARY SECTOR QUARTERLY																	Hofmans, Joeri/0000-0001-6619-0706												0899-7640	1552-7395				DEC	2012	41	6					1195	1214		10.1177/0899764011433041							WOS:000311305500014						
