PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	EISENBERG, N; FABES, R; MILLER, PA; SHELL, R; SHEA, C; MAYPLUMLEE, T				EISENBERG, N; FABES, R; MILLER, PA; SHELL, R; SHEA, C; MAYPLUMLEE, T			PRESCHOOLERS VICARIOUS EMOTIONAL RESPONDING AND THEIR SITUATIONAL AND DISPOSITIONAL PROSOCIAL BEHAVIOR	MERRILL-PALMER QUARTERLY-JOURNAL OF DEVELOPMENTAL PSYCHOLOGY																													0272-930X					OCT	1990	36	4					507	529									WOS:A1990EF33700004						
J	HERBEK, TA; YAMMARINO, FJ				HERBEK, TA; YAMMARINO, FJ			EMPATHY TRAINING FOR HOSPITAL STAFF NURSES	GROUP & ORGANIZATION STUDIES																													0364-1082					SEP	1990	15	3					279	295		10.1177/105960119001500304							WOS:A1990DW35200003						
J	BISSONNETTE, V; ICKES, W; BERNSTEIN, I; KNOWLES, E				BISSONNETTE, V; ICKES, W; BERNSTEIN, I; KNOWLES, E			ITEM VARIANCES AND MEDIAN SPLITS - SOME DISCOURAGING AND DISQUIETING FINDINGS	JOURNAL OF PERSONALITY																Knowles, Eric/AAI-4868-2020													0022-3506					SEP	1990	58	3					595	601		10.1111/j.1467-6494.1990.tb00245.x							WOS:A1990DZ45800007						
J	FABES, RA; EISENBERG, N; MILLER, PA				FABES, RA; EISENBERG, N; MILLER, PA			MATERNAL CORRELATES OF CHILDRENS VICARIOUS EMOTIONAL RESPONSIVENESS	DEVELOPMENTAL PSYCHOLOGY																													0012-1649	1939-0599				JUL	1990	26	4					639	648		10.1037/0012-1649.26.4.639							WOS:A1990DN29900017						
J	LONG, ECJ; ANDREWS, DW				LONG, ECJ; ANDREWS, DW			PERSPECTIVE TAKING AS A PREDICTOR OF MARITAL ADJUSTMENT	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					JUL	1990	59	1					126	131		10.1037/0022-3514.59.1.126							WOS:A1990DT98600012						
J	EISENBERG, N; FABES, RA				EISENBERG, N; FABES, RA			EMPATHY - CONCEPTUALIZATION, MEASUREMENT, AND RELATION TO PROSOCIAL BEHAVIOR	MOTIVATION AND EMOTION																													0146-7239	1573-6644				JUN	1990	14	2					131	149		10.1007/BF00991640							WOS:A1990FQ56400005						
J	KOESTNER, R; FRANZ, C; WEINBERGER, J				KOESTNER, R; FRANZ, C; WEINBERGER, J			THE FAMILY ORIGINS OF EMPATHIC CONCERN - A 26-YEAR LONGITUDINAL-STUDY	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																	Franz, Carol/0000-0002-8987-1755												0022-3514					APR	1990	58	4					709	717		10.1037/0022-3514.58.4.709							WOS:A1990DC44300014	2348366					
J	SWEET, MJ; JOHNSON, CG				SWEET, MJ; JOHNSON, CG			ENHANCING EMPATHY - THE INTERPERSONAL IMPLICATIONS OF A BUDDHIST MEDITATION TECHNIQUE	PSYCHOTHERAPY																													0033-3204					SPR	1990	27	1					19	29		10.1037/0033-3204.27.1.19							WOS:A1990CQ18700004						
J	SPIRO, RL; WEITZ, BA				SPIRO, RL; WEITZ, BA			ADAPTIVE SELLING - CONCEPTUALIZATION, MEASUREMENT, AND NOMOLOGICAL VALIDITY	JOURNAL OF MARKETING RESEARCH																													0022-2437					FEB	1990	27	1					61	69		10.2307/3172551							WOS:A1990CL22900006						
J	SPRAGGINS, EF; FOX, EA; CAREY, JC				SPRAGGINS, EF; FOX, EA; CAREY, JC			EMPATHY IN CLINICAL DIETITIANS AND DIETETIC INTERNS	JOURNAL OF THE AMERICAN DIETETIC ASSOCIATION																													0002-8223					FEB	1990	90	2					244	249									WOS:A1990CN24000010	2303660					
J	KLEINKNECHT, RA; LENZ, J; FORD, G; DEBERARD, S				KLEINKNECHT, RA; LENZ, J; FORD, G; DEBERARD, S			TYPES AND CORRELATES OF BLOOD INJURY-RELATED VASOVAGAL SYNCOPE	BEHAVIOUR RESEARCH AND THERAPY																DeBerard, Michael/F-5479-2010													0005-7967						1990	28	4					289	295		10.1016/0005-7967(90)90080-3							WOS:A1990DW55300004	2222386					
J	KANEKAR, S; MIRANDA, JP				KANEKAR, S; MIRANDA, JP			PERCEPTION OF DIRECT VERSUS INDIRECT HELPING-BEHAVIOR IN A HYPOTHETICAL CRIMINAL EMERGENCY	IRISH JOURNAL OF PSYCHOLOGY																													0303-3910						1990	11	3					221	237		10.1080/03033910.1990.10557804							WOS:A1990FD34000001						
J	SQUIER, RW				SQUIER, RW			A MODEL OF EMPATHIC UNDERSTANDING AND ADHERENCE TO TREATMENT REGIMENS IN PRACTITIONER PATIENT RELATIONSHIPS	SOCIAL SCIENCE & MEDICINE																													0277-9536						1990	30	3					325	339		10.1016/0277-9536(90)90188-X							WOS:A1990CL95200008	2408150					
J	EVANS, BJ; STANLEY, RO; COMAN, GJ; BURROWS, GD				EVANS, BJ; STANLEY, RO; COMAN, GJ; BURROWS, GD			PSYCHOLOGICAL-TESTS TO MEASURE THE EFFECTS OF MEDICAL-EDUCATION ON STUDENTS INTERPERSONAL SKILLS	MEDICAL EDUCATION																													0308-0110					NOV	1989	23	6					492	497		10.1111/j.1365-2923.1989.tb01574.x							WOS:A1989AZ12700003	2593879					
J	JOSE, PE				JOSE, PE			THE ROLE OF GENDER AND GENDER-ROLE SIMILARITY IN READERS IDENTIFICATION WITH STORY CHARACTERS	SEX ROLES																Jose, Paul/AAC-2415-2019	Jose, Paul/0000-0002-3104-1871												0360-0025					NOV	1989	21	9-10					697	713		10.1007/BF00289178							WOS:A1989CV08900008						
J	WATSON, PJ; MORRIS, RJ; HOOD, RW				WATSON, PJ; MORRIS, RJ; HOOD, RW			INTERACTIONAL FACTOR CORRELATIONS WITH MEANS AND END RELIGIOUSNESS	JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION																													0021-8294					SEP	1989	28	3					337	347		10.2307/1386744							WOS:A1989AR95200007						
J	KNIGHT, P; SMITH, L				KNIGHT, P; SMITH, L			IN SEARCH OF GOOD PRACTICE	JOURNAL OF CURRICULUM STUDIES																													0022-0272					SEP-OCT	1989	21	5					427	440		10.1080/0022027890210503							WOS:A1989AK24400003						
J	TESSER, A; PILKINGTON, CJ; MCINTOSH, WD				TESSER, A; PILKINGTON, CJ; MCINTOSH, WD			SELF-EVALUATION MAINTENANCE AND THE MEDIATIONAL ROLE OF EMOTION - THE PERCEPTION OF FRIENDS AND STRANGERS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					SEP	1989	57	3					442	456		10.1037/0022-3514.57.3.442							WOS:A1989AM84900007	2778633					
J	EISENBERG, N; FABES, RA; MILLER, PA; FULTZ, J; SHELL, R; MATHY, RM; RENO, RR				EISENBERG, N; FABES, RA; MILLER, PA; FULTZ, J; SHELL, R; MATHY, RM; RENO, RR			RELATION OF SYMPATHY AND PERSONAL DISTRESS TO PRO-SOCIAL BEHAVIOR - A MULTIMETHOD STUDY	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514	1939-1315				JUL	1989	57	1					55	66		10.1037/0022-3514.57.1.55							WOS:A1989AC43800005	2754604					
J	LANZETTA, JT; ENGLIS, BG				LANZETTA, JT; ENGLIS, BG			EXPECTATIONS OF COOPERATION AND COMPETITION AND THEIR EFFECTS ON OBSERVERS VICARIOUS EMOTIONAL RESPONSES	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					APR	1989	56	4					543	554		10.1037/0022-3514.56.4.543							WOS:A1989T977800005						
J	EISENBERG, N; MILLER, PA; SCHALLER, M; FABES, RA; FULTZ, J; SHELL, R; SHEA, CL				EISENBERG, N; MILLER, PA; SCHALLER, M; FABES, RA; FULTZ, J; SHELL, R; SHEA, CL			THE ROLE OF SYMPATHY AND ALTRUISTIC PERSONALITY-TRAITS IN HELPING - A REEXAMINATION	JOURNAL OF PERSONALITY																													0022-3506					MAR	1989	57	1					41	67		10.1111/j.1467-6494.1989.tb00760.x							WOS:A1989T750100003	2709301					
J	WATSON, PJ; MORRIS, RJ; HOOD, RW				WATSON, PJ; MORRIS, RJ; HOOD, RW			SIN AND SELF-FUNCTIONING .4. DEPRESSION, ASSERTIVENESS, AND RELIGIOUS COMMITMENTS	JOURNAL OF PSYCHOLOGY AND THEOLOGY																													0091-6471					SPR	1989	17	1					44	58									WOS:A1989U363700008						
J	DILLARD, JP; HUNTER, JE				DILLARD, JP; HUNTER, JE			ON THE USE AND INTERPRETATION OF THE EMOTIONAL EMPATHY SCALE, THE SELF-CONSCIOUSNESS SCALES, AND THE SELF-MONITORING SCALE	COMMUNICATION RESEARCH																													0093-6502					FEB	1989	16	1					104	129		10.1177/009365089016001005							WOS:A1989T521000005						
J	FINCHAM, FD; BRADBURY, TN				FINCHAM, FD; BRADBURY, TN			PERCEIVED RESPONSIBILITY FOR MARITAL EVENTS - EGOCENTRIC OR PARTNER-CENTRIC BIAS	JOURNAL OF MARRIAGE AND THE FAMILY																Fincham, Frank/A-2357-2008	Fincham, Frank/0000-0001-5081-2283												0022-2445					FEB	1989	51	1					27	35		10.2307/352365							WOS:A1989U044800003						
J	KNIGHT, P				KNIGHT, P			EMPATHY - CONCEPT, CONFUSION AND CONSEQUENCES IN A NATIONAL CURRICULUM	OXFORD REVIEW OF EDUCATION																													0305-4985						1989	15	1					41	53		10.1080/0305498890150104							WOS:A1989AA38700004						
J	RIGGIO, RE; TUCKER, J; COFFARO, D				RIGGIO, RE; TUCKER, J; COFFARO, D			SOCIAL SKILLS AND EMPATHY	PERSONALITY AND INDIVIDUAL DIFFERENCES																Riggio, Ronald/AAD-5537-2019	Riggio, Ronald/0000-0002-2195-3818												0191-8869						1989	10	1					93	99		10.1016/0191-8869(89)90184-0							WOS:A1989R438300016						
J	EISENBERG, N; SCHALLER, M; FABES, RA; BUSTAMANTE, D; MATHY, RM; SHELL, R; RHODES, K				EISENBERG, N; SCHALLER, M; FABES, RA; BUSTAMANTE, D; MATHY, RM; SHELL, R; RHODES, K			DIFFERENTIATION OF PERSONAL DISTRESS AND SYMPATHY IN CHILDREN AND ADULTS	DEVELOPMENTAL PSYCHOLOGY																													0012-1649					NOV	1988	24	6					766	775		10.1037/0012-1649.24.6.766							WOS:A1988Q792400002						
J	EISENBERG, N; SCHALLER, M; MILLER, PA; FULTZ, J; FABES, RA; SHELL, R				EISENBERG, N; SCHALLER, M; MILLER, PA; FULTZ, J; FABES, RA; SHELL, R			GENDER-RELATED TRAITS AND HELPING IN A NONEMERGENCY SITUATION	SEX ROLES																													0360-0025	1573-2762				NOV	1988	19	9-10					605	618		10.1007/BF00289739							WOS:A1988T808300006						
J	MILLER, KI; STIFF, JB; ELLIS, BH				MILLER, KI; STIFF, JB; ELLIS, BH			COMMUNICATION AND EMPATHY AS PRECURSORS TO BURNOUT AMONG HUMAN-SERVICE WORKERS	COMMUNICATION MONOGRAPHS																													0363-7751					SEP	1988	55	3					250	265		10.1080/03637758809376171							WOS:A1988Q166500004						
J	MEHRABIAN, A; YOUNG, AL; SATO, S				MEHRABIAN, A; YOUNG, AL; SATO, S			EMOTIONAL EMPATHY AND ASSOCIATED INDIVIDUAL-DIFFERENCES	CURRENT PSYCHOLOGY-RESEARCH & REVIEWS																													0737-8262					FAL	1988	7	3					221	240		10.1007/BF02686670							WOS:A1988T154600004						
J	WATSON, PJ; MORRIS, RJ; HOOD, RW				WATSON, PJ; MORRIS, RJ; HOOD, RW			SIN AND SELF-FUNCTIONING .1. GRACE, GUILT, AND SELF-CONSCIOUSNESS	JOURNAL OF PSYCHOLOGY AND THEOLOGY																													0091-6471					FAL	1988	16	3					254	269									WOS:A1988Q828400005						
J	BENNETT, JB				BENNETT, JB			POWER AND INFLUENCE AS DISTINCT PERSONALITY-TRAITS - DEVELOPMENT AND VALIDATION OF A PSYCHOMETRIC MEASURE	JOURNAL OF RESEARCH IN PERSONALITY																													0092-6566	1095-7251				SEP	1988	22	3					361	394		10.1016/0092-6566(88)90036-0							WOS:A1988P802300008						
J	WISE, PS; CRAMER, SH				WISE, PS; CRAMER, SH			CORRELATES OF EMPATHY AND COGNITIVE-STYLE IN EARLY ADOLESCENCE	PSYCHOLOGICAL REPORTS																													0033-2941					AUG	1988	63	1					179	192		10.2466/pr0.1988.63.1.179							WOS:A1988R057500034	3212120					
J	KUGLER, KE; HANSSON, RO				KUGLER, KE; HANSSON, RO			RELATIONAL COMPETENCE AND SOCIAL SUPPORT AMONG PARENTS AT RISK OF CHILD-ABUSE	FAMILY RELATIONS																													0197-6664					JUL	1988	37	3					328	332		10.2307/584571							WOS:A1988EW22900015						
J	STIFF, JB; DILLARD, JP; SOMERA, L; KIM, H; SLEIGHT, C				STIFF, JB; DILLARD, JP; SOMERA, L; KIM, H; SLEIGHT, C			EMPATHY, COMMUNICATION, AND PRO-SOCIAL BEHAVIOR	COMMUNICATION MONOGRAPHS																Girault, Johann/B-2430-2012	Dillard, James/0000-0001-8109-1562												0363-7751					JUN	1988	55	2					198	213		10.1080/03637758809376166							WOS:A1988P169200005						
J	COMAN, GJ; EVANS, BJ; STANLEY, RO				COMAN, GJ; EVANS, BJ; STANLEY, RO			SCORES ON THE INTERPERSONAL REACTIVITY INDEX - A SAMPLE OF AUSTRALIAN MEDICAL-STUDENTS	PSYCHOLOGICAL REPORTS																													0033-2941					JUN	1988	62	3					943	945		10.2466/pr0.1988.62.3.943							WOS:A1988P112900047	3406312					
J	LEE, M; PRENTICE, NM				LEE, M; PRENTICE, NM			INTERRELATIONS OF EMPATHY, COGNITION, AND MORAL REASONING WITH DIMENSIONS OF JUVENILE-DELINQUENCY	JOURNAL OF ABNORMAL CHILD PSYCHOLOGY																													0091-0627					APR	1988	16	2					127	139		10.1007/BF00913589							WOS:A1988N580300001	3385078					
J	WATSON, PJ; MCKINNEY, J; HAWKINS, C; MORRIS, RJ				WATSON, PJ; MCKINNEY, J; HAWKINS, C; MORRIS, RJ			ASSERTIVENESS AND NARCISSISM	PSYCHOTHERAPY																													0033-3204					SPR	1988	25	1					125	131		10.1037/h0085308							WOS:A1988N024400014						
J	KLEINKNECHT, RA				KLEINKNECHT, RA			SPECIFICITY AND PSYCHOSOCIAL CORRELATES OF BLOOD INJURY FEAR AND FAINTING	BEHAVIOUR RESEARCH AND THERAPY																													0005-7967						1988	26	4					303	309		10.1016/0005-7967(88)90082-4							WOS:A1988P346400003	3214395					
J	BRUCH, MA; KAFLOWITZ, NG; PEARL, L				BRUCH, MA; KAFLOWITZ, NG; PEARL, L			MEDIATED AND NONMEDIATED RELATIONSHIPS OF PERSONALITY COMPONENTS TO LONELINESS	JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY																													0736-7236						1988	6	3-4					346	355		10.1521/jscp.1988.6.3-4.346							WOS:A1988P906500011						
J	DALY, JA; VANGELISTI, AL; DAUGHTON, SM				DALY, JA; VANGELISTI, AL; DAUGHTON, SM			THE NATURE AND CORRELATES OF CONVERSATIONAL SENSITIVITY	HUMAN COMMUNICATION RESEARCH																													0360-3989					WIN	1987	14	2					167	202		10.1111/j.1468-2958.1987.tb00126.x							WOS:A1987L874600003						
J	MILLER, RS				MILLER, RS			EMPATHIC EMBARRASSMENT - SITUATIONAL AND PERSONAL DETERMINANTS OF REACTIONS TO THE EMBARRASSMENT OF ANOTHER	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					DEC	1987	53	6					1061	1069		10.1037/0022-3514.53.6.1061							WOS:A1987L098800008						
J	EVANS, BJ; STANLEY, RO; BURROWS, GD; SWEET, B				EVANS, BJ; STANLEY, RO; BURROWS, GD; SWEET, B			COMPARISON OF SKILLS RELATED TO EFFECTIVENESS OF CONSULTATIONS - AN AUSTRALIAN SAMPLE OF MEDICAL-STUDENTS	PSYCHOLOGICAL REPORTS																													0033-2941					OCT	1987	61	2					419	422		10.2466/pr0.1987.61.2.419							WOS:A1987K973400015	3432477					
J	HULL, JG; VANTREUREN, RR; VIRNELLI, S				HULL, JG; VANTREUREN, RR; VIRNELLI, S			HARDINESS AND HEALTH - A CRITIQUE AND ALTERNATIVE APPROACH	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514	1939-1315				SEP	1987	53	3					518	530		10.1037/0022-3514.53.3.518							WOS:A1987J918000011	3656083					
J	PRYOR, JB				PRYOR, JB			SEXUAL HARASSMENT PROCLIVITIES IN MEN	SEX ROLES																													0360-0025	1573-2762				SEP	1987	17	5-6					269	290		10.1007/BF00288453							WOS:A1987K335100003						
J	ROSEN, S; MICKLER, SE; COLLINS, JE				ROSEN, S; MICKLER, SE; COLLINS, JE			REACTIONS OF WOULD-BE HELPERS WHOSE OFFER OF HELP IS SPURNED	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					AUG	1987	53	2					288	297		10.1037/0022-3514.53.2.288							WOS:A1987J614200007	3625468					
J	DAVIS, MH; OATHOUT, HA				DAVIS, MH; OATHOUT, HA			MAINTENANCE OF SATISFACTION IN ROMANTIC RELATIONSHIPS - EMPATHY AND RELATIONAL COMPETENCE	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					AUG	1987	53	2					397	410		10.1037/0022-3514.53.2.397							WOS:A1987J614200020						
J	ZELDOW, PB; DAUGHERTY, SR				ZELDOW, PB; DAUGHERTY, SR			THE STABILITY AND ATTITUDINAL CORRELATES OF WARMTH AND CARING IN MEDICAL-STUDENTS	MEDICAL EDUCATION																													0308-0110					JUL	1987	21	4					353	357		10.1111/j.1365-2923.1987.tb00375.x							WOS:A1987J578700013	3626904					
J	HILL, CA				HILL, CA			AFFILIATION MOTIVATION - PEOPLE WHO NEED PEOPLE - BUT IN DIFFERENT WAYS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					MAY	1987	52	5					1008	1018		10.1037/0022-3514.52.5.1008							WOS:A1987H069000017	3585697					
J	SCRIBNER, CM; HANDLER, L				SCRIBNER, CM; HANDLER, L			THE INTERPRETERS PERSONALITY IN DRAW-A-PERSON INTERPRETATION - A STUDY OF INTERPERSONAL STYLE	JOURNAL OF PERSONALITY ASSESSMENT																													0022-3891					SPR	1987	51	1					112	122		10.1207/s15327752jpa5101_10							WOS:A1987G290300010	16372861					
J	BUSS, AH; FINN, SE				BUSS, AH; FINN, SE			CLASSIFICATION OF PERSONALITY-TRAITS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					FEB	1987	52	2					432	444		10.1037/0022-3514.52.2.432							WOS:A1987F880900019						
J	DAVIS, MH; HULL, JG; YOUNG, RD; WARREN, GG				DAVIS, MH; HULL, JG; YOUNG, RD; WARREN, GG			EMOTIONAL-REACTIONS TO DRAMATIC FILM STIMULI - THE INFLUENCE OF COGNITIVE AND EMOTIONAL EMPATHY	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					JAN	1987	52	1					126	133		10.1037/0022-3514.52.1.126							WOS:A1987F642800015	3820067					
J	ROMER, D; GRUDER, CL; LIZZADRO, T				ROMER, D; GRUDER, CL; LIZZADRO, T			A PERSON SITUATION APPROACH TO ALTRUISTIC BEHAVIOR	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					NOV	1986	51	5					1001	1012		10.1037/0022-3514.51.5.1001							WOS:A1986E738800011						
J	WEITZ, BA; SUJAN, H; SUJAN, M				WEITZ, BA; SUJAN, H; SUJAN, M			KNOWLEDGE, MOTIVATION, AND ADAPTIVE-BEHAVIOR - A FRAMEWORK FOR IMPROVING SELLING EFFECTIVENESS	JOURNAL OF MARKETING																													0022-2429	1547-7185				OCT	1986	50	4					174	191		10.2307/1251294							WOS:A1986E413000004						
J	DAVIS, MH; FRANZOI, SL				DAVIS, MH; FRANZOI, SL			ADOLESCENT LONELINESS, SELF-DISCLOSURE, AND PRIVATE SELF-CONSCIOUSNESS - A LONGITUDINAL INVESTIGATION	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514	1939-1315				SEP	1986	51	3					595	608		10.1037/0022-3514.51.3.595							WOS:A1986D847600012	3761147					
J	RIGGIO, RE				RIGGIO, RE			ASSESSMENT OF BASIC SOCIAL SKILLS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																Riggio, Ronald/AAD-5537-2019	Riggio, Ronald/0000-0002-2195-3818												0022-3514					SEP	1986	51	3					649	660		10.1037/0022-3514.51.3.649							WOS:A1986D847600018						
J	BAVELAS, JB; BLACK, A; LEMERY, CR; MACINNIS, S; MULLETT, J				BAVELAS, JB; BLACK, A; LEMERY, CR; MACINNIS, S; MULLETT, J			EXPERIMENTAL METHODS FOR STUDYING ELEMENTARY MOTOR MIMICRY	JOURNAL OF NONVERBAL BEHAVIOR																													0191-5886					SUM	1986	10	2					102	119		10.1007/BF01000007							WOS:A1986E457900002						
J	FALBO, T; SHEPPERD, JA				FALBO, T; SHEPPERD, JA			SELF-RIGHTEOUSNESS - COGNITIVE, POWER, AND RELIGIOUS CHARACTERISTICS	JOURNAL OF RESEARCH IN PERSONALITY																													0092-6566					JUN	1986	20	2					145	157		10.1016/0092-6566(86)90114-5							WOS:A1986C745000002						
J	ROSEN, S; TOMARELLI, MM; KIDDA, ML; MEDVIN, N				ROSEN, S; TOMARELLI, MM; KIDDA, ML; MEDVIN, N			EFFECTS OF MOTIVE FOR HELPING, RECIPIENTS INABILITY TO RECIPROCATE, AND SEX ON DEVALUATION OF THE RECIPIENTS COMPETENCE	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					APR	1986	50	4					729	736									WOS:A1986A906500009						
J	FULTZ, J; BATSON, CD; FORTENBACH, VA; MCCARTHY, PM; VARNEY, LL				FULTZ, J; BATSON, CD; FORTENBACH, VA; MCCARTHY, PM; VARNEY, LL			SOCIAL EVALUATION AND THE EMPATHY ALTRUISM HYPOTHESIS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					APR	1986	50	4					761	769		10.1037/0022-3514.50.4.761							WOS:A1986A906500013	3712222					
J	MARLOWE, HA				MARLOWE, HA			SOCIAL INTELLIGENCE - EVIDENCE FOR MULTIDIMENSIONALITY AND CONSTRUCT INDEPENDENCE	JOURNAL OF EDUCATIONAL PSYCHOLOGY																													0022-0663					FEB	1986	78	1					52	58		10.1037/0022-0663.78.1.52							WOS:A1986C356900008						
J	WISPE, L				WISPE, L			THE DISTINCTION BETWEEN SYMPATHY AND EMPATHY - TO CALL FORTH A CONCEPT, A WORD IS NEEDED	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514	1939-1315				FEB	1986	50	2					314	321		10.1037/0022-3514.50.2.314							WOS:A1986C109000010						
J	BAVELAS, JB; BLACK, A; LEMERY, CR; MULLETT, J				BAVELAS, JB; BLACK, A; LEMERY, CR; MULLETT, J			I SHOW HOW YOU FEEL - MOTOR MIMICRY AS A COMMUNICATIVE ACT	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					FEB	1986	50	2					322	329		10.1037/0022-3514.50.2.322							WOS:A1986C109000011						
