PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Darbes, LA; Lewis, MA					Darbes, Lynae/0000-0003-4738-6812; Lewis, Megan/0000-0002-1670-9298			HIV-specific social support predicts less sexual risk behavior in gay male couples								HEALTH PSYCHOLOGY				24	6			617	622		10.1037/0278-6133.24.6.617				NOV 2005	2005																			0278-6133			WOS:000233453600010	16287408	
J	Dehle, C; Larsen, D; Landers, JE								Social support in marriage								AMERICAN JOURNAL OF FAMILY THERAPY				29	4			307	324		10.1080/01926180152588725				JUL-SEP 2001	2001																			0192-6187			WOS:000169663000005		
J	Edwards, Katie M.; Gidycz, Christine A.; Murphy, Megan J.								College Women's Stay/Leave Decisions in Abusive Dating Relationships: A Prospective Analysis of an Expanded Investment Model								JOURNAL OF INTERPERSONAL VIOLENCE				26	7			1446	1462		10.1177/0886260510369131				MAY 2011	2011																			0886-2605	1552-6518		WOS:000289241100008	20522885	
J	Elizur, Y; Mintzer, A								Gay males' intimate relationship quality: The roles of attachment security, gay identity, social support, and income								PERSONAL RELATIONSHIPS				10	3			411	435		10.1111/1475-6811.00057				SEP 2003	2003																			1350-4126			WOS:000184973300008		
J	Funk, Janette L.; Rogge, Ronald D.					Rogge, Ronald/0000-0002-1875-3938			Testing the ruler with item response theory: Increasing precision of measurement for relationship satisfaction with the couples satisfaction index								JOURNAL OF FAMILY PSYCHOLOGY				21	4			572	583		10.1037/0893-3200.21.4.572				DEC 2007	2007																			0893-3200			WOS:000251771100003	18179329	
J	Goldsmith, DJ; Dun, SA								Sex differences and similarities in the communication of social support								JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS				14	3			317	337		10.1177/0265407597143003				JUN 1997	1997																			0265-4075			WOS:A1997XB10400003		
J	Graham, James M.; Barnow, Zoe B.				Graham, James/B-5100-2013				Stress and Social Support in Gay, Lesbian, and Heterosexual Couples: Direct Effects and Buffering Models								JOURNAL OF FAMILY PSYCHOLOGY				27	4			569	578		10.1037/a0033420				AUG 2013	2013																			0893-3200	1939-1293		WOS:000322693600005	23795604	
J	HUSTONHOBURG, L; STRANGE, C								SPOUSE SUPPORT AMONG MALE AND FEMALE RETURNING ADULT STUDENTS								JOURNAL OF COLLEGE STUDENT DEVELOPMENT				27	5			388	394						SEP 1986	1986																			0897-5264	1543-3382		WOS:A1986D611900002		
J	Jensen, Jakob F.; Rauer, Amy J.; Volling, Brenda					Volling, Brenda L/0000-0002-2806-7237			A Dyadic View of Support in Marriage: The Critical Role of Men's Support Provision								SEX ROLES				68	7-8			427	438		10.1007/s11199-012-0256-x				APR 2013	2013																			0360-0025	1573-2762		WOS:000316333200003		
J	Julien, D; Chartrand, E; Simard, MC; Bouthillier, D; Begin, J								Conflict, social support, and relationship quality: An observational study of heterosexual, gay male, and lesbian couples' communication								JOURNAL OF FAMILY PSYCHOLOGY				17	3			419	428		10.1037/0893-3200.17.3.419				SEP 2003	2003																			0893-3200	1939-1293		WOS:000185232800013	14562465	
J	Kurdek, LA								Differences between heterosexual-nonparent couples and gay, lesbian, and heterosexual-parent couples								JOURNAL OF FAMILY ISSUES				22	6			727	754		10.1177/019251301022006004				SEP 2001	2001																			0192-513X			WOS:000170323700004		
J	Kurdek, LA								Are gay and lesbian cohabiting couples really different from heterosexual married couples?								JOURNAL OF MARRIAGE AND FAMILY				66	4			880	900		10.1111/j.0022-2445.2004.00060.x				NOV 2004	2004						65th Annual Meeting of the National-Council-on-Family-Relations65th Annual Meeting of the National-Council-on-Family-Relations	NOV 19-22, 2003NOV 19-22, 2003	Natl Council Family RelatNatl Council Family Relat	Vancouver, CANADAVancouver, CANADA										0022-2445	1741-3737		WOS:000224493200004		
J	Kurdek, LA								Relationship outcomes and their predictors: Longitudinal evidence from heterosexual married, gay cohabiting, and lesbian cohabiting couples								JOURNAL OF MARRIAGE AND THE FAMILY				60	3			553	568		10.2307/353528				AUG 1998	1998																			0022-2445			WOS:000075668800001		
J	KURDEK, LA								PREDICTING MARITAL DISSOLUTION - A 5-YEAR PROSPECTIVE LONGITUDINAL-STUDY OF NEWLYWED COUPLES								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				64	2			221	242		10.1037/0022-3514.64.2.221				FEB 1993	1993																			0022-3514			WOS:A1993KK27400006		
J	KURDEK, LA								CORRELATES OF RELATIONSHIP SATISFACTION IN COHABITING GAY AND LESBIAN COUPLES - INTEGRATION OF CONTEXTUAL, INVESTMENT, AND PROBLEM-SOLVING MODELS								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				61	6			910	922		10.1037/0022-3514.61.6.910				DEC 1991	1991																			0022-3514			WOS:A1991GU11400005	1774629	
J	KURDEK, LA								PERCEIVED SOCIAL SUPPORT IN GAYS AND LESBIANS IN COHABITATING RELATIONSHIPS								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				54	3			504	509		10.1037/0022-3514.54.3.504				MAR 1988	1988																			0022-3514			WOS:A1988M364000015	3361422	
J	KURDEK, LA; SCHMITT, JP								RELATIONSHIP QUALITY OF PARTNERS IN HETEROSEXUAL MARRIED, HETEROSEXUAL COHABITING, AND GAY AND LESBIAN RELATIONSHIPS								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				51	4			711	720		10.1037/0022-3514.51.4.711				OCT 1986	1986																			0022-3514			WOS:A1986E414800005	3783422	
J	KURDEK, LA								SEX-ROLE SELF SCHEMA AND PSYCHOLOGICAL ADJUSTMENT IN COUPLED HOMOSEXUAL AND HETEROSEXUAL MEN AND WOMEN								SEX ROLES				17	9-10			549	562		10.1007/BF00287735				NOV 1987	1987																			0360-0025			WOS:A1987L574600005		
J	Kurdek, Lawrence A.								The nature and correlates of deterrents to leaving a relationship								PERSONAL RELATIONSHIPS				13	4			521	535		10.1111/j.1475-6811.2006.00133.x				DEC 2006	2006																			1350-4126			WOS:000242963300010		
J	Lehavot, Keren; Lambert, Alan J.								Toward a greater understanding of antigay prejudice: On the role of sexual orientation and gender role violation								BASIC AND APPLIED SOCIAL PSYCHOLOGY				29	3			279	292		10.1080/01973530701503390				SEP 2007	2007																			0197-3533			WOS:000249357600008		
J	Lehmiller, JJ; Agnew, CR								Marginalized relationships: The impact of social disapproval on romantic relationship commitment								PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN				32	1			40	51		10.1177/0146167205278710				JAN 2006	2006						Annual Meeting of the Society-for-Experimental-Social-PsychologyAnnual Meeting of the Society-for-Experimental-Social-Psychology	20042004	Soc Expt Social PsycholSoc Expt Social Psychol	Ft Worth, TXFt Worth, TX										0146-1672	1552-7433		WOS:000235305800004	16317187	
J	Lippa, Richard A.						Rowland, DL		Sexual orientation and personality								ANNUAL REVIEW OF SEX RESEARCH		ANNUAL REVIEW OF SEX RESEARCH (SERIES)		16				119	153						2005	2005																			1053-2528			CCC:000238389800006	16913290	
J	Monin, Joan K.; Clark, Margaret S.								Why Do Men Benefit More from Marriage Than Do Women? Thinking More Broadly About Interpersonal Processes That Occur Within and Outside of Marriage								SEX ROLES				65	5-6			320	326		10.1007/s11199-011-0008-3				SEP 2011	2011																			0360-0025			WOS:000293297500003		
J	Nickerson, RS								How we know - and sometimes misjudge - What others know: Imputing one's own knowledge to others								PSYCHOLOGICAL BULLETIN				125	6			737	759		10.1037/0033-2909.125.6.737				NOV 1999	1999																			0033-2909	1939-1455		WOS:000083849500006		
J	Pasch, LA; Bradbury, TN; Davila, J								Gender, negative affectivity, and observed social support behavior in marital Interaction								PERSONAL RELATIONSHIPS				4	4			361	378		10.1111/j.1475-6811.1997.tb00151.x				DEC 1997	1997																			1350-4126			WOS:A1997YH62900005		
J	Ragsdale, JD								Gender, satisfaction level, and the use of relational maintenance strategies in marriage								COMMUNICATION MONOGRAPHS				63	4			354	369		10.1080/03637759609376399				DEC 1996	1996																			0363-7751			WOS:A1996VZ92200005		
J	Roisman, Glenn I.; Clausell, Eric; Holland, Ashley; Fortuna, Keren; Elieff, Chryle								Adult romantic relationships as contexts of human development: A multimethod comparison of same-sex couples with opposite-sex dating, engaged, and married dyads								DEVELOPMENTAL PSYCHOLOGY				44	1			91	101		10.1037/0012-1649.44.1.91				JAN 2008	2008																			0012-1649			WOS:000252232800010	18194008	
J	SARASON, BR; SARASON, IG; HACKER, TA; BASHAM, RB								CONCOMITANTS OF SOCIAL SUPPORT - SOCIAL SKILLS, PHYSICAL ATTRACTIVENESS, AND GENDER								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				49	2			469	480						1985	1985																			0022-3514			WOS:A1985ANQ0300015		
J	Verhofstadt, Lesley L.; Weytens, Fanny								Biological sex and gender role identity as predictors of spousal support provision: a scenario-based study								JOURNAL OF GENDER STUDIES				22	2			166	177		10.1080/09589236.2012.745683				JUN 1 2013	2013																			0958-9236	1465-3869		WOS:000327759100005		
J	Verhofstadt, Lesley L.; Buysse, Ann; Ickes, William								Social support in couples: An examination of gender differences using self-report and observational methods								SEX ROLES				57	3-4			267	282		10.1007/s11199-007-9257-6				AUG 2007	2007																			0360-0025	1573-2762		WOS:000248916300010		
J	WHARTON, AS; ERICKSON, RJ								MANAGING EMOTIONS ON THE JOB AND AT HOME - UNDERSTANDING THE CONSEQUENCES OF MULTIPLE EMOTIONAL ROLES								ACADEMY OF MANAGEMENT REVIEW				18	3			457	486		10.2307/258905				JUL 1993	1993																			0363-7425			WOS:A1993LL28000004		
J	Xu, Y; Burleson, BR								Effects of sex, culture, and support type on perceptions of spousal social support - An assessment of the "support gap" hypothesis in early marriage								HUMAN COMMUNICATION RESEARCH				27	4			535	566						OCT 2001	2001																			0360-3989	1468-2958		WOS:000172296300003		
