PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Nencini, A; Romaioli, D; Meneghini, AM				Nencini, Alessio; Romaioli, Diego; Meneghini, Anna Maria			Volunteer Motivation and Organizational Climate: Factors that Promote Satisfaction and Sustained Volunteerism in NPOs	VOLUNTAS																	Nencini, Alessio/0000-0001-9415-6361; MENEGHINI, Anna Maria/0000-0002-0685-4360												0957-8765	1573-7888				APR	2016	27	2					618	639		10.1007/s11266-015-9593-z							WOS:000372302700006						
J	Hyde, MK; Dunn, J; Bax, C; Chambers, SK				Hyde, Melissa K.; Dunn, Jeff; Bax, Caitlin; Chambers, Suzanne K.			Episodic Volunteering and Retention: An Integrated Theoretical Approach	NONPROFIT AND VOLUNTARY SECTOR QUARTERLY																Chambers, Suzanne K/H-5957-2012; Hyde, Melissa/H-6785-2012	Chambers, Suzanne K/0000-0003-2369-6111; Hyde, Melissa/0000-0001-9616-2028; Dunn, Jeff/0000-0002-1180-3381												0899-7640	1552-7395				FEB	2016	45	1					45	63		10.1177/0899764014558934							WOS:000368830200003						
J	Kang, M				Kang, Minjeong			Moderating effects of identification on volunteer engagement An exploratory study of a faith-based charity organization	JOURNAL OF COMMUNICATION MANAGEMENT																													1363-254X	1478-0852					2016	20	2					102	117		10.1108/JCOM-08-2014-0051							WOS:000381908200002						
J	Jankowiak-Siuda, K; Baron-Cohen, S; Bialaszek, W; Dopierala, A; Kozlowska, A; Rymarczyk, K				Jankowiak-Siuda, Kamila; Baron-Cohen, Simon; Bialaszek, Wojciech; Dopierala, Aleksandra; Kozlowska, Agata; Rymarczyk, Krystyna			PSYCHOMETRIC EVALUATION OF THE 'READING THE MIND IN THE EYES' TEST WITH SAMPLES OF DIFFERENT AGES FROM A POLISH POPULATION	STUDIA PSYCHOLOGICA																Jankowiak-Siuda, Kamila/I-6352-2017	Jankowiak-Siuda, Kamila/0000-0002-0210-2487; Bialaszek, Wojciech/0000-0002-4672-4376; Rymarczyk, Krystyna/0000-0002-4085-9480												0039-3320						2016	58	1					18	31									WOS:000376219900002						
J	Maki, A; Dwyer, PC; Snyder, M				Maki, Alexander; Dwyer, Patrick C.; Snyder, Mark			Understanding AmeriCorps Service: Perspectives from Psychological Theory and Research on Volunteerism	ANALYSES OF SOCIAL ISSUES AND PUBLIC POLICY																													1529-7489	1530-2415				DEC	2015	15	1					253	281		10.1111/asap.12079							WOS:000366975400014						
J	Flatscher-Thoni, M; Leiter-Scheiring, AM; Schusterschitz, C				Flatscher-Thoeni, M.; Leiter-Scheiring, A. M.; Schusterschitz, C.			The supply side of volunteering in Austrian hospice services: determinants of sustainable voluntary engagement	JOURNAL OF PUBLIC HEALTH-HEIDELBERG																	Leiter, Andrea/0000-0002-8628-5072												2198-1833	1613-2238				AUG	2015	23	4					189	199		10.1007/s10389-015-0671-x							WOS:000210787700002						
J	Aisbett, L; Hoye, R				Aisbett, Laura; Hoye, Russell			Human resource management practices to support sport event volunteers	ASIA PACIFIC JOURNAL OF HUMAN RESOURCES																Hoye, Russell/AAW-5890-2020	Hoye, Russell/0000-0001-9000-1848												1038-4111	1744-7941				JUL	2015	53	3					351	369		10.1111/1744-7941.12062							WOS:000357516300007						
J	Kumnig, M; Schnitzer, M; Beck, TN; Mitmansgruber, H; Jowsey, SG; Kopp, M; Rumpold, G				Kumnig, Martin; Schnitzer, Martin; Beck, Thomas N.; Mitmansgruber, Horst; Jowsey, Sheila G.; Kopp, Martin; Rumpold, Gerhard			Approach and Avoidance Motivations Predict Psychological Well-Being and Affectivity of Volunteers at the Innsbruck 2008 Winter Special Olympics	VOLUNTAS																Kopp, Martin/K-1369-2017	Kopp, Martin/0000-0002-3011-387X												0957-8765	1573-7888				JUN	2015	26	3					801	822		10.1007/s11266-014-9462-1							WOS:000354641200004						
J	Bezzina, F; Cassar, V; Azzopardi, JG; McKiernan, P				Bezzina, Frank; Cassar, Vincent; Azzopardi, Joseph G.; McKiernan, Peter			The matching of motivations to affordances among Maltese elected local government volunteers Implications for sustaining civil society	JOURNAL OF GLOBAL RESPONSIBILITY																Vincent, Cassar/A-5215-2008	McKiernan, Peter/0000-0002-0205-9124												2041-2568	2041-2576					2015	6	2					178	194		10.1108/JGR-04-2015-0004							WOS:000214728100004						
J	Jensen, KB; McKeage, KK				Jensen, Kristine B.; McKeage, Kim K.			Fostering Volunteer Satisfaction Enhancing Collaboration Through Structure	JOURNAL OF NONPROFIT EDUCATION AND LEADERSHIP																													2374-7838	2157-0604					2015	5	3					174	189									WOS:000438847200004						
J	Strommer, ST; Ingledew, DK; Markland, D				Stroemmer, Sofia T.; Ingledew, David K.; Markland, David			Development of the Exercise Motives and Gains Inventory	MEASUREMENT IN PHYSICAL EDUCATION AND EXERCISE SCIENCE																Strommer, Sofia/AAQ-4286-2020	Strommer, Sofia/0000-0001-7344-1630												1091-367X	1532-7841					2015	19	2					53	68		10.1080/1091367X.2015.1036162							WOS:000212030600001						
B	Norhidayah, MR; Hairunnisa, M; Norafifah, MA; Othman, N		Radzi, SM; Sumarjan, N; Chik, CT; Zahari, MSM; Mohi, Z; Bakhtiar, MFS; Anuar, FI		Norhidayah, M. R.; Hairunnisa, M.; Norafifah, M. A.; Othman, N.			Motivation towards satisfaction among international sport events volunteers	THEORY AND PRACTICE IN HOSPITALITY AND TOURISM RESEARCH					2nd International Hospitality & Tourism Conference	SEP 02-04, 2014	PENANG, MALAYSIA	Univ Teknologi MARA Shah Alam, Fac Hotel & Tourism Management, Univ Teknologi MARA Penang, Fac Hotel & Tourism Management																							978-1-315-73735-5; 978-1-138-02706-0				2015							561	565									WOS:000352153700103						
J	Gutierrez, IA; Mattis, JS				Gutierrez, Ian A.; Mattis, Jacqueline S.			Factors Predicting Volunteer Engagement Among Urban-Residing African American Women	JOURNAL OF BLACK STUDIES																Gutierrez, Ian A./O-1791-2019	Gutierrez, Ian A./0000-0002-4880-7570												0021-9347	1552-4566				OCT	2014	45	7					599	619		10.1177/0021934714543189							WOS:000344254000001						
J	Cristea, IA; Legge, E; Prosperi, M; Guazzelli, M; David, D; Gentili, C				Cristea, Ioana A.; Legge, Emanuele; Prosperi, Marta; Guazzelli, Mario; David, Daniel; Gentili, Claudio			Moderating effects of empathic concern and personal distress on the emotional reactions of disaster volunteers	DISASTERS																Cristea, Ioana Alina/E-7490-2011	Cristea, Ioana Alina/0000-0002-9854-7076; Gentili, Claudio/0000-0002-2579-8755												0361-3666	1467-7717				OCT	2014	38	4					740	752		10.1111/disa.12075							WOS:000342929800005	25196334					
J	Schusterschitz, C; Flatscher-Thoni, M; Leiter-Scheiring, AM; Geser, W				Schusterschitz, Claudia; Flatscher-Thoeni, Magdalena; Leiter-Scheiring, Andrea M.; Geser, Willi			Building a Committed Hospice Volunteer Workforce- Do Variables at the Experience Stage Matter?	JOURNAL OF COMMUNITY & APPLIED SOCIAL PSYCHOLOGY																	Leiter, Andrea/0000-0002-8628-5072												1052-9284	1099-1298				SEP-OCT	2014	24	5					422	438		10.1002/casp.2182							WOS:000342679000005						
J	Marta, E; Manzi, C; Pozzi, M; Vignoles, VL				Marta, Elena; Manzi, Claudia; Pozzi, Maura; Vignoles, Vivian Laurance			Identity and the Theory of Planned Behavior: Predicting Maintenance of Volunteering After Three Years	JOURNAL OF SOCIAL PSYCHOLOGY																Pozzi, Maura/Y-3898-2018	Pozzi, Maura/0000-0003-2849-9344; Vignoles, Vivian L/0000-0002-7628-6776; Marta, Elena/0000-0002-2119-5148												0022-4545	1940-1183				MAY 4	2014	154	3					198	207		10.1080/00224545.2014.881769							WOS:000333953600003	24873023					
J	Ingledew, DK; Markland, D; Strommer, ST				Ingledew, David K.; Markland, David; Stroemmer, Sofia T.			Elucidating the Roles of Motives and Gains in Exercise Participation	SPORT EXERCISE AND PERFORMANCE PSYCHOLOGY																Strommer, Sofia/AAQ-4286-2020	Strommer, Sofia/0000-0001-7344-1630												2157-3905	2157-3913				MAY	2014	3	2					116	131		10.1037/spy0000004							WOS:000356670600004						
J	Anaza, NA				Anaza, Nwamaka A.			Personality Antecedents of Customer Citizenship Behaviors in Online Shopping Situations	PSYCHOLOGY & MARKETING																													0742-6046	1520-6793				APR	2014	31	4					251	263		10.1002/mar.20692							WOS:000332446000001						
J	McAllum, K				McAllum, Kirstie			Meanings of Organizational Volunteering Diverse Volunteer Pathways	MANAGEMENT COMMUNICATION QUARTERLY																													0893-3189	1552-6798				FEB	2014	28	1					84	110		10.1177/0893318913517237							WOS:000333528600004						
J	Karacan, E; Seval, GC; Aktan, Z; Ayli, M; Palabiyikoglu, R				Karacan, Eda; Seval, Guldane Cengiz; Aktan, Zeynep; Ayli, Meltem; Palabiyikoglu, Refia			Blood donors and factors impacting the blood donation decision: Motives for donating blood in Turkish sample	TRANSFUSION AND APHERESIS SCIENCE																Seval, Guldane Cengiz/AAN-3333-2020	Seval, Guldane Cengiz/0000-0001-9433-2054												1473-0502					DEC	2013	49	3					468	473		10.1016/j.transci.2013.04.044							WOS:000329012500019	23706312					
J	Gazley, B				Gazley, Beth			Predicting a Volunteer's Future Intentions in Professional Associations: A Test of the Penner Model	NONPROFIT AND VOLUNTARY SECTOR QUARTERLY																													0899-7640	1552-7395				DEC	2013	42	6					1245	1267		10.1177/0899764012453207							WOS:000327235100009						
J	Dwyer, PC; Bono, JE; Snyder, M; Nov, O; Berson, Y				Dwyer, Patrick C.; Bono, Joyce E.; Snyder, Mark; Nov, Oded; Berson, Yair			Sources of Volunteer Motivation Transformational Leadership and Personal Motives Influence Volunteer Outcomes	NONPROFIT MANAGEMENT & LEADERSHIP																													1048-6682	1542-7854				DEC	2013	24	2					181	205		10.1002/nml.21084							WOS:000327714800004						
J	Kwok, YY; Chui, WH; Wong, LP				Kwok, Yan Yuen; Chui, Wing Hong; Wong, Lok Ping			Need Satisfaction Mechanism Linking Volunteer Motivation and Life Satisfaction: A Mediation Study of Volunteers Subjective Well-Being	SOCIAL INDICATORS RESEARCH																Chui, Wing Hong/A-4138-2010	Chui, Wing Hong/0000-0003-3001-1686												0303-8300	1573-0921				DEC	2013	114	3					1315	1329		10.1007/s11205-012-0204-8							WOS:000326405800032						
J	Judge, TA; Rodell, JB; Klinger, RL; Simon, LS; Crawford, ER				Judge, Timothy A.; Rodell, Jessica B.; Klinger, Ryan L.; Simon, Lauren S.; Crawford, Eean R.			Hierarchical Representations of the Five-Factor Model of Personality in Predicting Job Performance: Integrating Three Organizing Frameworks With Two Theoretical Perspectives	JOURNAL OF APPLIED PSYCHOLOGY																													0021-9010	1939-1854				NOV	2013	98	6					875	925		10.1037/a0033901							WOS:000326993800001	24016206					
J	Withers, M; Browner, CH; Aghaloo, T				Withers, Mellissa; Browner, Carole H.; Aghaloo, Tara			Promoting Volunteerism in Global Health: Lessons from a Medical Mission in Northern Mexico	JOURNAL OF COMMUNITY HEALTH																													0094-5145	1573-3610				APR	2013	38	2					374	384		10.1007/s10900-012-9627-z							WOS:000316074600022	23139029					
J	Edele, A; Dziobek, I; Keller, M				Edele, Aileen; Dziobek, Isabel; Keller, Monika			Explaining altruistic sharing in the dictator game: The role of affective empathy, cognitive empathy, and justice sensitivity	LEARNING AND INDIVIDUAL DIFFERENCES																Edele, Aileen/AAP-2691-2020; Dziobek, isabel/ABB-4928-2020													1041-6080	1873-3425				APR	2013	24						96	102		10.1016/j.lindif.2012.12.020							WOS:000317542700011						
J	Vecina, ML; Chacon, F; Marzana, D; Marta, E				Vecina, Maria L.; Chacon, Fernando; Marzana, Daniela; Marta, Elena			VOLUNTEER ENGAGEMENT AND ORGANIZATIONAL COMMITMENT IN NONPROFIT ORGANIZATIONS: WHAT MAKES VOLUNTEERS REMAIN WITHIN ORGANIZATIONS AND FEEL HAPPY?	JOURNAL OF COMMUNITY PSYCHOLOGY																Vecina, Maria L./AAR-5358-2020; Chacon, Fernando/AAA-6919-2019; Fernando, Chacon/AAV-5524-2020; Vecina, Maria L/F-1931-2016	Vecina, Maria L./0000-0002-7605-3067; Fernando, Chacon/0000-0002-9649-0774; Marzana, Daniela/0000-0002-8021-4476; Marta, Elena/0000-0002-2119-5148												0090-4392	1520-6629				APR	2013	41	3					291	302		10.1002/jcop.21530							WOS:000315452800003						
J	Murayama, H; Taguchi, A; Murashima, S				Murayama, Hiroshi; Taguchi, Atsuko; Murashima, Sachiyo			Exploring the ideal combination of activity satisfaction and burden among health promotion volunteers: a cross-sectional study in Japan	BMC PUBLIC HEALTH																													1471-2458					MAR 7	2013	13								205	10.1186/1471-2458-13-205							WOS:000317115400002	23497338					
J	Cornelis, I; Van Hiel, A; De Cremer, D				Cornelis, Ilse; Van Hiel, Alain; De Cremer, David			Volunteer work in youth organizations: predicting distinct aspects of volunteering behavior from self- and other-oriented motives	JOURNAL OF APPLIED SOCIAL PSYCHOLOGY																													0021-9029	1559-1816				FEB	2013	43	2					456	466		10.1111/j.1559-1816.2013.01029.x							WOS:000315028100020						
B	Liu, MJ; Li, WL		Chang, T		Liu, Mingjing; Li, Wenli			Understanding Motives and Sustained Volunteering in Mega Sports Events	2012 INTERNATIONAL CONFERENCE ON EDUCATION REFORM AND MANAGEMENT INNOVATION (ERMI 2012), VOL 2					International Conference on Education Reform and Management Innovation (ERMI 2012)	DEC 04-05, 2012	Shenzhen, PEOPLES R CHINA																								978-1-61275-049-1				2013							237	241									WOS:000322346200043						
J	Dwyer, PC; Snyder, M; Omoto, AM				Dwyer, Patrick C.; Snyder, Mark; Omoto, Allen M.			When Stigma-by-Association Threatens, Self-Esteem Helps: Self-Esteem Protects Volunteers in Stigmatizing Contexts	BASIC AND APPLIED SOCIAL PSYCHOLOGY																													0197-3533					JAN 1	2013	35	1			SI		88	97		10.1080/01973533.2012.746605							WOS:000322300800009						
J	Einolf, CJ				Einolf, Christopher J.			Daily Spiritual Experiences and Prosocial Behavior	SOCIAL INDICATORS RESEARCH																													0303-8300	1573-0921				JAN	2013	110	1					71	87		10.1007/s11205-011-9917-3							WOS:000314336300005						
J	Naidu, T; Sliep, Y; Dageid, W				Naidu, Thirusha; Sliep, Yvonne; Dageid, Wenche			The social construction of identity in HIV/AIDS home-based care volunteers in rural KwaZulu-Natal, South Africa	SAHARA J-JOURNAL OF SOCIAL ASPECTS OF HIV-AIDS																													1729-0376	1813-4424				JUN	2012	9	2					113	126		10.1080/17290376.2012.683585							WOS:000305644400008	23237046					
