PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Mayer, JD; Caruso, DR; Salovey, P				Mayer, John D./D-1339-2019	Mayer, John D./0000-0003-1644-707X			Emotional intelligence meets traditional standards for an intelligence								INTELLIGENCE				27	4			267	298		10.1016/S0160-2896(99)00016-1				1999	1999																			0160-2896	1873-7935		WOS:000085102900001		
J	Mayer, JD; Geher, G				Mayer, John D./D-1339-2019	Mayer, John D./0000-0003-1644-707X			Emotional intelligence and the identification of emotion								INTELLIGENCE				22	2			89	113		10.1016/S0160-2896(96)90011-2				MAR-APR 1996	1996																			0160-2896			WOS:A1996VB40300001		
J	McHoskey, JW; Worzel, W; Szyarto, C								Machiavellianism and psychopathy								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				74	1			192	210		10.1037/0022-3514.74.1.192				JAN 1998	1998						1996 Meeting of the South-Carolina-Psychological-Association1996 Meeting of the South-Carolina-Psychological-Association	APR, 1996APR, 1996	S Carolina Psychol AssocS Carolina Psychol Assoc	MYRTLE BEACH, SOUTH CAROLINAMYRTLE BEACH, SOUTH CAROLINA										0022-3514			WOS:000071543400015	9457782	
J	Musick, MA; Wilson, J								Volunteering and depression: the role of psychological and social resources in different age groups								SOCIAL SCIENCE & MEDICINE				56	2			259	269	PII S0277-9536(02)00025-4	10.1016/S0277-9536(02)00025-4				JAN 2003	2003																			0277-9536			WOS:000180460800005	12473312	
J	MUTHEN, B; KAPLAN, D				Kaplan, David/N-1956-2018	Kaplan, David/0000-0003-0294-549X			A COMPARISON OF SOME METHODOLOGIES FOR THE FACTOR-ANALYSIS OF NONNORMAL LIKERT VARIABLES - A NOTE ON THE SIZE OF THE MODEL								BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY				45				19	30		10.1111/j.2044-8317.1992.tb00975.x				MAY 1992	1992																			0007-1102			WOS:A1992HZ57500002		
J	Netemeyer, R								Structural equations modeling and statements regarding causality								JOURNAL OF CONSUMER PSYCHOLOGY				10	1-2			83	84		10.1207/S15327663JCP1001&2_08				2001	2001																			1057-7408			WOS:000167255100112		
J	ORMEL, J; SCHAUFELI, WB				Schaufeli, Wilmar B/B-9645-2013; Ormel, Johan/C-6094-2013; ormel, johan/AAC-5584-2019	Schaufeli, Wilmar B/0000-0002-6070-7150; ormel, johan/0000-0002-5463-037X			STABILITY AND CHANGE IN PSYCHOLOGICAL DISTRESS AND THEIR RELATIONSHIP WITH SELF-ESTEEM AND LOCUS OF CONTROL - A DYNAMIC EQUILIBRIUM-MODEL								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				60	2			288	299		10.1037/0022-3514.60.2.288				FEB 1991	1991																			0022-3514	1939-1315		WOS:A1991EY27600010	2016670	
J	Pulos, S; Elison, J; Lennon, R								The hierarchical structure of the interpersonal reactivity index								SOCIAL BEHAVIOR AND PERSONALITY				32	4			355	359		10.2224/sbp.2004.32.4.355				2004	2004																			0301-2212			WOS:000222428500005		
J	Robins, RW; Tracy, JL; Trzesniewski, K; Potter, J; Gosling, SD				Trzesniewski, Kali H/D-3912-2009; Gosling, Sam/AAL-5718-2020	Trzesniewski, Kali H/0000-0001-8165-3107; Gosling, Sam/0000-0001-8970-591X			Personality correlates of self-esteem								JOURNAL OF RESEARCH IN PERSONALITY				35	4			463	482		10.1006/jrpe.2001.2324				DEC 2001	2001																			0092-6566	1095-7251		WOS:000173118800004		
J	Shiner, R; Caspi, A				caspi, avshalom/AAJ-5874-2020; caspi, avshalom/D-5294-2011	caspi, avshalom/0000-0003-0082-4600; caspi, avshalom/0000-0003-0082-4600			Personality differences in childhood and adolescence: measurement development, and consequences								JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY				44	1			2	32		10.1111/1469-7610.00101				JAN 2003	2003																			0021-9630	1469-7610		WOS:000180445800002	12553411	
J	Siu, AMH; Shek, DTL				Siu, Andrew/D-9664-2012; Siu, Andrew/A-2449-2010; Shek, Daniel T.L./N-9576-2014; Siu, Andrew M. H./E-6239-2014	Shek, Daniel T.L./0000-0003-3359-6229; Siu, Andrew M. H./0000-0002-8117-2829			Validation of the interpersonal reactivity index in a Chinese context								RESEARCH ON SOCIAL WORK PRACTICE				15	2			118	126		10.1177/1049731504270384				MAR 2005	2005																			1049-7315	1552-7581		WOS:000226786200005		
J	THORNTON, S; THORNTON, D								FACETS OF EMPATHY								PERSONALITY AND INDIVIDUAL DIFFERENCES				19	5			765	767		10.1016/0191-8869(95)00112-J				NOV 1995	1995																			0191-8869			WOS:A1995TA42000020		
J	Valentine, S; Fleischman, G; Godkin, L								Work social agency as a function of self-esteem and machiavellianism								PSYCHOLOGICAL REPORTS				93	3			855	858		10.2466/PR0.93.7.855-858				DEC 2003	2003																			0033-2941			WOS:000187285100035	14723454	
J	Van Kenhove, P; Vermeir, I; Verniers, S				Vermeir, Iris/L-6711-2018	Vermeir, Iris/0000-0003-0440-1381			An empirical investigation of the relationships between ethical beliefs, ethical ideology, political preference and need for closure								JOURNAL OF BUSINESS ETHICS				32	4			347	361		10.1023/A:1010720908680				AUG 2001	2001																			0167-4544			WOS:000169863600006		
J	Vandenberg, Robert J.; Lance, Charles E.				Vandenberg, Robert J/Q-2180-2015; Meierer, Markus J./C-6234-2008	Vandenberg, Robert/0000-0002-2158-4688			A Review and Synthesis of the Measurement Invariance Literature: Suggestions, Practices, and Recommendations for Organizational Research								ORGANIZATIONAL RESEARCH METHODS				3	1			4	70		10.1177/109442810031002				JAN 2000	2000																			1094-4281	1552-7425		WOS:000209455400001		
J	Wastell, C; Booth, A					Wastell, Colin/0000-0001-8810-5963			Machiavellianism: An alexithymic perspective								JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY				22	6			730	744		10.1521/jscp.22.6.730.22931				DEC 2003	2003																			0736-7236			WOS:000187623400006		
B	ZAHNWAXLER, C; COLE, PM; BARRETT, KC						GARBER, J; DODGE, KA		GUILT AND EMPATHY - SEX-DIFFERENCES AND IMPLICATIONS FOR THE DEVELOPMENT OF DEPRESSION								DEVELOPMENT OF EMOTION REGULATION AND DYSREGULATION		CAMBRIDGE STUDIES IN SOCIAL AND EMOTIONAL DEVELOPMENT						243	272		10.1017/CBO9780511663963.012				1991	1991						CONF ON THE DEVELOPMENT OF EMOTION REGULATION AND DYSREGULATIONCONF ON THE DEVELOPMENT OF EMOTION REGULATION AND DYSREGULATION	MAY 26-28, 1988MAY 26-28, 1988	SOC RES CHILD DEV; VANDERBILT UNIV, GEORGE PEABODY COLL, JOHN F KENNEDY CTR RES EDUC & HUMAN D; EVSOC RES CHILD DEV; VANDERBILT UNIV, GEORGE PEABODY COLL, JOHN F KENNEDY CTR RES EDUC & HUMAN D; EV	VANDERBILT UNIV, NASHVILLE, TNVANDERBILT UNIV, NASHVILLE, TN												0-521-36406-X	WOS:A1991BU23P00011		
