PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Marcus, K				Marcus, Karni			The Fundamental Role of Large-Scale Trust Building in Natural Resource Management	ENVIRONMENTAL VALUES																													0963-2719	1752-7015				JUN	2016	25	3					259	286		10.3197/096327116X14598445991385							WOS:000377057700002						
J	O'Brien, JL; Haaga, DAF				O'Brien, Jennifer L.; Haaga, David A. F.			Empathic Accuracy and Compassion Fatigue Among Therapist Trainees	PROFESSIONAL PSYCHOLOGY-RESEARCH AND PRACTICE																													0735-7028	1939-1323				DEC	2015	46	6					414	420		10.1037/pro0000037							WOS:000366314300005						
J	Gonzalez-Rodriguez, MR; Diaz-Fernandez, MC; Simonetti, B				Rosario Gonzalez-Rodriguez, M.; Carmen Diaz-Fernandez, M.; Simonetti, Biagio			The social, economic and environmental dimensions of corporate social responsibility: The role played by consumers and potential entrepreneurs	INTERNATIONAL BUSINESS REVIEW																Gonzalez-Rodriguez, M. Rosario/K-7545-2012; Simonetti, Biagio/AAH-6572-2019; Diaz Fernandez, Maria del Carmen/C-5927-2018	Gonzalez-Rodriguez, M. Rosario/0000-0002-6484-4128; Simonetti, Biagio/0000-0002-2540-7830; Diaz Fernandez, Maria del Carmen/0000-0001-8203-2150												0969-5931	1873-6149				OCT	2015	24	5					836	848		10.1016/j.ibusrev.2015.03.002							WOS:000359957200010						
J	Wohrle, J; van Oudenhoven, JP; Otten, S; van der Zee, KI				Wohrle, Joachim; van Oudenhoven, Jan Pieter; Otten, Sabine; van der Zee, Karen I.			Personality characteristics and workplace trust of majority and minority employees in the Netherlands	EUROPEAN JOURNAL OF WORK AND ORGANIZATIONAL PSYCHOLOGY																Otten, Sabine/AAS-9577-2020	Otten, Sabine/0000-0001-5369-7241												1359-432X	1464-0643				MAR 4	2015	24	2					161	177		10.1080/1359432X.2014.891583							WOS:000348522300001						
J	Hsee, CK; Yang, Y; Zheng, XS; Wang, HW				Hsee, Christopher K.; Yang, Yang; Zheng, Xingshan; Wang, Hanwei			Lay Rationalism: Individual Differences in Using Reason Versus Feelings to Guide Decisions	JOURNAL OF MARKETING RESEARCH																													0022-2437	1547-7193				FEB	2015	52	1					134	146		10.1509/jmr.13.0532							WOS:000352112500010						
J	Jun, SK; Sung, JY; Gentry, JW; McGinnis, LP				Jun, Sunkyu; Sung, Jungyeon; Gentry, James W.; McGinnis, Lee Phillip			Effects of underdog (vs. top dog) positioning advertising	INTERNATIONAL JOURNAL OF ADVERTISING																													0265-0487	1759-3948					2015	34	3					495	514		10.1080/02650487.2014.996199							WOS:000369954900006						
J	Konrath, SH; Chopik, WJ; Hsing, CK; O'Brien, E				Konrath, Sara H.; Chopik, William J.; Hsing, Courtney K.; O'Brien, Ed			Changes in Adult Attachment Styles in American College Students Over Time: A Meta-Analysis	PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW																	Konrath, Sara/0000-0001-9182-0095												1088-8683	1532-7957				NOV	2014	18	4					326	348		10.1177/1088868314530516							WOS:000343613300002	24727975					
J	Kwak, Y; Pearson, J; Huettel, SA				Kwak, Youngbin; Pearson, John; Huettel, Scott A.			Differential Reward Learning for Self and Others Predicts Self-Reported Altruism	PLOS ONE																	Pearson, John/0000-0002-9876-7837												1932-6203					SEP 12	2014	9	9							e107621	10.1371/journal.pone.0107621							WOS:000341774300089	25215883					
B	Maibom, HL		Schramme, T		Maibom, Heidi L.			Without Fellow Feeling	BEING AMORAL: PSYCHOPATHY AND MORAL INCAPACITY	Philosophical Psychopathology																														978-0-262-02791-5				2014							91	114			10.7551/mitpress/9780262027915.001.0001						WOS:000351467100004						
S	Vorauer, J	Zanna, MP	Olson, JM		Vorauer, Jacquie	Zanna, MP		The Case For and Against Perspective-Taking	ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY, VOL 48	Advances in Experimental Social Psychology																												0065-2601		978-0-12-407188-9				2013	48						59	115		10.1016/B978-0-12-407188-9.00002-8							WOS:000319779700002						
J	Lin, HC; McFatter, R				Lin, Hung-Chu; McFatter, Robert			Empathy and distress: Two distinct but related emotions in response to infant crying	INFANT BEHAVIOR & DEVELOPMENT																													0163-6383	1879-0453				DEC	2012	35	4					887	897		10.1016/j.infbeh.2012.08.001							WOS:000312179100034	23041281					
J	Lii, YS; Lee, M				Lii, Yuan-Shuh; Lee, Monle			Doing Right Leads to Doing Well: When the Type of CSR and Reputation Interact to Affect Consumer Evaluations of the Firm	JOURNAL OF BUSINESS ETHICS																													0167-4544	1573-0697				JAN	2012	105	1					69	81		10.1007/s10551-011-0948-0							WOS:000297620000006						
B	Galinsky, AD; Gilin, D; Maddux, WW		Forgas, JP; Kruglanski, AW; Williams, KD		Galinsky, Adam D.; Gilin, Debra; Maddux, William W.			Using Both Your Head and Your Heart The Role of Perspective Taking and Empathy in Resolving Social Conflict	PSYCHOLOGY OF SOCIAL CONFLICT AND AGGRESSION	Sydney Symposium of Social Psychology				13th Sydney Symposium of Social Psychology	MAR 15-18, 2010	Univ New S Wales, Sydney, AUSTRALIA	Australian Res Council	Univ New S Wales								Maddux, William/0000-0003-4218-5747														978-1-136-63613-4; 978-1-84872-932-2				2011							103	118									WOS:000345222800007						
J	Peng, W; Lee, M; Heeter, C				Peng, Wei; Lee, Mira; Heeter, Carrie			The Effects of a Serious Game on Role-Taking and Willingness to Help	JOURNAL OF COMMUNICATION																	Peng, Wei/0000-0003-1576-4532												0021-9916	1460-2466				DEC	2010	60	4					723	U356		10.1111/j.1460-2466.2010.01511.x							WOS:000283988400015						
J	Gino, F; Pierce, L				Gino, Francesca; Pierce, Lamar			Robin Hood Under the Hood: Wealth-Based Discrimination in Illicit Customer Help	ORGANIZATION SCIENCE																	Pierce, Lamar/0000-0003-0452-1391												1047-7039					NOV-DEC	2010	21	6					1176	1194		10.1287/orsc.1090.0498							WOS:000284357100004						
B	Stocks, EL; Lishner, DA		Columbus, AM		Stocks, Eric L.; Lishner, David A.			THE EMPATHY-ALTRUISM HYPOTHESIS: A CRITICAL ANALYSIS OF CURRENT ALTERNATIVE EXPLANATIONS	ADVANCES IN PSYCHOLOGY RESEARCH, VOL 61	Advances in Psychology Research																														978-1-60741-551-0				2010	61						113	140									WOS:000278514600009						
B	Lishner, DA; Stocks, EL		Columbus, AM		Lishner, David A.; Stocks, E. L.			POTENTIAL METHODOLOGICAL PITFALLS OF GALILEAN AND VARIANCE-ACCOUNTED-FOR APPROACHES TO THE STUDY OF HUMAN ALTRUISM	ADVANCES IN PSYCHOLOGY RESEARCH, VOL 66	Advances in Psychology Research																														978-1-60876-176-0				2010	66						253	270									WOS:000276106300009						
J	Ramasamy, B; Yeung, MCH; Au, AKM				Ramasamy, Bala; Yeung, Matthew C. H.; Au, Alan K. M.			Consumer Support for Corporate Social Responsibility (CSR): The Role of Religion and Values	JOURNAL OF BUSINESS ETHICS																													0167-4544	1573-0697					2010	91			1			61	72		10.1007/s10551-010-0568-0							WOS:000283764500006						
J	Oceja, L; Lopez-Perez, B; Ambrona, T; Fernandez, I				Oceja, Luis; Lopez-Perez, Belen; Ambrona, Tamara; Fernandez, Irene			Measuring general dispositions to feeling empathy and distress	PSICOTHEMA																Lopez-Perez, Belen/Z-4895-2019; Oceja, Luis/B-5599-2011; Ambrona, Tamara Benito/AAB-5037-2019	Lopez-Perez, Belen/0000-0002-8517-2236; Oceja, Luis/0000-0001-5330-3687; Ambrona, Tamara Benito/0000-0003-1940-7639												0214-9915	1886-144X				MAY	2009	21	2					171	176									WOS:000265212300001	19403067					
B	Carlo, G; Pytlikzillig, LM; Roesch, SC; Dienstbier, RA		Narvaez, D; Lapsley, DK		Carlo, Gustavo; Pytlikzillig, Lisa M.; Roesch, Scott C.; Dienstbier, Richard A.			The Elusive Altruist: The Psychological Study of the Altruistic Personality	PERSONALITY, IDENTITY, AND CHARACTER: EXPLORATIONS IN MORAL PSYCHOLOGY																Carlo, Gustavo/AAN-6177-2020	Carlo, Gustavo/0000-0002-4967-241X; PytlikZillig, Lisa/0000-0002-0962-8502														978-0-521-71927-8; 978-0-521-89507-1				2009							271	294		10.1017/CBO9780511627125.013	10.1017/CBO9780511627125						WOS:000308085600013						
J	De Paul, J; Guibert, M				De Paul, Joaquin; Guibert, Maria			Empathy and child neglect: A theoretical model	CHILD ABUSE & NEGLECT																DE PAUL, JOAQUIN/AAM-6088-2020; De Paul, Joaquin/C-7749-2011	De Paul, Joaquin/0000-0003-1400-9818												0145-2134	1873-7757				NOV	2008	32	11					1063	1071		10.1016/j.chiabu.2008.03.003							WOS:000261755600007	19013642					
J	Gebauer, JE; Riketta, M; Broemer, P; Maio, GR				Gebauer, Jochen E.; Riketta, Michael; Broemer, Philip; Maio, Gregory R.			Pleasure and pressure based prosocial motivation: Divergent relations to subjective well-being	JOURNAL OF RESEARCH IN PERSONALITY																Maio, Gregory R/D-1632-2009	Maio, Gregory R/0000-0001-5408-5829												0092-6566	1095-7251				APR	2008	42	2					399	420		10.1016/j.jrp.2007.07.002							WOS:000255843600008						
J	Prashanth, AK				Prashanth, A. K.			Basis of altruism and cooperation: Plausibility and possibilities	AMERICAN JOURNAL OF BIOETHICS																													1526-5161						2008	8	5					33	35		10.1080/15265160802180109							WOS:000257790700013	18642198					
J	Anastassiou-Hadjicharalambous, X; Warden, D				Anastassiou-Hadjicharalambous, Xenia; Warden, David			Convergence between physiological, facial and verbal self-report measures of affective empathy in children	INFANT AND CHILD DEVELOPMENT																	Xenia, Anastassiou Hadjicharambous/0000-0002-3993-8229												1522-7219					MAY-JUN	2007	16	3					237	254		10.1002/icd.464							WOS:000247837400002						
J	Gutieerrez, JLG; Puente, CP; Rodriguez, RM; Loopez, AL; Furlong, LV				Gonzalez Gutierrez, Jose Luis; Penacoba Puente, Cecilia; Moreno Rodriguez, Ricardo; Lopez Lopez, Almudena; Velasco Furlong, Lilian			Nursing Motives for Helping Scale (N-MHS): Reliability and validity	SPANISH JOURNAL OF PSYCHOLOGY																Moreno-Rodriguez, Ricardo/U-2107-2018	Moreno-Rodriguez, Ricardo/0000-0003-2593-4101												1138-7416	1988-2904				MAY	2006	9	1					103	112		10.1017/S1138741600006028							WOS:000237843900013	16673628					
J	Kanekar, S; Merchant, SM				Kanekar, S; Merchant, SM			Helping norms in relation to religious affiliation	JOURNAL OF SOCIAL PSYCHOLOGY																													0022-4545	1940-1183				OCT	2001	141	5					617	626		10.1080/00224540109600575							WOS:000172300400004	11758039					
J	Schieman, S; Van Gundy, K				Schieman, S; Van Gundy, K			The personal and social links between age and self-reported empathy	SOCIAL PSYCHOLOGY QUARTERLY																													0190-2725					JUN	2000	63	2					152	174		10.2307/2695889							WOS:000088322800004						
J	Gant, JR; Calsyn, RJ; Winter, J				Gant, JR; Calsyn, RJ; Winter, J			Predicting agreement between providers and recipients of social support	JOURNAL OF SOCIAL BEHAVIOR AND PERSONALITY																													0886-1641					DEC	1999	14	4					523	546									WOS:000089593800006						
J	Carlo, G; Allen, JB; Buhman, DC				Carlo, G; Allen, JB; Buhman, DC			Facilitating and disinhibiting prosocial behaviors: The nonlinear interaction of trait perspective taking and trait personal distress on volunteering	BASIC AND APPLIED SOCIAL PSYCHOLOGY					7th Annual Meeting of the American-Psychological-Society	JUN 30, 1995	NEW YORK, NY	Amer Psychol Soc								Carlo, Gustavo/AAN-6177-2020	Carlo, Gustavo/0000-0002-4967-241X												0197-3533	1532-4834				SEP	1999	21	3					189	197		10.1207/S15324834BASP2103_3							WOS:000083153100003						
J	Molero, C; Candela, C; Cortes, MT				Molero, C; Candela, C; Cortes, MT			Prosocial behavior: A comprehensive view	REVISTA LATINOAMERICANA DE PSICOLOGIA																Cortes-Tomas, Maria-Teresa/K-7398-2014; , maite/ABA-5552-2020													0120-0534						1999	31	2					325	353									WOS:000171721700007						
J	Grant, C				Grant, C			Altruism: A social science chameleon	ZYGON																													0591-2385	1467-9744				SEP	1997	32	3					321	340		10.1111/0591-2385.00094							WOS:A1997XV05300003						
J	LitvackMiller, W; McDougall, D; Romney, DM				LitvackMiller, W; McDougall, D; Romney, DM			The structure of empathy during middle childhood and its relationship to prosocial behavior	GENETIC SOCIAL AND GENERAL PSYCHOLOGY MONOGRAPHS																													8756-7547					AUG	1997	123	3					303	324									WOS:A1997XP84600003	9259121					
J	McCullough, ME; Worthington, EL; Rachal, KC				McCullough, ME; Worthington, EL; Rachal, KC			Interpersonal forgiving in close relationships	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514	1939-1315				AUG	1997	73	2					321	336		10.1037/0022-3514.73.2.321							WOS:A1997XM66500008	9248052					
J	Olsen-Fulero, L; Fulero, SM				Olsen-Fulero, L; Fulero, SM			Commonsense rape judgments - A empathy-complexity theory of rape juror story making	PSYCHOLOGY PUBLIC POLICY AND LAW																													1076-8971					JUN-SEP	1997	3	2-3					402	427									WOS:000071878700009						
J	MCBANE, DA				MCBANE, DA			EMPATHY AND THE SALESPERSON - A MULTIDIMENSIONAL PERSPECTIVE	PSYCHOLOGY & MARKETING																													0742-6046					JUL	1995	12	4					349	370		10.1002/mar.4220120409							WOS:A1995RE92100007						
J	OMOTO, AM; SNYDER, M				OMOTO, AM; SNYDER, M			SUSTAINED HELPING WITHOUT OBLIGATION - MOTIVATION, LONGEVITY OF SERVICE, AND PERCEIVED ATTITUDE-CHANGE AMONG AIDS VOLUNTEERS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					APR	1995	68	4					671	686		10.1037/0022-3514.68.4.671							WOS:A1995QR25200013	7738770					
J	BATSON, CD; TURK, CL; SHAW, LL; KLEIN, TR				BATSON, CD; TURK, CL; SHAW, LL; KLEIN, TR			INFORMATION FUNCTION OF EMPATHIC EMOTION - LEARNING THAT WE VALUE THE OTHERS WELFARE	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514	1939-1315				FEB	1995	68	2					300	313		10.1037/0022-3514.68.2.300							WOS:A1995QF56200009						
J	TAMBORINI, R; SALOMONSON, K; BAHK, C				TAMBORINI, R; SALOMONSON, K; BAHK, C			THE RELATIONSHIP OF EMPATHY TO COMFORTING BEHAVIOR FOLLOWING FILM EXPOSURE	COMMUNICATION RESEARCH																Bahk, Chandler M./AAV-2592-2020													0093-6502					OCT	1993	20	5					723	738		10.1177/009365093020005005							WOS:A1993LW49600005						
J	BORKENAU, P				BORKENAU, P			DO ALTRUISTIC MOTIVATIONS EXIST	PSYCHOLOGISCHE RUNDSCHAU																													0033-3042	2190-6238				OCT	1991	42	4					195	205									WOS:A1991GJ02400003						
J	UNGER, LS				UNGER, LS			ALTRUISM AS A MOTIVATION TO VOLUNTEER	JOURNAL OF ECONOMIC PSYCHOLOGY																													0167-4870	1872-7719				MAR	1991	12	1					71	100		10.1016/0167-4870(91)90044-T							WOS:A1991FV97200006						
J	OTTEN, CA; PENNER, LA; ALTABE, MN				OTTEN, CA; PENNER, LA; ALTABE, MN			AN EXAMINATION OF THERAPISTS AND COLLEGE-STUDENTS WILLINGNESS TO HELP A PSYCHOLOGICALLY DISTRESSED PERSON	JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY																													0736-7236					SPR	1991	10	1					102	120		10.1521/jscp.1991.10.1.102							WOS:A1991FM30900008						
J	LYONS, P; ZINGLE, H				LYONS, P; ZINGLE, H			THE RELATIONSHIP BETWEEN RELIGIOUS ORIENTATION AND EMPATHY IN PASTORAL COUNSELORS	JOURNAL OF PSYCHOLOGY AND THEOLOGY																													0091-6471					WIN	1990	18	4					375	380									WOS:A1990ER69500007						
J	HOUSTON, DA				HOUSTON, DA			EMPATHY AND THE SELF - COGNITIVE AND EMOTIONAL INFLUENCES ON THE EVALUATION OF NEGATIVE AFFECT IN OTHERS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					NOV	1990	59	5					859	868									WOS:A1990EH76200002						
J	GALLOP, R; LANCEE, WJ; GARFINKEL, PE				GALLOP, R; LANCEE, WJ; GARFINKEL, PE			THE EMPATHIC PROCESS AND ITS MEDIATORS - A HEURISTIC MODEL	JOURNAL OF NERVOUS AND MENTAL DISEASE																													0022-3018					OCT	1990	178	10					649	654		10.1097/00005053-199010000-00006							WOS:A1990EF92500006	2230750					
J	MATSUZAKI, M; HAMAZAKI, T				MATSUZAKI, M; HAMAZAKI, T			TRENDS IN STUDIES OF PROSOCIAL BEHAVIOR	JAPANESE JOURNAL OF PSYCHOLOGY																													0021-5236					AUG	1990	61	3					193	210		10.4992/jjpsy.61.193							WOS:A1990DY28700008	2259051					
J	KANEKAR, S; MIRANDA, JP				KANEKAR, S; MIRANDA, JP			PERCEPTION OF DIRECT VERSUS INDIRECT HELPING-BEHAVIOR IN A HYPOTHETICAL CRIMINAL EMERGENCY	IRISH JOURNAL OF PSYCHOLOGY																													0303-3910						1990	11	3					221	237		10.1080/03033910.1990.10557804							WOS:A1990FD34000001						
J	SQUIER, RW				SQUIER, RW			A MODEL OF EMPATHIC UNDERSTANDING AND ADHERENCE TO TREATMENT REGIMENS IN PRACTITIONER PATIENT RELATIONSHIPS	SOCIAL SCIENCE & MEDICINE																													0277-9536						1990	30	3					325	339		10.1016/0277-9536(90)90188-X							WOS:A1990CL95200008	2408150					
J	RIGBY, P; OGRADY, P				RIGBY, P; OGRADY, P			AGAPE AND ALTRUISM, DEBATES IN THEOLOGY AND SOCIAL-PSYCHOLOGY	JOURNAL OF THE AMERICAN ACADEMY OF RELIGION																													0002-7189					WIN	1989	57	4					719	737									WOS:A1989DN24800002						
J	EISENBERG, N; FABES, RA; MILLER, PA; FULTZ, J; SHELL, R; MATHY, RM; RENO, RR				EISENBERG, N; FABES, RA; MILLER, PA; FULTZ, J; SHELL, R; MATHY, RM; RENO, RR			RELATION OF SYMPATHY AND PERSONAL DISTRESS TO PRO-SOCIAL BEHAVIOR - A MULTIMETHOD STUDY	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514	1939-1315				JUL	1989	57	1					55	66		10.1037/0022-3514.57.1.55							WOS:A1989AC43800005	2754604					
J	MOKRUSCH, T; SCHULER, M; HARMS, D				MOKRUSCH, T; SCHULER, M; HARMS, D			EARLY FORMS OF COMPASSION	ZEITSCHRIFT FUR KINDER-UND JUGENDPSYCHIATRIE UND PSYCHOTHERAPIE																													1422-4917	1664-2880				JUN	1989	17	2					79	84									WOS:A1989AB00100005	2756793					
J	MCCLINTOCK, CG; ALLISON, ST				MCCLINTOCK, CG; ALLISON, ST			SOCIAL VALUE ORIENTATION AND HELPING-BEHAVIOR	JOURNAL OF APPLIED SOCIAL PSYCHOLOGY																													0021-9029					MAR	1989	19	4	2				353	362		10.1111/j.1559-1816.1989.tb00060.x							WOS:A1989T887500006						
J	EISENBERG, N; MILLER, PA; SCHALLER, M; FABES, RA; FULTZ, J; SHELL, R; SHEA, CL				EISENBERG, N; MILLER, PA; SCHALLER, M; FABES, RA; FULTZ, J; SHELL, R; SHEA, CL			THE ROLE OF SYMPATHY AND ALTRUISTIC PERSONALITY-TRAITS IN HELPING - A REEXAMINATION	JOURNAL OF PERSONALITY																													0022-3506					MAR	1989	57	1					41	67		10.1111/j.1467-6494.1989.tb00760.x							WOS:A1989T750100003	2709301					
J	THAKKAR, BM; KANEKAR, S				THAKKAR, BM; KANEKAR, S			DISPOSITIONAL EMPATHY AND CAUSAL ATTRIBUTION AS DETERMINANTS OF ESTIMATED WILLINGNESS TO HELP	IRISH JOURNAL OF PSYCHOLOGY																													0303-3910						1989	10	3					381	387		10.1080/03033910.1989.10557755							WOS:A1989CD13100003						
J	RIGGIO, RE; TUCKER, J; COFFARO, D				RIGGIO, RE; TUCKER, J; COFFARO, D			SOCIAL SKILLS AND EMPATHY	PERSONALITY AND INDIVIDUAL DIFFERENCES																Riggio, Ronald/AAD-5537-2019	Riggio, Ronald/0000-0002-2195-3818												0191-8869						1989	10	1					93	99		10.1016/0191-8869(89)90184-0							WOS:A1989R438300016						
J	MEHRABIAN, A; YOUNG, AL; SATO, S				MEHRABIAN, A; YOUNG, AL; SATO, S			EMOTIONAL EMPATHY AND ASSOCIATED INDIVIDUAL-DIFFERENCES	CURRENT PSYCHOLOGY-RESEARCH & REVIEWS																													0737-8262					FAL	1988	7	3					221	240		10.1007/BF02686670							WOS:A1988T154600004						
J	BATSON, CD; DYCK, JL; BRANDT, JR; BATSON, JG; POWELL, AL; MCMASTER, MR; GRIFFITT, C				BATSON, CD; DYCK, JL; BRANDT, JR; BATSON, JG; POWELL, AL; MCMASTER, MR; GRIFFITT, C			5 STUDIES TESTING 2 NEW EGOISTIC ALTERNATIVES TO THE EMPATHY ALTRUISM HYPOTHESIS	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514	1939-1315				JUL	1988	55	1					52	77		10.1037/0022-3514.55.1.52							WOS:A1988P036100006	3418490					
J	STIFF, JB; DILLARD, JP; SOMERA, L; KIM, H; SLEIGHT, C				STIFF, JB; DILLARD, JP; SOMERA, L; KIM, H; SLEIGHT, C			EMPATHY, COMMUNICATION, AND PRO-SOCIAL BEHAVIOR	COMMUNICATION MONOGRAPHS																Girault, Johann/B-2430-2012	Dillard, James/0000-0001-8109-1562												0363-7751					JUN	1988	55	2					198	213		10.1080/03637758809376166							WOS:A1988P169200005						
J	EISENBERG, N; MCCREATH, H; AHN, R				EISENBERG, N; MCCREATH, H; AHN, R			VICARIOUS EMOTIONAL RESPONSIVENESS AND PRO-SOCIAL BEHAVIOR - THEIR INTERRELATIONS IN YOUNG-CHILDREN	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN																													0146-1672					JUN	1988	14	2					298	311		10.1177/0146167288142008							WOS:A1988P589600008	30045480					
J	MILLER, RS				MILLER, RS			EMPATHIC EMBARRASSMENT - SITUATIONAL AND PERSONAL DETERMINANTS OF REACTIONS TO THE EMBARRASSMENT OF ANOTHER	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					DEC	1987	53	6					1061	1069		10.1037/0022-3514.53.6.1061							WOS:A1987L098800008						
J	ROSEN, S; MICKLER, SE; COLLINS, JE				ROSEN, S; MICKLER, SE; COLLINS, JE			REACTIONS OF WOULD-BE HELPERS WHOSE OFFER OF HELP IS SPURNED	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514					AUG	1987	53	2					288	297		10.1037/0022-3514.53.2.288							WOS:A1987J614200007	3625468					
