PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Blanke, ES; Rauers, A; Riediger, M				Blanke, Elisabeth S.; Rauers, Antje; Riediger, Michaela			Does Being Empathic Pay Off?-Associations Between Performance-Based Measures of Empathy and Social Adjustment in Younger and Older Women	EMOTION																Blanke, Elisabeth S./AAA-2753-2020	Riediger, Michaela/0000-0001-5206-3626; Blanke, Elisabeth S/0000-0003-4662-1366												1528-3542	1931-1516				AUG	2016	16	5					671	683		10.1037/emo0000166							WOS:000383099500011	26914335					
J	Diazgranados, S; Selman, RL; Dionne, M				Diazgranados, Silvia; Selman, Robert L.; Dionne, Michelle			Acts of Social Perspective Taking: A Functional Construct and the Validation of a Performance Measure for Early Adolescents	SOCIAL DEVELOPMENT																													0961-205X	1467-9507				AUG	2016	25	3					572	601		10.1111/sode.12157							WOS:000379947500007						
J	Winczewski, LA; Bowen, JD; Collins, NL				Winczewski, Lauren A.; Bowen, Jeffrey D.; Collins, Nancy L.			Is Empathic Accuracy Enough to Facilitate Responsive Behavior in Dyadic Interaction? Distinguishing Ability From Motivation	PSYCHOLOGICAL SCIENCE																Bowen, Jeff/V-6104-2019	Bowen, Jeff/0000-0002-9151-5469												0956-7976	1467-9280				MAR	2016	27	3					394	404		10.1177/0956797615624491							WOS:000372522800010	26847609					
J	Howland, M				Howland, Maryhope			Reading Minds and Being Invisible: The Role of Empathic Accuracy in Invisible Support Provision	SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE																													1948-5506	1948-5514				MAR	2016	7	2					149	156		10.1177/1948550615606195							WOS:000370365000007						
J	Verhofstadt, L; Devoldre, I; Buysse, A; Stevens, M; Hinnekens, C; Ickes, W; Davis, M				Verhofstadt, Lesley; Devoldre, Inge; Buysse, Ann; Stevens, Michael; Hinnekens, Celine; Ickes, William; Davis, Mark			The Role of Cognitive and Affective Empathy in Spouses' Support Interactions: An Observational Study	PLOS ONE																													1932-6203					FEB 24	2016	11	2							e0149944	10.1371/journal.pone.0149944							WOS:000371164700055	26910769					
J	Hinnekens, C; Lemmens, G; Vanhee, G; Verhofstadt, L				Hinnekens, Celine; Lemmens, Gilbert; Vanhee, Gaelle; Verhofstadt, Lesley			A Pronoun Analysis of Couples' Support Transactions	FRONTIERS IN PSYCHOLOGY																													1664-1078					FEB 2	2016	7								77	10.3389/fpsyg.2016.00077							WOS:000369098100001	26869976					
J	Tully, EC; Ames, AM; Garcia, SE; Donohue, MR				Tully, Erin C.; Ames, Alyssa M.; Garcia, Sarah E.; Donohue, Meghan Rose			Quadratic Associations Between Empathy and Depression as Moderated by Emotion Dysregulation	JOURNAL OF PSYCHOLOGY																Tully, Erin/L-3980-2016													0022-3980	1940-1019				JAN 2	2016	150	1					15	35		10.1080/00223980.2014.992382							WOS:000365576800002	25565484					
J	Hogenelst, K; Schoevers, RA; Kema, IP; Sweep, FCGJ; aan het Rot, M				Hogenelst, Koen; Schoevers, Robert A.; Kema, Ido P.; Sweep, Fred C. G. J.; aan het Rot, Marije			Empathic accuracy and oxytocin after tryptophan depletion in adults at risk for depression	PSYCHOPHARMACOLOGY																Rot, Marije aan het/H-8708-2019; Sweep, C.G.J./H-8096-2014	Rot, Marije aan het/0000-0001-6761-7513; Sweep, C.G.J./0000-0003-1103-3070												0033-3158	1432-2072				JAN	2016	233	1					111	120		10.1007/s00213-015-4093-9							WOS:000367920400010	26462806					
B	Arimoto, Y; Okanoya, K		Calzolari, N; Choukri, K; Declerck, T; Goggi, S; Grobelnik, M; Maegaard, B; Mariani, J; Mazo, H; Moreno, A; Odijk, J; Piperidis, S		Arimoto, Yoshiko; Okanoya, Kazuo			Comparison of Emotional Understanding in Modality-Controlled Environments using Multimodal Online Emotional Communication Corpus	LREC 2016 - TENTH INTERNATIONAL CONFERENCE ON LANGUAGE RESOURCES AND EVALUATION					10th International Conference on Language Resources and Evaluation (LREC)	MAY 23-28, 2016	Portoroz, SLOVENIA	European Language Resources Assoc, Evaluat & Language Resources Distribut Agcy, Ist Linguistica Computazionale, European Media Lab GmbH, Intel																							978-2-9517408-9-1				2016							2162	2167									WOS:000526952502062						
J	Gadassi, R; Rafaeli, E				Gadassi, Reuma; Rafaeli, Eshkol			Interpersonal perception as a mediator of the depression-interpersonal difficulties link: A review	PERSONALITY AND INDIVIDUAL DIFFERENCES																	Rafaeli, Eshkol/0000-0002-1226-9678												0191-8869					DEC	2015	87						1	7		10.1016/j.paid.2015.07.023							WOS:000361849300001						
J	Delvaux, E; Meeussen, L; Mesquita, B				Delvaux, Ellen; Meeussen, Loes; Mesquita, Batja			Feel like you belong: on the bidirectional link between emotional fit and group identification in task groups	FRONTIERS IN PSYCHOLOGY																Meeussen, Loes/Q-4639-2018	Meeussen, Loes/0000-0003-4340-4788; Mesquita, Batja/0000-0001-8065-1089												1664-1078					AUG 4	2015	6								1106	10.3389/fpsyg.2015.01106							WOS:000359793100002	26300806					
J	Weisman, JS; Rodebaugh, TL; Lim, MH; Fernandez, KC				Weisman, Jaclyn S.; Rodebaugh, Thomas L.; Lim, Michelle H.; Fernandez, Katya C.			Predicting short-term positive affect in individuals with social anxiety disorder: The role of selected personality traits and emotion regulation strategies	JOURNAL OF ANXIETY DISORDERS																Rodebaugh, Thomas/A-6475-2008	Rodebaugh, Thomas/0000-0001-6814-7795												0887-6185	1873-7897				AUG	2015	34						53	62		10.1016/j.janxdis.2015.05.012							WOS:000359956400007	26119140					
J	Kordahji, H; Bar-Kalifa, E; Rafaeli, E				Kordahji, Hadil; Bar-Kalifa, Eran; Rafaeli, Eshkol			Attachment insecurity as a moderator of cardiovascular arousal effects following dyadic support	JOURNAL OF RESEARCH IN PERSONALITY																	Rafaeli, Eshkol/0000-0002-1226-9678; Bar-Kalifa, Eran/0000-0003-3579-3015												0092-6566	1095-7251				AUG	2015	57						89	99		10.1016/j.jrp.2015.04.004							WOS:000358466000010						
J	Xiao, B; Georgiou, P; Baucom, B; Narayanan, SS				Xiao, Bo; Georgiou, Panayiotis; Baucom, Brian; Narayanan, Shrikanth S.			Head Motion Modeling for Human Behavior Analysis in Dyadic Interaction	IEEE TRANSACTIONS ON MULTIMEDIA																Georgiou, Panayiotis Panos/E-8387-2018; Narayanan, Shrikanth S/D-5676-2012	Georgiou, Panayiotis Panos/0000-0002-0790-7161; 												1520-9210	1941-0077				JUL	2015	17	7					1107	1119		10.1109/TMM.2015.2432671							WOS:000356522300016	26557047					
J	Sherman, GD; Lerner, JS; Renshon, J; Ma-Kellams, C; Joel, S				Sherman, Gary D.; Lerner, Jennifer S.; Renshon, Jonathan; Ma-Kellams, Christine; Joel, Samantha			Perceiving Others' Feelings: The Importance of Personality and Social Structure	SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE																	Sherman, Gary/0000-0001-5293-935X												1948-5506	1948-5514				JUL	2015	6	5					559	569		10.1177/1948550614567358							WOS:000355692600011						
J	Luginbuehl, T; Schoebi, D				Luginbuehl, Tamara; Schoebi, Dominik			USING INTENSIVE REPEATED MEASURES DESIGNS TO STUDY FAMILY PROCESSES: EMOTIONAL INERTIA AND INTERPERSONAL EMOTION PERCEPTION IN DAILY LIFE	TPM-TESTING PSYCHOMETRICS METHODOLOGY IN APPLIED PSYCHOLOGY																													1972-6325					JUN	2015	22	2			S		219	234		10.4473/TPM22.2.4							WOS:000422466300004						
J	Feeney, BC; Collins, NL				Feeney, Brooke C.; Collins, Nancy L.			A New Look at Social Support: A Theoretical Perspective on Thriving Through Relationships	PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW																													1088-8683	1532-7957				MAY	2015	19	2					113	147		10.1177/1088868314544222							WOS:000352534100003	25125368					
J	Blanke, ES; Rauers, A; Riediger, M				Blanke, Elisabeth S.; Rauers, Antje; Riediger, Michaela			Nice to Meet You-Adult Age Differences in Empathic Accuracy for Strangers	PSYCHOLOGY AND AGING																Blanke, Elisabeth S./AAA-2753-2020	Blanke, Elisabeth S/0000-0003-4662-1366; Riediger, Michaela/0000-0001-5206-3626												0882-7974	1939-1498				MAR	2015	30	1					149	159		10.1037/a0038459							WOS:000351398400014	25436599					
J	Holoien, DS; Bergsieker, HB; Shelton, JN; Alegre, JM				Holoien, Deborah Son; Bergsieker, Hilary B.; Shelton, J. Nicole; Alegre, Jan Marie			Do You Really Understand? Achieving Accuracy in Interracial Relationships	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																Bergsieker, Hilary B/K-5236-2012	Bergsieker, Hilary B/0000-0002-7172-3295												0022-3514	1939-1315				JAN	2015	108	1					76	92		10.1037/pspi0000003							WOS:000348048200006	25365038					
J	Arimoto, Y; Okanoya, K				Arimoto, Yoshiko; Okanoya, Kazuo			Mutual emotional understanding in a face-to-face communication environment: How speakers understand and react to listeners' emotion in a game task dialog	ACOUSTICAL SCIENCE AND TECHNOLOGY																													1346-3969	1347-5177					2015	36	4					370	373		10.1250/ast.36.370							WOS:000422627200017						
J	Tone, EB; Tully, EC				Tone, Erin B.; Tully, Erin C.			Empathy as a "risky strength": A multilevel examination of empathy and risk for internalizing disorders	DEVELOPMENT AND PSYCHOPATHOLOGY																Tully, Erin/L-3980-2016	Tone, Erin/0000-0003-4021-1673												0954-5794	1469-2198				NOV	2014	26	4	2		SI		1547	1565		10.1017/S0954579414001199							WOS:000345576500025	25422978					
J	Kafetsios, K; Andriopoulos, P; Papachiou, A				Kafetsios, Konstantinos; Andriopoulos, Panoraia; Papachiou, Aspasia			Relationship status moderates avoidant attachment differences in positive emotion decoding accuracy	PERSONAL RELATIONSHIPS																Kafetsios, Konstantinos/F-1559-2011	Kafetsios, Konstantinos/0000-0001-5933-4409; Andriopoulou, Panoraia/0000-0002-5745-6741												1350-4126	1475-6811				JUN	2014	21	2					191	205		10.1111/pere.12026							WOS:000337594900001						
J	Lee, CC; Katsamanis, A; Black, MP; Baucom, BR; Christensen, A; Georgiou, PG; Narayanan, SS				Lee, Chi-Chun; Katsamanis, Athanasios; Black, Matthew P.; Baucom, Brian R.; Christensen, Andrew; Georgiou, Panayiotis G.; Narayanan, Shrikanth S.			Computing vocal entrainment: A signal-derived PCA-based quantification scheme with application to affect analysis in married couple interactions	COMPUTER SPEECH AND LANGUAGE																Georgiou, Panayiotis Panos/E-8387-2018; Narayanan, Shrikanth S/D-5676-2012; Katsamanis, Nassos/AAK-8217-2020	Georgiou, Panayiotis Panos/0000-0002-0790-7161; 												0885-2308	1095-8363				MAR	2014	28	2			SI		518	539		10.1016/j.csl.2012.06.006							WOS:000329415400011						
B	Lee, CC				Lee, CC			Modeling Human Behaviors in Psychology Using Engineering Methods	MODELING HUMAN BEHAVIORS IN PSYCHOLOGY USING ENGINEERING METHODS	River Publishers Series in Information Science and Technology																														978-87-93102-61-3; 978-87-93102-60-6				2014							1	121									WOS:000353593400009						
J	Imel, ZE; Barco, JS; Brown, HJ; Baucom, BR; Baer, JS; Kircher, JC; Atkins, DC				Imel, Zac E.; Barco, Jacqueline S.; Brown, Halley J.; Baucom, Brian R.; Baer, John S.; Kircher, John C.; Atkins, David C.			The Association of Therapist Empathy and Synchrony in Vocally Encoded Arousal	JOURNAL OF COUNSELING PSYCHOLOGY																Imel, Zac E./AAH-9491-2019	Imel, Zac E./0000-0001-9645-7184; Atkins, David/0000-0002-5781-9880												0022-0167	1939-2168				JAN	2014	61	1					146	153		10.1037/a0034943							WOS:000341175100013	24274679					
J	Girme, YU; Overall, NC; Simpson, JA				Girme, Yuthika U.; Overall, Nickola C.; Simpson, Jeffry A.			When Visibility Matters: Short-Term Versus Long-Term Costs and Benefits of Visible and Invisible Support	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN																Overall, Nickola/P-4097-2019	Overall, Nickola/0000-0002-9703-4383; Simpson, Jeff/0000-0003-1899-2493												0146-1672	1552-7433				NOV	2013	39	11					1441	1454		10.1177/0146167213497802							WOS:000325658200005	23885036					
J	Seiffge-Krenke, I; Burk, WJ				Seiffge-Krenke, Inge; Burk, William J.			Friends or lovers? Person- and variable-oriented perspectives on dyadic similarity in adolescent romantic relationships	JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS																													0265-4075	1460-3608				SEP	2013	30	6					711	733		10.1177/0265407512467562							WOS:000323328200003						
J	Schreiter, S; Pijnenborg, GHM; aan het Rot, M				Schreiter, S.; Pijnenborg, G. H. M.; aan het Rot, Marije			Empathy in adults with clinical or subclinical depressive symptoms	JOURNAL OF AFFECTIVE DISORDERS																													0165-0327	1573-2517				AUG 15	2013	150	1					1	16		10.1016/j.jad.2013.03.009							WOS:000322762600001	23668900					
J	Verhofstadt, LLL; Lemmens, GMD; Buysse, A				Verhofstadt, Lesley L. L.; Lemmens, Gilbert M. D.; Buysse, Ann			Support-seeking, support-provision and support-perception in distressed married couples: a multi-method analysis	JOURNAL OF FAMILY THERAPY																													0163-4445					AUG	2013	35	3			SI		320	339		10.1111/1467-6427.12001							WOS:000321820600006						
J	Sassenrath, C; Sassenberg, K; Semin, GR				Sassenrath, Claudia; Sassenberg, Kai; Semin, Gun R.			Cool, but understanding...Experiencing cooler temperatures promotes perspective-taking performance	ACTA PSYCHOLOGICA																Sassenberg, Kai/D-3048-2011; Semin, Gun/J-4046-2013	Sassenberg, Kai/0000-0001-6579-8250; Semin, Gun/0000-0002-5304-5566												0001-6918	1873-6297				JUN	2013	143	2					245	251		10.1016/j.actpsy.2013.03.011							WOS:000320895700011	23644580					
