PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	HATCHER, SL; NADEAU, MS; WALSH, LK; REYNOLDS, M; GALEA, J; MARZ, K								THE TEACHING OF EMPATHY FOR HIGH-SCHOOL AND COLLEGE-STUDENTS - TESTING ROGERIAN METHODS WITH THE INTERPERSONAL REACTIVITY INDEX								ADOLESCENCE				29	116			961	974						WIN 1994	1994																			0001-8449			WOS:A1994PY84800019	7892806	
J	HERBEK, TA; YAMMARINO, FJ								EMPATHY TRAINING FOR HOSPITAL STAFF NURSES								GROUP & ORGANIZATION STUDIES				15	3			279	295		10.1177/105960119001500304				SEP 1990	1990																			0364-1082			WOS:A1990DW35200003		
J	Hodson, Gordon; Choma, Becky L.; Costello, Kimberly					Hodson, Gordon/0000-0001-9699-9098			Experiencing Alien-Nation: Effects of a simulation intervention on attitudes toward homosexuals								JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY				45	4			974	978		10.1016/j.jesp.2009.02.010				JUL 2009	2009																			0022-1031	1096-0465		WOS:000269278800049		
J	HOGAN, R								DEVELOPMENT OF AN EMPATHY SCALE								JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY				33	3			307	&		10.1037/h0027580				1969	1969																			0022-006X			WOS:A1969D534900013	4389335	
J	Jagers, Robert J.; Morgan-Lopez, Antonio A.; Howard, Terry-Lee; Browne, Dorothy C.; Flay, Brian R.; Coinvestigators, Aban Aya				Flay, Brian/A-8517-2008	Flay, Brian/0000-0002-5209-2766			Mediators of the development and prevention of violent behavior								PREVENTION SCIENCE				8	3			171	179		10.1007/s11121-007-0067-4				SEP 2007	2007																			1389-4986	1573-6695		WOS:000249206400001	17558552	
J	Kimber, Birgitta; Sandell, Rolf; Bremberg, Sven								Social and emotional training in Swedish classrooms for the promotion of mental health: results from an effectiveness study in Sweden								HEALTH PROMOTION INTERNATIONAL				23	2			134	143		10.1093/heapro/dam046				JUN 2008	2008																			0957-4824	1460-2245		WOS:000256170700005	18211887	
J	KRUEGER, J; CLEMENT, RW								THE TRULY FALSE CONSENSUS EFFECT - AN INERADICABLE AND EGOCENTRIC BIAS IN SOCIAL-PERCEPTION								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				67	4			596	610		10.1037/0022-3514.67.4.596				OCT 1994	1994																			0022-3514			WOS:A1994PM01700004	7965607	
J	LEE, LA								RAPE PREVENTION - EXPERIENTIAL TRAINING FOR MEN								JOURNAL OF COUNSELING AND DEVELOPMENT				66	2			100	101		10.1002/j.1556-6676.1987.tb00809.x				OCT 1987	1987																			0748-9633			WOS:A1987K088400010		
J	Long, ECJ; Angera, JJ; Carter, SJ; Nakamoto, M; Kalso, M								Understanding the one you love: A longitudinal assessment of an empathy training program for couples in romantic relationships								FAMILY RELATIONS				48	3			235	242		10.2307/585632				JUL 1999	1999						Annual Meeting of the National-Council-on-Family-RelationsAnnual Meeting of the National-Council-on-Family-Relations	NOV, 1997NOV, 1997	Natl Council Family RelatNatl Council Family Relat	WASHINGTON, D.C.WASHINGTON, D.C.										0197-6664			WOS:000081753900002		
J	Malhotra, D; Liyanage, S								Long-term effects of peace workshops in protracted conflicts								JOURNAL OF CONFLICT RESOLUTION				49	6			908	924		10.1177/0022002705281153				DEC 2005	2005																			0022-0027	1552-8766		WOS:000233457500005		
J	McCullough, ME; Worthington, EL; Rachal, KC								Interpersonal forgiving in close relationships								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				73	2			321	336		10.1037/0022-3514.73.2.321				AUG 1997	1997																			0022-3514	1939-1315		WOS:A1997XM66500008	9248052	
J	MEHRABIAN, A; EPSTEIN, N								MEASURE OF EMOTIONAL EMPATHY								JOURNAL OF PERSONALITY				40	4			525	543		10.1111/j.1467-6494.1972.tb00078.x				1972	1972																			0022-3506	1467-6494		WOS:A1972O315600003	4642390	
J	Paluck, Elizabeth Levy								Reducing Intergroup Prejudice and Conflict Using the Media: A Field Experiment in Rwanda								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				96	3			574	587		10.1037/a0011989				MAR 2009	2009																			0022-3514	1939-1315		WOS:000263729700005	19254104	
J	Pinzone-Glover, HA; Gidycz, CA; Jacobs, CD								An acquaintance rape prevention program - Effects on attitudes toward women, rape-related attitudes, and perceptions of rape scenarios								PSYCHOLOGY OF WOMEN QUARTERLY				22	4			605	621		10.1111/j.1471-6402.1998.tb00180.x				DEC 1998	1998																			0361-6843			WOS:000077863700006		
J	Rau, Terri J.; Merrill, Lex L.; McWhorter, Stephanie K.; Stander, Valerie A.; Thomsen, Cynthia J.; Dyslin, Christopher W.; Crouch, Julie L.; Rabenhorst, Mandy M.; Milner, Joel S.								Evaluation of a Sexual Assault Education/Prevention Program for Male US Navy Personnel								MILITARY MEDICINE				175	6			429	434		10.7205/MILMED-D-09-00218				JUN 2010	2010																			0026-4075			WOS:000278485100011	20572476	
J	ROTER, DL; HALL, JA; KERN, DE; BARKER, LR; COLE, KA; ROCA, RP				Roter, Debra L/N-8830-2014				IMPROVING PHYSICIANS INTERVIEWING SKILLS AND REDUCING PATIENTS EMOTIONAL DISTRESS - A RANDOMIZED CLINICAL-TRIAL								ARCHIVES OF INTERNAL MEDICINE				155	17			1877	1884		10.1001/archinte.155.17.1877				SEP 25 1995	1995																			0003-9926			WOS:A1995RV80400007	7677554	
J	SANSONFISHER, RW; POOLE, AD								TRAINING MEDICAL-STUDENTS TO EMPATHIZE - EXPERIMENTAL-STUDY								MEDICAL JOURNAL OF AUSTRALIA				1	9			473	476		10.5694/j.1326-5377.1978.tb112562.x				1978	1978																			0025-729X	1326-5377		WOS:A1978EY96200004	672736	
J	Schewe, P A; O'Donohue, W								Sexual abuse prevention with high-risk males: the roles of victim empathy and rape myths.								Violence and victims				8	4			339	51						1993	1993																			0886-6708			MEDLINE:8060907	8060907	
J	Schewe, PA; ODonohue, W								Rape prevention with high-risk males: Short-term outcome of two interventions								ARCHIVES OF SEXUAL BEHAVIOR				25	5			455	471		10.1007/BF02437542				OCT 1996	1996																			0004-0002			WOS:A1996VL80700002	8899140	
J	Soble, Jason R.; Spanierman, Lisa B.; Liao, Hsin-Ya					Spanierman, Lisa/0000-0003-4878-9787			Effects of a Brief Video Intervention on White University Students' Racial Attitudes								JOURNAL OF COUNSELING PSYCHOLOGY				58	1			151	157		10.1037/a0021158				JAN 2011	2011																			0022-0167	1939-2168		WOS:000286551100014	21142353	
J	Staub, E; Pearlman, LA; Gubin, A; Hagengimana, A								Healing, reconciliation, forgiving and the prevention of violence after genocide or mass killing: An intervention and its experimental evaluation in Rwanda								JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY				24	3			297	334		10.1521/jscp.24.3.297.65617				MAY 2005	2005																			0736-7236			WOS:000229903400001		
J	UHLEMANN, MR; LEA, GW; STONE, GL								EFFECT OF INSTRUCTIONS AND MODELING ON TRAINEES LOW IN INTERPERSONAL-COMMUNICATION SKILLS								JOURNAL OF COUNSELING PSYCHOLOGY				23	6			509	513		10.1037/0022-0167.23.6.509				1976	1976																			0022-0167			WOS:A1976CJ31900003		
J	Wilkes, M; Milgrom, E; Hoffman, JR								Towards more empathic medical students: a medical student hospitalization experience								MEDICAL EDUCATION				36	6			528	533		10.1046/j.1365-2923.2002.01230.x				JUN 2002	2002																			0308-0110			WOS:000175907500009	12047666	
J	Wilt, D L; Evans, G W; Muenchen, R; Guegold, G								Teaching with entertainment films: an empathetic focus.								Journal of psychosocial nursing and mental health services				33	6			5	14						1995-Jun	1995																			0279-3695			MEDLINE:7666389	7666389	
J	WISPE, L								THE DISTINCTION BETWEEN SYMPATHY AND EMPATHY - TO CALL FORTH A CONCEPT, A WORD IS NEEDED								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				50	2			314	321		10.1037/0022-3514.50.2.314				FEB 1986	1986																			0022-3514	1939-1315		WOS:A1986C109000010		
