PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	GILBERT, DT; HIXON, JG								THE TROUBLE OF THINKING - ACTIVATION AND APPLICATION OF STEREOTYPIC BELIEFS								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				60	4			509	517		10.1037/0022-3514.60.4.509				APR 1991	1991																			0022-3514			WOS:A1991FE17100003		
J	GILBERT, DT; OSBORNE, RE								THINKING BACKWARD - SOME CURABLE AND INCURABLE CONSEQUENCES OF COGNITIVE BUSYNESS								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				57	6			940	949		10.1037/0022-3514.57.6.940				DEC 1989	1989						1988 ANNUAL CONVENTION OF THE AMERICAN PSYCHOLOGICAL ASSOC1988 ANNUAL CONVENTION OF THE AMERICAN PSYCHOLOGICAL ASSOC	AUG   14, 1988AUG   14, 1988	AMER PSYCHOL ASSOCAMER PSYCHOL ASSOC	ATLANTA, GAATLANTA, GA										0022-3514			WOS:A1989CJ75000002		
J	GILBERT, DT; PELHAM, BW; KRULL, DS								ON COGNITIVE BUSYNESS - WHEN PERSON PERCEIVERS MEET PERSONS PERCEIVED								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				54	5			733	740		10.1037/0022-3514.54.5.733				MAY 1988	1988																			0022-3514			WOS:A1988N218900001		
J	HIGGINS, ET; KING, GA; MAVIN, GH								INDIVIDUAL CONSTRUCT ACCESSIBILITY AND SUBJECTIVE IMPRESSIONS AND RECALL								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				43	1			35	47		10.1037/0022-3514.43.1.35				1982	1982																			0022-3514			WOS:A1982NY09900003		
J	KUIPER, NA; DERRY, PA				Kuiper, Nicholas/F-3930-2011				DEPRESSED AND NON-DEPRESSED CONTENT SELF-REFERENCE IN MILD DEPRESSIVES								JOURNAL OF PERSONALITY				50	1			67	80		10.1111/j.1467-6494.1982.tb00746.x				1982	1982																			0022-3506			WOS:A1982NN75400006	7086630	
J	KUIPER, NA; OLINGER, LJ; MACDONALD, MR; SHAW, BF				Kuiper, Nicholas/F-3930-2011				SELF-SCHEMA PROCESSING OF DEPRESSED AND NONDEPRESSED CONTENT - THE EFFECTS OF VULNERABILITY TO DEPRESSION								SOCIAL COGNITION				3	1			77	93		10.1521/soco.1985.3.1.77				1985	1985																			0278-016X			WOS:A1985ADV9800005		
J	MARKS, G; MILLER, N								10 YEARS OF RESEARCH ON THE FALSE-CONSENSUS EFFECT - AN EMPIRICAL AND THEORETICAL REVIEW								PSYCHOLOGICAL BULLETIN				102	1			72	90		10.1037/0033-2909.102.1.72				JUL 1987	1987																			0033-2909			WOS:A1987J101900005		
J	MULLEN, B; ATKINS, JL; CHAMPION, DS; EDWARDS, C; HARDY, D; STORY, JE; VANDERKLOK, M								THE FALSE CONSENSUS EFFECT - A META-ANALYSIS OF 115 HYPOTHESIS TESTS								JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY				21	3			262	283		10.1016/0022-1031(85)90020-4				1985	1985																			0022-1031			WOS:A1985AJQ2300004		
J	REGAN, DT; TOTTEN, J								EMPATHY AND ATTRIBUTION - TURNING OBSERVERS INTO ACTORS								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				32	5			850	856		10.1037/0022-3514.32.5.850				1975	1975																			0022-3514			WOS:A1975AW34500010	1185516	
J	RICHARDSON, DR; HAMMOCK, GS; SMITH, SM; GARDNER, W; SIGNO, M								EMPATHY AS A COGNITIVE INHIBITOR OF INTERPERSONAL AGGRESSION								AGGRESSIVE BEHAVIOR				20	4			275	289		10.1002/1098-2337(1994)20:4<275::AID-AB2480200402>3.0.CO;2-4				1994	1994																			0096-140X			WOS:A1994NX13000001		
J	SCHALLER, M; CIALDINI, RB								THE ECONOMICS OF EMPATHIC HELPING - SUPPORT FOR A MOOD MANAGEMENT MOTIVE								JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY				24	2			163	181		10.1016/0022-1031(88)90019-4				MAR 1988	1988																			0022-1031			WOS:A1988M282900004		
J	SRULL, TK; WYER, RS								CATEGORY ACCESSIBILITY AND SOCIAL-PERCEPTION - SOME IMPLICATIONS FOR THE STUDY OF PERSON MEMORY AND INTERPERSONAL JUDGMENTS								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				38	6			841	856		10.1037/0022-3514.38.6.841				1980	1980																			0022-3514			WOS:A1980JX70900001		
J	WYER, RS; SRULL, TK								HUMAN COGNITION IN ITS SOCIAL-CONTEXT								PSYCHOLOGICAL REVIEW				93	3			322	359		10.1037/0033-295X.93.3.322				JUL 1986	1986																			0033-295X	1939-1471		WOS:A1986D233000005	3749400	
