PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Goodyear, K; Lee, MR; O'Hara, M; Chernyak, S; Walter, H; Parasuraman, R; Krueger, F				Goodyear, Kimberly; Lee, Mary R.; O'Hara, Martin; Chernyak, Sergey; Walter, Henrik; Parasuraman, Raja; Krueger, Frank			Oxytocin influences intuitions about the relationship between belief in free will and moral responsibility	SOCIAL NEUROSCIENCE																Walter, Henrik/O-2612-2013	Walter, Henrik/0000-0002-9403-6121												1747-0919	1747-0927				JAN 2	2016	11	1					88	96		10.1080/17470919.2015.1037463							WOS:000367336200007	25916658					
J	Tully, EC; Ames, AM; Garcia, SE; Donohue, MR				Tully, Erin C.; Ames, Alyssa M.; Garcia, Sarah E.; Donohue, Meghan Rose			Quadratic Associations Between Empathy and Depression as Moderated by Emotion Dysregulation	JOURNAL OF PSYCHOLOGY																Tully, Erin/L-3980-2016													0022-3980	1940-1019				JAN 2	2016	150	1					15	35		10.1080/00223980.2014.992382							WOS:000365576800002	25565484					
J	Homan, AC; Van Kleef, GA; Sanchez-Burks, J				Homan, Astrid C.; Van Kleef, Gerben A.; Sanchez-Burks, Jeffrey			Team members' emotional displays as indicators of team functioning	COGNITION & EMOTION																Homan, Astrid C./L-5508-2013	Van Kleef, Gerben/0000-0003-0823-7654; Homan, Astrid/0000-0002-6795-7494												0269-9931	1464-0600				JAN 2	2016	30	1			SI		134	149		10.1080/02699931.2015.1039494							WOS:000363766400010	26008773					
J	Francis, HM; Fisher, A; Rushby, JA; McDonald, S				Francis, Heather M.; Fisher, Alana; Rushby, Jacqueline A.; McDonald, Skye			Reduced heart rate variability in chronic severe traumatic brain injury: Association with impaired emotional and social functioning, and potential for treatment using biofeedback	NEUROPSYCHOLOGICAL REHABILITATION																Fisher, Alana/T-1869-2019; Rushby, Jacqueline/D-1820-2010	Rushby, Jacqueline/0000-0002-5018-638X; Francis, Heather/0000-0002-7223-7782; Fisher, Alana/0000-0002-6027-659X												0960-2011	1464-0694				JAN 2	2016	26	1					103	125		10.1080/09602011.2014.1003246							WOS:000363699300005	25627984					
J	Wilkinson, D; Moreno, S; Ang, CS; Deravi, F; Sharma, D; Sakel, M				Wilkinson, David; Moreno, Sergio; Ang, Chee Siang; Deravi, Farzin; Sharma, Dinkar; Sakel, Mohamed			Emotional correlates of unirhinal odour identification	LATERALITY																Sharma, Dinkar/N-8937-2019	Sharma, Dinkar/0000-0002-0082-1285												1357-650X	1464-0678				JAN 2	2016	21	1					85	99		10.1080/1357650X.2015.1075546							WOS:000363323200006	26314737					
B	Steger, MF; Ekman, E		Ivtzan, I; Lomas, T		Steger, Michael F.; Ekman, Eve			WORKING IT Making meaning with workplace mindfulness	MINDFULNESS IN POSITIVE PSYCHOLOGY: THE SCIENCE OF MEDITATION AND WELLBEING																															978-1-138-80851-5; 978-1-315-74721-7; 978-1-138-80845-4				2016							228	242									WOS:000412941400015						
B	Egan, PM; Hirt, ER		Hirt, ER; Clarkson, JJ; Jia, L		Egan, P. M.; Hirt, E. R.			On the Relation Between "Mental" and "Physical" Self-Control	SELF-REGULATION AND EGO CONTROL																															978-0-12-801878-1; 978-0-12-801850-7				2016							347	370		10.1016/B978-0-12-801850-7.00017-2							WOS:000409367400018						
B	Blouin-Hudon, EMC; Sirois, FM; Pychyl, TA		Sirois, FM; Pychyl, TA		Blouin-Hudon, Eve-Marie C.; Sirois, Fuschia M.; Pychyl, Timothy A.			Temporal Views of Procrastination, Health, and Well-Being	PROCRASTINATION, HEALTH, AND WELL-BEING																Sirois, Fuschia/H-7079-2019	Sirois, Fuschia/0000-0002-0927-277X														978-0-12-802898-8; 978-0-12-802862-9				2016							213	232		10.1016/B978-0-12-802862-9.00010-4							WOS:000410548600011						
B	Nunez, N; Estrada-Reynolds, V; Schweitzer, K; Myers, B		Bornstein, BH; Miller, MK		Nunez, Narina; Estrada-Reynolds, Victoria; Schweitzer, Kimberly; Myers, Bryan			The Impact of Emotions on Juror Judgments and Decision Making	ADVANCES IN PSYCHOLOGY AND LAW, VOL 2	Advances in Psychology and Law															Nunez, Narina/J-9108-2019; Estrada-Reynolds, Victoria/N-6606-2016	Nunez, Narina/0000-0002-6410-9334; Estrada-Reynolds, Victoria/0000-0003-2563-4977														978-3-319-43083-6; 978-3-319-43082-9				2016							55	93		10.1007/978-3-319-43083-6_3	10.1007/978-3-319-43083-6						WOS:000400343900004						
B	Olsson, A; Undeger, I; Yi, J		Absher, JR; Cloutier, J		Olsson, Andreas; Undeger, Irem; Yi, Jonathan			Emotional Learning and Regulation in Social Situations	NEUROIMAGING PERSONALITY, SOCIAL COGNITION AND CHARACTER																															978-0-12-801166-9; 978-0-12-800935-2				2016							245	258		10.1016/B978-0-12-800935-2.00012-9							WOS:000402696900013						
J	Cargile, AC				Cargile, Aaron Castelan			Can Empathy Improve Concern for Secondary Group Members? Testing an Emotionally Engaging Video Intervention	COMMUNICATION RESEARCH REPORTS																Cargile, Aaron/K-6934-2019	Cargile, Aaron/0000-0001-6165-8023												0882-4096	1746-4099					2016	33	3					265	268		10.1080/08824096.2016.1186623							WOS:000410076600012						
J	de Medeiros, EV				de Medeiros, Eduardo Vicentini			Fictional narrative, empathy and altruism	REVISTA LETRAS																													0100-0888	2236-0999				JAN-JUN	2016	93						226	236									WOS:000409034000015						
S	Burch, GF; Bennett, AA; Humphrey, RH; Batchelor, JH; Cairo, AH		Ashkanasy, NM; Hartel, CEJ; Zerbe, WJ		Burch, Gerald F.; Bennett, Andrew A.; Humphrey, Ronald H.; Batchelor, John H.; Cairo, Athena H.			UNRAVELING THE COMPLEXITIES OF EMPATHY RESEARCH: A MULTI-LEVEL MODEL OF EMPATHY IN ORGANIZATIONS	EMOTIONS AND ORGANIZATIONAL GOVERNANCE	Research on Emotion in Organizations				International Conference on Emotion and Organizational Life	2014	Temple Univ Philadelphia, Philadelphia, PA		Temple Univ Philadelphia								Bennett, Andrew/0000-0003-1991-3611; Burch, Gerald/0000-0001-8993-0017; Humphrey, Ronald/0000-0002-7266-9702												1746-9791		978-1-78560-997-8; 978-1-78560-998-5				2016	12						169	189		10.1108/S1746-979120160000012006							WOS:000404339600007						
J	Shahvali, M; Beesley, L; Rahimi, R; Shahvali, R				Shahvali, Moji; Beesley, Lisa; Rahimi, Roya; Shahvali, Reihaneh			Measuring empathy within hotel employees	ANATOLIA-INTERNATIONAL JOURNAL OF TOURISM AND HOSPITALITY RESEARCH																	Shahvali, Mojtaba/0000-0001-9330-0739												1303-2917	2156-6909					2016	27	2					237	250		10.1080/13032917.2015.1114956							WOS:000401974800008						
J	Aragon, RS; Perez, MM				Sanchez Aragon, Rozzana; Martinez Perez, Magali			Empathy in the Romantic Context: Design and Validation of a Measure	UNIVERSITAS PSYCHOLOGICA																													1657-9267						2016	15	1					19	28		10.11144/Javeriana.upsy15-1.ecrd							WOS:000393472600003						
J	Gerlach, GI; Rodiger, K; Stock, RM; Zacharias, NA				Gerlach, Gisela I.; Roediger, Kai; Stock, Ruth Maria; Zacharias, Nicolas A.			Salespersons' empathy as a missing link in the customer orientation-loyalty chain: an investigation of drivers and age differences as a contingency	JOURNAL OF PERSONAL SELLING & SALES MANAGEMENT																													0885-3134	1557-7813					2016	36	3					221	239		10.1080/08853134.2016.1205446							WOS:000393070600001						
J	Yavuz, KF; Sahin, O; Ulusoy, S; Ipek, OU; Kurt, E				Yavuz, Kaasim Fatih; Sahin, Oktay; Ulusoy, Sevinc; Ipek, Okan Ufuk; Kurt, Erhan			Experiential avoidance, empathy, and anger-related attitudes in antisocial personality disorder	TURKISH JOURNAL OF MEDICAL SCIENCES																Ulusoy, Sevinc/V-6111-2019; Yavuz, Kaasim Fatih/V-5613-2019	Ulusoy, Sevinc/0000-0003-4300-2631; Yavuz, Kaasim Fatih/0000-0003-3862-2705												1300-0144	1303-6165					2016	46	6					1792	1800		10.3906/sag-1601-80							WOS:000393331000031	28081330					
J	Gimenez-Espert, MD; Prado-Gasco, VJ				del Carmen Gimenez-Espert, Maria; Prado-Gasco, Vicente J.			Levels of empathy in a sample of Spanish nurses	CALIDAD DE VIDA Y SALUD																PRADO-GASCO, VICENTE/K-7276-2014	PRADO-GASCO, VICENTE/0000-0002-2108-2186												1850-6216						2016	9	2					120	130									WOS:000392798500004						
B	Caravita, SCS; Berger, C			MEDIMOND S R L	Caravita, S. C. S.; Berger, C.			Empathy in the peer-group. When being empathic may be not enough to behave prosocially: A study among early-adolescents	17TH EUROPEAN CONFERENCE ON DEVELOPMENTAL PSYCHOLOGY					17th European Conference on Developmental Psychology	SEP 08-12, 2015	Braga, PORTUGAL	European Assoc Dev Psychol, Univ Minho																							978-88-7587-733-0				2016							33	38									WOS:000392217900007						
B	Tanas, L; Jerzmanowska, A			MEDIMOND S R L	Tanas, L.; Jerzmanowska, A.			Attachment and Empathy as Predictors of Perspective-Taking Efficiency	17TH EUROPEAN CONFERENCE ON DEVELOPMENTAL PSYCHOLOGY					17th European Conference on Developmental Psychology	SEP 08-12, 2015	Braga, PORTUGAL	European Assoc Dev Psychol, Univ Minho																							978-88-7587-733-0				2016							163	171									WOS:000392217900030						
J	Foukal, MD; Lawrence, EC; Williams, JL				Foukal, Martha D.; Lawrence, Edith C.; Williams, Joanna L.			Initial Characteristics and Mentoring Satisfaction of College Women Mentoring Youth: Implications for Training	MENTORING & TUTORING																Williams, Joanna Lee/AAM-7301-2020													1361-1267	1469-9745					2016	24	2					94	108		10.1080/13611267.2016.1178961							WOS:000391227400002						
J	Ghorbani, N; Watson, PJ; Amirbeigi, M; Chen, ZJ				Ghorbani, Nima; Watson, P. J.; Amirbeigi, Mahmood; Chen, Zhuo Job			Religious Schema within a Muslim Ideological Surround Religious and Psychological Adjustment in Iran	ARCHIVE FOR THE PSYCHOLOGY OF RELIGION-ARCHIV FUR RELIGIONSPSYCHOLOGIE																													0084-6724	1573-6121					2016	38	3					253	277		10.1163/15736121-12341327							WOS:000391158500001						
J	Brestovansky, M; Kusy, P; Adamkovic, M				Brestovansky, Martin; Kusy, Peter; Adamkovic, Matus			Factor analysis of the Test of prosocial moral reasoning in 11-12 years old students	CESKOSLOVENSKA PSYCHOLOGIE																Adamkovic, Matus/AAE-3189-2020	Adamkovic, Matus/0000-0002-9648-9108												0009-062X	1804-6436					2016	60	5					455	467									WOS:000391027900002						
J	Shoham, A; Gavish, Y				Shoham, Aviv; Gavish, Yossi			Antecedents and Buying Behavior Consequences of Consumer Racism, National Identification, Consumer Animosity, and Consumer Ethnocentrism	JOURNAL OF INTERNATIONAL CONSUMER MARKETING																													0896-1530	1528-7068					2016	28	5					296	308		10.1080/08961530.2016.1214661							WOS:000390123300002						
S	Deshmukh, A; Janarthanam, S; Hastie, H; Lim, MY; Aylett, R; Castellano, G			ACM	Deshmukh, Amol; Janarthanam, Srinivasan; Hastie, Helen; Lim, Mei Yii; Aylett, Ruth; Castellano, Ginevra			How Expressiveness of a Robotic Tutor is Perceived by Children in a Learning Environment	ELEVENTH ACM/IEEE INTERNATIONAL CONFERENCE ON HUMAN ROBOT INTERACTION (HRI'16)	ACM IEEE International Conference on Human-Robot Interaction				11th ACM/IEEE International Conference on Human-Robot Interaction (HRI)	MAR 07-10, 2016	Christchurch, NEW ZEALAND	ACM, IEEE, ACM SIGCHI, ACM SIGAI, IEEE Robot & Automat Soc, HFES, AAAI, ACM SIGART									Deshmukh, Amol/0000-0003-4942-3621												2167-2121	2167-2148	978-1-4673-8369-1				2016							423	424									WOS:000389809100062						
J	Rushby, JA; McDonald, S; Fisher, AC; Kornfeld, EJ; De Blasio, FM; Parks, N; Piguet, O				Rushby, Jacqueline A.; McDonald, Skye; Fisher, Alana C.; Kornfeld, Emma J.; De Blasio, Frances M.; Parks, Nicklas; Piguet, Olivier			Brain volume loss contributes to arousal and empathy dysregulation following severe traumatic brain injury	NEUROIMAGE-CLINICAL																Fisher, Alana/T-1869-2019; De Blasio, Frances M./D-9158-2019; Piguet, Olivier/C-9658-2011; Rushby, Jacqueline/D-1820-2010	De Blasio, Frances M./0000-0003-1442-9820; Fisher, Alana/0000-0002-6027-659X; Piguet, Olivier/0000-0002-6696-1440; Rushby, Jacqueline/0000-0002-5018-638X; Kornfeld, Emma/0000-0002-8877-3686												2213-1582						2016	12						607	614		10.1016/j.nicl.2016.09.017							WOS:000390196400069	27709066					
J	Ziebertz, HG				Ziebertz, Hans-Georg			Human dignity - the foundation of political human rights? Empirical research among youth in Germany	JOURNAL OF BELIEFS & VALUES-STUDIES IN RELIGION & EDUCATION																													1361-7672	1469-9362					2016	37	2					151	171		10.1080/13617672.2016.1188500							WOS:000388423500004						
J	Gerrig, RJ; Bagelmann, KA; Mumper, ML				Gerrig, Richard J.; Bagelmann, Kelsey A.; Mumper, Micah L.			On the Origins of Readers' Outcome Preferences	DISCOURSE PROCESSES																													0163-853X	1532-6950					2016	53	8					603	631		10.1080/0163853X.2016.1164001							WOS:000388577400001						
S	Mercer, S		MacIntyre, PD; Gregersen, T; Mercer, S		Mercer, Sarah			Seeing the World Through Your Eyes: Empathy in Language Learning and Teaching	POSITIVE PSYCHOLOGY IN SLA	Second Language Acquisition																												1754-2642		978-1-78309-534-6; 978-1-78309-536-0; 978-1-78309-535-3				2016	97						91	111									WOS:000388565200003						
J	Fiori, M; Krings, F; Kleinlogel, E; Reich, T				Fiori, Marina; Krings, Franciska; Kleinlogel, Emmanuelle; Reich, Tara			Whose Side Are You On? Exploring the Role of Perspective Taking on Third-Party's Reactions to Workplace Deviance	BASIC AND APPLIED SOCIAL PSYCHOLOGY																Fiori, Marina/K-9563-2019; Fiori, Marina/J-6238-2012	Fiori, Marina/0000-0003-2004-7458; 												0197-3533	1532-4834					2016	38	6					318	336		10.1080/01973533.2016.1215984							WOS:000386831900004						
J	Cloutier, A; Peetz, J				Cloutier, Anika; Peetz, Johanna			Relationships' Best Friend: Links between Pet Ownership, Empathy, and Romantic Relationship Outcomes	ANTHROZOOS																													0892-7936	1753-0377					2016	29	3					395	408		10.1080/08927936.2016.1181361							WOS:000384940900003						
J	Narvaez, D; Wang, LJ; Cheng, Y				Narvaez, Darcia; Wang, Lijuan; Cheng, Ying			The evolved developmental niche in childhood: Relation to adult psychopathology and morality	APPLIED DEVELOPMENTAL SCIENCE																													1088-8691	1532-480X					2016	20	4					294	309		10.1080/10888691.2015.1128835							WOS:000384652200005						
J	Demir, Y; Atli, A; Kis, A				Demir, Yasin; Atli, Abdullah; Kis, Ali			Empathy Based on Gender in Dissertations Submitted in Turkey: A Meta-Analysis Study	EURASIAN JOURNAL OF EDUCATIONAL RESEARCH																Atli, Abdullah/ABH-6004-2020; KIS, Ali/AAQ-5268-2020	Atli, Abdullah/0000-0001-7504-484X; KIS, Ali/0000-0003-4768-3964												1302-597X						2016		64					69	90		10.14689/ejer.2016.64.4							WOS:000384748400004						
J	Peeters, MCW; Arts, R; Demerouti, E				Peeters, Maria C. W.; Arts, Richard; Demerouti, Evangelia			The crossover of job crafting between coworkers and its relationship with adaptivity	EUROPEAN JOURNAL OF WORK AND ORGANIZATIONAL PSYCHOLOGY																Demerouti, E/AAD-1334-2019	Demerouti, E/0000-0002-4615-6532												1359-432X	1464-0643					2016	25	6					819	832		10.1080/1359432X.2016.1160891							WOS:000384695300006						
J	Midorikawa, A; Leyton, CE; Foxe, D; Landin-Romero, R; Hodges, JR; Piguet, O				Midorikawa, Akira; Leyton, Cristian E.; Foxe, David; Landin-Romero, Ramon; Hodges, John R.; Piguet, Olivier			All Is Not Lost: Positive Behaviors in Alzheimer's Disease and Behavioral-Variant Frontotemporal Dementia with Disease Severity	JOURNAL OF ALZHEIMERS DISEASE																Midorikawa, Akira/F-7382-2015; Piguet, Olivier/C-9658-2011	Midorikawa, Akira/0000-0003-3340-4741; Leyton, Cristian E./0000-0002-8236-6561; Landin-Romero, Ramon/0000-0003-0485-8090; Piguet, Olivier/0000-0002-6696-1440												1387-2877	1875-8908					2016	54	2					549	558		10.3233/JAD-160440							WOS:000384087200012	27472884					
J	Vecho, O; Poteat, VP; Schneider, B				Vecho, Olivier; Poteat, V. Paul; Schneider, Benoit			Adolescents' Attitudes Toward Same-Sex Marriage and Adoption in France	JOURNAL OF GLBT FAMILY STUDIES																	Vecho, Olivier/0000-0002-9842-5992												1550-428X	1550-4298					2016	12	1			SI		24	45		10.1080/1550428X.2015.1040530							WOS:000383999700003						
J	Van Langenhove, T; Leyton, CE; Piguet, O; Hodges, JR				Van Langenhove, Tim; Leyton, Cristian E.; Piguet, Olivier; Hodges, John R.			Comparing Longitudinal Behavior Changes in the Primary Progressive Aphasias	JOURNAL OF ALZHEIMERS DISEASE																Piguet, Olivier/C-9658-2011	Piguet, Olivier/0000-0002-6696-1440; Leyton, Cristian E./0000-0002-8236-6561												1387-2877	1875-8908					2016	53	3					1033	1042		10.3233/JAD-160010							WOS:000383148100021	27340847					
J	Ahn, D; Shin, DH				Ahn, Dohyun; Shin, Dong-Hee			Observers versus agents Divergent associations of video versus game use with empathy and social connectedness	INFORMATION TECHNOLOGY & PEOPLE																Shin, Donghee Don/T-4029-2019; Shin, Don D.H./T-3545-2019													0959-3845	1758-5813					2016	29	3					474	495		10.1108/ITP-07-2014-0152							WOS:000381360900001						
J	Walzer, AS; Van Manen, KL; Ryan, CS				Walzer, Amy S.; Van Manen, Kelvin L.; Ryan, Carey S.			Other- versus self-focus and risky health behavior: the case of HIV/AIDS	PSYCHOLOGY HEALTH & MEDICINE																													1354-8506	1465-3966					2016	21	7					902	907		10.1080/13548506.2016.1139141							WOS:000381491600013	26787221					
J	Raminhos, C; Claudio, AP; Carmo, MB; Gaspar, A; Carvalhosa, S; Candeias, MD				Raminhos, Catia; Claudio, Ana Paula; Carmo, Maria Beatriz; Gaspar, Augusta; Carvalhosa, Susana; Candeias, Maria de Jesus			A serious game-based solution to prevent bullying	INTERNATIONAL JOURNAL OF PERVASIVE COMPUTING AND COMMUNICATIONS																Carmo, Maria Beatriz/B-4003-2016; Claudio, Ana Paula/L-6809-2017	Carmo, Maria Beatriz/0000-0002-4768-9517; Claudio, Ana Paula/0000-0002-4594-8087; Fonseca (Carvalhosa), Susana/0000-0001-6618-8278; Duarte Gaspar, Maria Augusta/0000-0001-9758-5727												1742-7371	1742-738X					2016	12	2					194	215		10.1108/IJPCC-04-2016-0022							WOS:000381910600002						
J	Winegardner, J; Keohane, C; Prince, L; Neumann, D				Winegardner, Jill; Keohane, Clare; Prince, Leyla; Neumann, Dawn			Perspective training to treat anger problems after brain injury: Two case studies	NEUROREHABILITATION																													1053-8135	1878-6448					2016	39	1					153	162		10.3233/NRE-161347							WOS:000381117400015	27341369					
J	Quince, T; Thiemann, P; Benson, J; Hyde, S				Quince, Thelma; Thiemann, Pia; Benson, John; Hyde, Sarah			Undergraduate medical students' empathy: current perspectives	ADVANCES IN MEDICAL EDUCATION AND PRACTICE																													1179-7258						2016	7						443	455		10.2147/AMEP.S76800							WOS:000380830100001	27536168					
J	Williams, B; Sifris, A; Lynch, M				Williams, Brett; Sifris, Adiva; Lynch, Marty			A psychometric appraisal of the Jefferson Scale of Empathy using law students	PSYCHOLOGY RESEARCH AND BEHAVIOR MANAGEMENT																Williams, Brett/AAJ-2685-2020; Williams, Brett/F-6776-2014	Williams, Brett/0000-0001-6307-1779; Williams, Brett/0000-0001-6307-1779												1179-1578						2016	9						171	178		10.2147/PRBM.S108036							WOS:000380206600001	27524924					
J	Lucas-Molina, B; Perez-Albeniz, A; Gimenez-Dasi, M; Martin-Seoane, G				Lucas-Molina, Beatriz; Perez-Albeniz, Alicia; Gimenez-Dasi, Marta; Martin-Seoane, Gema			Bryant's Empathy Index: Structure and Measurement Invariance across Gender in a Sample of Primary School-Aged Children	SPANISH JOURNAL OF PSYCHOLOGY																Lucas-Molina, Beatriz/K-6070-2017; Lucas-Molina, Beatriz/AAW-3175-2020	Lucas-Molina, Beatriz/0000-0003-4370-4799; Lucas-Molina, Beatriz/0000-0003-4370-4799												1138-7416	1988-2904					2016	19								e44	10.1017/sjp.2016.44							WOS:000379843300021	27425402					
J	Formiga, NS				Formiga, Nilton S.			Verification of a Theoretical Model Between Empathy, Ethic Socialization and Cultural Orientation in Young Brazilian	ACTUALIDADES EN PSICOLOGIA																Formiga, Nilton/M-3058-2019													0258-6444	2215-3535					2016	30	120					99	114		10.15517/ap.v30i120.18156							WOS:000379367400009						
J	Dwyer, CP; Durand, H; MacNeela, P; Reynolds, B; Hamm, RM; Main, CJ; O'Connor, LL; Conneely, S; Taheny, D; Slattery, BW; O'Neill, C; NicGabhainn, S; Murphy, AW; Kropmans, T; McGuire, BE				Dwyer, Christopher P.; Durand, Hannah; MacNeela, Padraig; Reynolds, Bronagh; Hamm, Robert M.; Main, Christopher J.; O'Connor, Laura L.; Conneely, Sinead; Taheny, Darragh; Slattery, Brian W.; O'Neill, Ciaran; NicGabhainn, Saoirse; Murphy, Andrew W.; Kropmans, Thomas; McGuire, Brian E.			Effectiveness of a biopsychosocial e-learning intervention on the clinical judgements of medical students and GP trainees regarding future risk of disability in patients with chronic lower back pain: study protocol for a randomised controlled trial	BMJ OPEN																Durand, Hannah/O-1732-2015	Durand, Hannah/0000-0002-8761-0519; O'Connor, Laura/0000-0001-5636-803X; Nic Gabhainn, Saoirse/0000-0002-5717-076X; Dwyer, Christopher/0000-0001-5935-4338; Kropmans, Thomas/0000-0001-7071-3266												2044-6055						2016	6	5							e010407	10.1136/bmjopen-2015-010407							WOS:000378414700042	27231000					
J	Hess, JL; Fila, ND; Purzer, S				Hess, Justin L.; Fila, Nicholas D.; Purzer, Senay			The Relationship between Empathic and Innovative Tendencies among Engineering Students	INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION					20th Annual Conference on Innovation and Technology in Computer Science Education	JUL 06-08, 2015	Vilnius, LITHUANIA	ACM, Vilnius Univ Inst Math & Informat								Hess, Justin/AAB-9371-2019													0949-149X						2016	32	3	A		SI		1236	1249									WOS:000378700600018						
S	Stemler, SE; DePascale, M		Lipnevich, AA; Preckel, F; Roberts, RD		Stemler, Steven E.; DePascale, Mary			Aligning Mission and Measurement	PSYCHOSOCIAL SKILLS AND SCHOOL SYSTEMS IN THE 21ST CENTURY: THEORY, RESEARCH, AND PRACTICE	Springer Series on Human Exceptionality																DePascale, Mary/0000-0002-0455-0953												1572-5642		978-3-319-28606-8; 978-3-319-28604-4				2016							57	92		10.1007/978-3-319-28606-8_3	10.1007/978-3-319-28606-8						WOS:000376527800005						
