PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Engert, V; Plessow, F; Miller, R; Kirschbaum, C; Singer, T				Engert, Veronika; Plessow, Franziska; Miller, Robert; Kirschbaum, Clemens; Singer, Tania			Cortisol increase in empathic stress is modulated by emotional closeness and observation modality	PSYCHONEUROENDOCRINOLOGY																Engert, Veronika/N-1572-2017; Plessow, Franziska/AAE-8754-2019; Miller, Robert/AAV-1829-2020; Kirschbaum, Clemens/AAB-1752-2020; Miller, Robert/G-4473-2016	Engert, Veronika/0000-0001-5317-933X; Miller, Robert/0000-0002-8665-5248; Miller, Robert/0000-0002-8665-5248												0306-4530					JUL	2014	45						192	201		10.1016/j.psyneuen.2014.04.005							WOS:000337208900020	24845190					
J	Gibson, CM; Penn, DL; Smedley, KL; Leserman, J; Elliott, T; Pedersen, CA				Gibson, Clare M.; Penn, David L.; Smedley, Kelly L.; Leserman, Jane; Elliott, Tonya; Pedersen, Cort A.			A pilot six-week randomized controlled trial of oxytocin on social cognition and social skills in schizophrenia	SCHIZOPHRENIA RESEARCH																													0920-9964	1573-2509				JUL	2014	156	2-3					261	265		10.1016/j.schres.2014.04.009							WOS:000341313200020	24799299					
J	Sinha, J; Naykankuppam, D				Sinha, Jayati; Naykankuppam, Dhananjay			The canny social judge: Predicting others' attitudes from sparse information	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY																													0022-1031	1096-0465				JUL	2014	53						145	155		10.1016/j.jesp.2014.03.008							WOS:000336771400016						
J	Choi, D; Nishimura, T; Motoi, M; Egashira, Y; Matsumoto, R; Watanuki, S				Choi, Damee; Nishimura, Takayuki; Motoi, Midori; Egashira, Yuka; Matsumoto, Riko; Watanuki, Shigeki			Effect of empathy trait on attention to various facial expressions: evidence from N170 and late positive potential (LPP)	JOURNAL OF PHYSIOLOGICAL ANTHROPOLOGY																Watanuki, Shigeki/K-2406-2017	Watanuki, Shigeki/0000-0003-4256-8828; Nishimura, Takayuki/0000-0001-5791-7512; Choi, Damee/0000-0002-0283-3044												1880-6791	1880-6805				JUN 30	2014	33								18	10.1186/1880-6805-33-18							WOS:000338673100001	24975115					
J	Kuypers, KPC; de la Torre, R; Farre, M; Yubero-Lahoz, S; Dziobek, I; Van den Bos, W; Ramaekers, JG				Kuypers, Kim P. C.; de la Torre, Rafael; Farre, Magi; Yubero-Lahoz, Samanta; Dziobek, Isabel; Van den Bos, Wouter; Ramaekers, Johannes G.			No Evidence that MDMA-Induced Enhancement of Emotional Empathy Is Related to Peripheral Oxytocin Levels or 5-HT1a Receptor Activation	PLOS ONE																Dziobek, isabel/ABB-4928-2020; Kuypers, Kim/L-1206-2019; de la Torre, Rafael/D-3561-2018	Kuypers, Kim/0000-0001-7634-3809; de la Torre, Rafael/0000-0002-6765-1866; van den Bos, Wouter/0000-0002-8017-3790												1932-6203					JUN 27	2014	9	6							e100719	10.1371/journal.pone.0100719							WOS:000338512200053	24972084					
J	Sedeno, L; Couto, B; Melloni, M; Canales-Johnson, A; Yoris, A; Baez, S; Esteves, S; Velasquez, M; Barttfeld, P; Sigman, M; Kichic, R; Chialvo, D; Manes, F; Bekinschtein, TA; Ibanez, A				Sedeno, Lucas; Couto, Blas; Melloni, Margherita; Canales-Johnson, Andres; Yoris, Adrian; Baez, Sandra; Esteves, Sol; Velasquez, Marcela; Barttfeld, Pablo; Sigman, Mariano; Kichic, Rafael; Chialvo, Dante; Manes, Facundo; Bekinschtein, Tristan A.; Ibanez, Agustin			How Do You Feel when You Can't Feel Your Body? Interoception, Functional Connectivity and Emotional Processing in Depersonalization-Derealization Disorder	PLOS ONE																Chialvo, Dante R/A-4658-2009; Ibanez, Agustin/H-7976-2015; Chialvo, Dante R./P-5279-2019	Chialvo, Dante R/0000-0002-1038-3637; Ibanez, Agustin/0000-0001-6758-5101; Chialvo, Dante R./0000-0002-1038-3637; melloni, margherita/0000-0003-0931-8640; Baez, Sandra/0000-0003-0875-1709; Bekinschtein, Tristan/0000-0001-5501-8628												1932-6203					JUN 26	2014	9	6							e98769	10.1371/journal.pone.0098769							WOS:000338280800005	24967634					
J	Ho, SS; Konrath, S; Brown, S; Swain, JE				Ho, S. Shaun; Konrath, Sara; Brown, Stephanie; Swain, James E.			Empathy and stress related neural responses in maternal decision making	FRONTIERS IN NEUROSCIENCE																Swain, James/F-7270-2013; Swain, James/S-2468-2019	Swain, James/0000-0001-8440-0658; Swain, James/0000-0001-8440-0658; Konrath, Sara/0000-0001-9182-0095												1662-453X					JUN 12	2014	8								152	10.3389/fnins.2014.00152							WOS:000346490800001	24971049					
J	aan het Rot, M; Hogenelst, K				aan het Rot, Marije; Hogenelst, Koen			The Influence of Affective Empathy and Autism Spectrum Traits on Empathic Accuracy	PLOS ONE																Rot, Marije aan het/H-8708-2019	Rot, Marije aan het/0000-0001-6761-7513												1932-6203					JUN 6	2014	9	6							e98436	10.1371/journal.pone.0098436							WOS:000341869000029	24905105					
J	Miller, RM; Hannikainen, IA; Cushman, FA				Miller, Ryan M.; Hannikainen, Ivar A.; Cushman, Fiery A.			Bad Actions or Bad Outcomes? Differentiating Affective Contributions to the Moral Condemnation of Harm	EMOTION																Hannikainen, Ivar/D-8137-2019	Hannikainen, Ivar/0000-0003-0623-357X; Cushman, Fiery/0000-0002-6929-9982												1528-3542	1931-1516				JUN	2014	14	3					573	587		10.1037/a0035361							WOS:000349169700014	24512250					
J	Liu, Y; Venkatanathan, J; Goncalves, J; Karapanos, E; Kostakos, V				Liu, Yong; Venkatanathan, Jayant; Goncalves, Jorge; Karapanos, Evangelos; Kostakos, Vassilis			Modeling What Friendship Patterns on Facebook Reveal About Personality and Social Capital	ACM TRANSACTIONS ON COMPUTER-HUMAN INTERACTION																Karapanos, Evangelos/M-4009-2019; Liu, Yong/AAY-8792-2020; Karapanos, Evangelos/D-9480-2016; Kostakos, Vassilis/G-8997-2011	Karapanos, Evangelos/0000-0001-5910-4996; Liu, Yong/0000-0002-0228-8971; Karapanos, Evangelos/0000-0001-5910-4996; Kostakos, Vassilis/0000-0003-2804-6038; Goncalves, Jorge/0000-0002-0117-0322; V, Jayant/0000-0002-6475-9265												1073-0516	1557-7325				JUN	2014	21	3							17	10.1145/2617572							WOS:000339005600004						
J	VanderDrift, LE; Agnew, CR				VanderDrift, Laura E.; Agnew, Christopher R.			Relational Consequences of Personal Goal Pursuits	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																	Machia, Laura/0000-0001-8725-1395												0022-3514	1939-1315				JUN	2014	106	6					927	940		10.1037/a0036180							WOS:000337897500005	24841097					
J	Hinds, PJ; Neeley, TB; Cramton, CD				Hinds, Pamela J.; Neeley, Tsedal B.; Cramton, Catherine Durnell			Language as a lightning rod: Power contests, emotion regulation, and subgroup dynamics in global teams	JOURNAL OF INTERNATIONAL BUSINESS STUDIES																													0047-2506	1478-6990				JUN-JUL	2014	45	5			SI		536	561		10.1057/jibs.2013.62							WOS:000337205900003						
J	Hauser, DJ; Preston, SD; Stansfield, RB				Hauser, David J.; Preston, Stephanie D.; Stansfield, R. Brent			Altruism in the Wild: When Affiliative Motives to Help Positive People Overtake Empathic Motives to Help the Distressed	JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL																Stansfield, R. Brent/G-7069-2011; Preston, Stephanie/U-6518-2019	Stansfield, R. Brent/0000-0002-3825-3631; 												0096-3445	1939-2222				JUN	2014	143	3					1295	1305		10.1037/a0035464							WOS:000336786300027	24364686					
J	Zillich, AF				Zillich, Arne Freya			Watching television with others: The influence of interpersonal communication on entertainment	COMMUNICATIONS-EUROPEAN JOURNAL OF COMMUNICATION RESEARCH																													0341-2059	1613-4087				JUN	2014	39	2					169	192		10.1515/commun-2014-0011							WOS:000336670100004						
J	Lule, D; Schulze, UME; Bauer, K; Scholl, F; Muller, S; Fladung, AK; Uttner, I				Lule, Dorothee; Schulze, Ulrike M. E.; Bauer, Kathrin; Schoell, Friederike; Mueller, Sabine; Fladung, Anne-Katharina; Uttner, Ingo			Anorexia nervosa and its relation to depression, anxiety, alexithymia and emotional processing deficits	EATING AND WEIGHT DISORDERS-STUDIES ON ANOREXIA BULIMIA AND OBESITY																													1124-4909	1590-1262				JUN	2014	19	2					209	216		10.1007/s40519-014-0101-z							WOS:000336386700010	24474662					
J	Baskin, E; Wakslak, CJ; Trope, Y; Novemsky, N				Baskin, Ernest; Wakslak, Cheryl J.; Trope, Yaacov; Novemsky, Nathan			Why Feasibility Matters More to Gift Receivers than to Givers: A Construal-Level Approach to Gift Giving	JOURNAL OF CONSUMER RESEARCH																													0093-5301	1537-5277				JUN	2014	41	1					169	182		10.1086/675737							WOS:000336798600012						
J	Goldstein, NJ; Vezich, IS; Shapiro, JR				Goldstein, Noah J.; Vezich, I. Stephanie; Shapiro, Jenessa R.			Perceived Perspective Taking: When Others Walk in Our Shoes	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY																													0022-3514	1939-1315				JUN	2014	106	6					941	960		10.1037/a0036395							WOS:000337897500006	24841098					
J	Dodell-Feder, D; DeLisi, LE; Hooker, CI				Dodell-Feder, David; DeLisi, Lynn E.; Hooker, Christine I.			The relationship between default mode network connectivity and social functioning in individuals at familial high-risk for schizophrenia	SCHIZOPHRENIA RESEARCH																													0920-9964	1573-2509				JUN	2014	156	1					87	95		10.1016/j.schres.2014.03.031							WOS:000335452000015	24768131					
J	Tei, S; Becker, C; Kawada, R; Fujino, J; Jankowski, KF; Sugihara, G; Murai, T; Takahashi, H				Tei, S.; Becker, C.; Kawada, R.; Fujino, J.; Jankowski, K. F.; Sugihara, G.; Murai, T.; Takahashi, H.			Can we predict burnout severity from empathy-related brain activity?	TRANSLATIONAL PSYCHIATRY																; Becker, Carl/E-3538-2014	Jankowski, Kathryn/0000-0003-3096-0814; Becker, Carl/0000-0002-4519-8837												2158-3188					JUN	2014	4								e393	10.1038/tp.2014.34							WOS:000344826500001	24893064					
J	Buruck, G; Wendsche, J; Melzer, M; Strobel, A; Dorfel, D				Buruck, Gabriele; Wendsche, Johannes; Melzer, Marlen; Strobel, Alexander; Doerfel, Denise			Acute psychosocial stress and emotion regulation skills modulate empathic reactions to pain in others	FRONTIERS IN PSYCHOLOGY																Strobel, Alexander/I-5026-2015	Strobel, Alexander/0000-0002-9426-5397; Wendsche, Johannes/0000-0003-4228-4016												1664-1078					MAY 30	2014	5								517	10.3389/fpsyg.2014.00517							WOS:000337542300001	24910626					
J	Abramowitz, AC; Ginger, EJ; Gollan, JK; Smith, MJ				Abramowitz, Amy C.; Ginger, Emily J.; Gollan, Jackie K.; Smith, Matthew J.			Empathy, depressive symptoms, and social functioning among individuals with schizophrenia	PSYCHIATRY RESEARCH																Gollan, Jackie/T-6152-2019	Gollan, Jacqueline/0000-0003-2315-4347; Smith, Matthew/0000-0002-0079-1477												0165-1781					MAY 30	2014	216	3					325	332		10.1016/j.psychres.2014.02.028							WOS:000336109800005	24636245					
J	Barnoux, M; Gannon, TA				Barnoux, Magali; Gannon, Theresa A.			A new conceptual framework for revenge firesetting	PSYCHOLOGY CRIME & LAW																													1068-316X	1477-2744				MAY 28	2014	20	5					497	513		10.1080/1068316X.2013.793769							WOS:000334722600006						
J	Patil, I; Silani, G				Patil, Indrajeet; Silani, Giorgia			Reduced empathic concern leads to utilitarian moral judgments in trait alexithymia	FRONTIERS IN PSYCHOLOGY																	silani, giorgia/0000-0002-4284-3618												1664-1078					MAY 26	2014	5								501	10.3389/fpsyg.2014.00501							WOS:000336936400001	24904510					
J	Lam, BYH; Raine, A; Lee, TMC				Lam, Bess Y. H.; Raine, Adrian; Lee, Tatia M. C.			The relationship between neurocognition and symptomatology in people with schizophrenia: social cognition as the mediator	BMC PSYCHIATRY																	Lam, Bess Yin-Hung/0000-0002-2778-3469													1471-244X				MAY 13	2014	14								138	10.1186/1471-244X-14-138							WOS:000336064300001	24885177					
J	Williams, A; O'Driscoll, K; Moore, C				Williams, Amanda; O'Driscoll, Kelly; Moore, Chris			The influence of empathic concern on prosocial behavior in children	FRONTIERS IN PSYCHOLOGY																	Moore, Chris/0000-0002-5183-1707												1664-1078					MAY 12	2014	5								425	10.3389/fpsyg.2014.00425							WOS:000336029000001	24860537					
J	Lockwood, PL; Seara-Cardoso, A; Viding, E				Lockwood, Patricia L.; Seara-Cardoso, Ana; Viding, Essi			Emotion Regulation Moderates the Association between Empathy and Prosocial Behavior	PLOS ONE																Lockwood, Patricia/V-2066-2019	Lockwood, Patricia/0000-0001-7195-9559; Seara-Cardoso, Ana/0000-0002-7618-9124; Viding, Essi/0000-0001-8468-8874												1932-6203					MAY 8	2014	9	5							e96555	10.1371/journal.pone.0096555							WOS:000338213300053	24810604					
J	Tani, F; Peterson, C; Smorti, A				Tani, Franca; Peterson, Carole; Smorti, Andrea			Empathy and Autobiographical Memory: Are They Linked?	JOURNAL OF GENETIC PSYCHOLOGY																	Tani, Franca/0000-0002-6795-6520												0022-1325	1940-0896				MAY 4	2014	175	3					252	269		10.1080/00221325.2013.869534							WOS:000335298000005	25175530					
J	Laible, DJ; Murphy, TP; Augustine, M				Laible, Deborah J.; Murphy, Tia Panfile; Augustine, Mairin			Adolescents' Aggressive and Prosocial Behaviors: Links With Social Information Processing, Negative Emotionality, Moral Affect, and Moral Cognition	JOURNAL OF GENETIC PSYCHOLOGY																	Augustine, Mairin/0000-0002-7837-3558												0022-1325	1940-0896				MAY 4	2014	175	3					270	286		10.1080/00221325.2014.885878							WOS:000335298000006	25175531					
J	Bellebaum, C; Brodmann, K; Thoma, P				Bellebaum, Christian; Brodmann, Katja; Thoma, Patrizia			Active and observational reward learning in adults with autism spectrum disorder: relationship with empathy in an atypical sample	COGNITIVE NEUROPSYCHIATRY																													1354-6805	1464-0619				MAY 4	2014	19	3					205	225		10.1080/13546805.2013.823860							WOS:000331031700002	23998722					
J	Parlar, M; Frewen, P; Nazarov, A; Oremus, C; MacQueen, G; Lanius, R; McKinnon, MC				Parlar, Melissa; Frewen, Paul; Nazarov, Anthony; Oremus, Carolina; MacQueen, Glenda; Lanius, Ruth; McKinnon, Margaret C.			Alterations in empathic responding among women with posttraumatic stress disorder associated with childhood trauma	BRAIN AND BEHAVIOR																Lanius, Ruth A/J-6961-2015	Lanius, Ruth A/0000-0002-3758-1393; Nazarov, Anthony/0000-0002-3288-7609												2162-3279					MAY	2014	4	3					381	389		10.1002/brb3.215							WOS:000346973500006	24944867					
J	Zhang, Q; Wang, Y; Lui, SSY; Cheung, EFC; Neumann, DL; Shum, DHK; Chan, RCK				Zhang, Qi; Wang, Yi; Lui, Simon S. Y.; Cheung, Eric F. C.; Neumann, David L.; Shum, David H. K.; Chan, Raymond C. K.			Validation of the Griffith Empathy Measure in the Chinese Context	BRAIN IMPAIRMENT																Chan, Raymond CK/B-6717-2009; Neumann, David/AAD-7018-2020; wang, yi/AAI-8689-2020; Shum, David/A-3914-2008	Neumann, David/0000-0001-5400-462X; Shum, David/0000-0002-4810-9262; wang, yi/0000-0001-6880-5831												1443-9646	1839-5252				MAY	2014	15	1					10	17		10.1017/BrImp.2014.1							WOS:000337259500002						
J	Gostisha, AJ; Vitacco, MJ; Dismukes, AR; Brieman, C; Merz, J; Shirtcliff, EA				Gostisha, Andrew J.; Vitacco, Michael J.; Dismukes, Andrew R.; Brieman, Chelsea; Merz, Jenna; Shirtcliff, Elizabeth A.			Beyond physiological hypoarousal: The role of life stress and callous-unemotional traits in incarcerated adolescent males	HORMONES AND BEHAVIOR																													0018-506X	1095-6867				MAY	2014	65	5					469	479		10.1016/j.yhbeh.2014.03.016							WOS:000336885000005	24726789					
J	Ert, E; Creary, S; Bazerman, MH				Ert, Eyal; Creary, Stephanie; Bazerman, Max H.			Cynicism in negotiation: When communication increases buyers' skepticism	JUDGMENT AND DECISION MAKING																, Eyal/AAW-1928-2020	, Eyal/0000-0001-6507-3532												1930-2975					MAY	2014	9	3					191	199									WOS:000337133000002						
J	Gossen, A; Groppe, SE; Winkler, L; Kohls, G; Herrington, J; Schultz, RT; Grunder, G; Spreckelmeyer, KN				Gossen, Anna; Groppe, Sarah E.; Winkler, Lina; Kohls, Gregor; Herrington, John; Schultz, Robert T.; Gruender, Gerhard; Spreckelmeyer, Katja N.			Neural evidence for an association between social proficiency and sensitivity to social reward	SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE																Kohls, Gregor/AAH-6429-2020	Winkler, Lina/0000-0002-7638-2864												1749-5016	1749-5024				MAY	2014	9	5					661	670		10.1093/scan/nst033							WOS:000336489000013	23512930					
J	Brooks, AW; Dai, HC; Schweitzer, ME				Brooks, Alison Wood; Dai, Hengchen; Schweitzer, Maurice E.			I'm Sorry About the Rain! Superfluous Apologies Demonstrate Empathic Concern and Increase Trust	SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE																													1948-5506	1948-5514				MAY	2014	5	4					467	474		10.1177/1948550613506122							WOS:000336438400012						
J	Airagnes, G; Consoli, SM; De Morlhon, O; Galliot, AM; Lemogne, C; Jaury, P				Airagnes, Guillaume; Consoli, Silla M.; De Morlhon, Olivier; Galliot, Anne-Marie; Lemogne, Cedric; Jaury, Philippe			Appropriate training based on Balint groups can improve the empathic abilities of medical students: A preliminary study	JOURNAL OF PSYCHOSOMATIC RESEARCH																Lemogne, Cedric/Q-6091-2019	Lemogne, Cedric/0000-0002-3487-4721												0022-3999	1879-1360				MAY	2014	76	5					426	429		10.1016/j.jpsychores.2014.03.005							WOS:000335123200013	24745786					
J	Roepke, S; Vater, A				Roepke, Stefan; Vater, Aline			Narcissistic Personality Disorder: An Integrative Review of Recent Empirical Data and Current Definitions	CURRENT PSYCHIATRY REPORTS																													1523-3812	1535-1645				MAY	2014	16	5							445	10.1007/s11920-014-0445-0							WOS:000334437700003	24633939					
J	Webb, D; Wong, J				Webb, Dave; Wong, Janine			Exploring Antecedents of Charitable Giving and Their Impact on Subjective Well-Being in Singapore	SOCIAL INDICATORS RESEARCH																	Webb, Dave/0000-0002-6493-6241												0303-8300	1573-0921				MAY	2014	117	1					65	87		10.1007/s11205-013-0331-x							WOS:000334178600004						
J	Preller, KH; Hulka, LM; Vonmoos, M; Jenni, D; Baumgartner, MR; Seifritz, E; Dziobek, I; Quednow, BB				Preller, Katrin H.; Hulka, Lea M.; Vonmoos, Matthias; Jenni, Daniela; Baumgartner, Markus R.; Seifritz, Erich; Dziobek, Isabel; Quednow, Boris B.			Impaired emotional empathy and related social network deficits in cocaine users	ADDICTION BIOLOGY																Preller, Katrin/AAD-8914-2019; Dziobek, isabel/ABB-4928-2020; Quednow, Boris B./A-1666-2008	Quednow, Boris B./0000-0001-7933-2865; Baumgartner, Markus R./0000-0002-0979-931X												1355-6215	1369-1600				MAY	2014	19	3					452	466		10.1111/adb.12070							WOS:000334597500014	23800218					
J	Schurz, M; Radua, J; Aichhorn, M; Richlan, F; Perner, J				Schurz, Matthias; Radua, Joaquim; Aichhorn, Markus; Richlan, Fabio; Perner, Josef			Fractionating theory of mind: A meta-analysis of functional brain imaging studies	NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS																Richlan, Fabio/C-6285-2008; Radua, Joaquim/H-6424-2019	Richlan, Fabio/0000-0001-5373-3425; Radua, Joaquim/0000-0003-1240-5438; Schurz, Matthias/0000-0002-6344-9943												0149-7634	1873-7528				MAY	2014	42						9	34		10.1016/j.neubiorev.2014.01.009							WOS:000336464100002	24486722					
J	Tomova, L; von Dawans, B; Heinrichs, M; Silani, G; Lamm, C				Tomova, L.; von Dawans, B.; Heinrichs, M.; Silani, G.; Lamm, C.			Is stress affecting our ability to tune into others? Evidence for gender differences in the effects of stress on self-other distinction	PSYCHONEUROENDOCRINOLOGY																von Dawans, Bernadette/AAE-8217-2019; Lamm, Claus/B-3357-2014; von Dawans, Bernadette/C-3422-2017	von Dawans, Bernadette/0000-0002-7833-7581; silani, giorgia/0000-0002-4284-3618; Lamm, Claus/0000-0002-5422-0653												0306-4530					MAY	2014	43						95	104		10.1016/j.psyneuen.2014.02.006							WOS:000335097000011	24703175					
