PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Holland, JL								Exploring careers with a typology - What we have learned and some new directions								AMERICAN PSYCHOLOGIST				51	4			397	406		10.1037/0003-066X.51.4.397				APR 1996	1996						103rd Annual Convention of the American-Psychological-Association103rd Annual Convention of the American-Psychological-Association	AUG 11-15, 1995AUG 11-15, 1995	Amer Psychol Assoc; Amer Psychol Assoc, Comm Psychol Tests & AssessmentsAmer Psychol Assoc; Amer Psychol Assoc, Comm Psychol Tests & Assessments	NEW YORK, NYNEW YORK, NY										0003-066X			WOS:A1996UF81000008		
J	HORVATH, AO; GREENBERG, LS					Greenberg, Leslie/0000-0002-2253-2548			DEVELOPMENT AND VALIDATION OF THE WORKING ALLIANCE INVENTORY								JOURNAL OF COUNSELING PSYCHOLOGY				36	2			223	233		10.1037/0022-0167.36.2.223				APR 1989	1989																			0022-0167	1939-2168		WOS:A1989T914800013		
J	KOHUT, H								INTROSPECTION, EMPATHY, AND PSYCHOANALYSIS - AN EXAMINATION OF THE RELATIONSHIP BETWEEN MODE OF OBSERVATION AND THEORY								JOURNAL OF THE AMERICAN PSYCHOANALYTIC ASSOCIATION				7	3			459	483		10.1177/000306515900700304				1959	1959																			0003-0651			WOS:A1959CGL3200004	13672863	
J	LAFFERTY, P; BEUTLER, LE; CRAGO, M								DIFFERENCES BETWEEN MORE AND LESS EFFECTIVE PSYCHOTHERAPISTS - A STUDY OF SELECT THERAPIST VARIABLES								JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY				57	1			76	80		10.1037/0022-006X.57.1.76				FEB 1989	1989																			0022-006X			WOS:A1989T040100012	2925976	
J	LUBORSKY, L; CRITSCHRISTOPH, P; MCLELLAN, AT; WOODY, G; PIPER, W; LIBERMAN, B; IMBER, S; PILKONIS, P				Crits-Christoph, Paul/X-4682-2018	Crits-Christoph, Paul/0000-0001-6858-8451			DO THERAPISTS VARY MUCH IN THEIR SUCCESS - FINDINGS FROM 4 OUTCOME STUDIES								AMERICAN JOURNAL OF ORTHOPSYCHIATRY				56	4			501	512		10.1111/j.1939-0025.1986.tb03483.x				OCT 1986	1986																			0002-9432			WOS:A1986E371300002	3789096	
J	Luborsky, L; McLellan, AT; Diguer, L; Woody, G; Seligman, DA								The psychotherapist matters: Comparison of outcomes across twenty-two therapists and seven patient samples								CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE				4	1			53	65		10.1111/j.1468-2850.1997.tb00099.x				SPR 1997	1997																			0969-5893			WOS:A1997WJ27400006		
J	MALLINCKRODT, B; COBLE, HM; GANTT, DL				Mallinckrodt, Brent/I-3388-2013				ATTACHMENT PATTERNS IN THE PSYCHOTHERAPY RELATIONSHIP - DEVELOPMENT OF THE CLIENT ATTACHMENT TO THERAPIST SCALE								JOURNAL OF COUNSELING PSYCHOLOGY				42	3			307	317		10.1037/0022-0167.42.3.307				JUL 1995	1995																			0022-0167			WOS:A1995RH21800006		
J	MALLINCKRODT, B; GELSO, CJ; ROYALTY, GM				Mallinckrodt, Brent/I-3388-2013				IMPACT OF THE RESEARCH TRAINING ENVIRONMENT AND COUNSELING PSYCHOLOGY STUDENTS HOLLAND PERSONALITY TYPE ON INTEREST IN RESEARCH								PROFESSIONAL PSYCHOLOGY-RESEARCH AND PRACTICE				21	1			26	32		10.1037/0735-7028.21.1.26				FEB 1990	1990																			0735-7028			WOS:A1990CJ62200004		
J	MEHRABIAN, A; EPSTEIN, N								MEASURE OF EMOTIONAL EMPATHY								JOURNAL OF PERSONALITY				40	4			525	543		10.1111/j.1467-6494.1972.tb00078.x				1972	1972																			0022-3506	1467-6494		WOS:A1972O315600003	4642390	
J	MILLER, KI; STIFF, JB; ELLIS, BH								COMMUNICATION AND EMPATHY AS PRECURSORS TO BURNOUT AMONG HUMAN-SERVICE WORKERS								COMMUNICATION MONOGRAPHS				55	3			250	265		10.1080/03637758809376171				SEP 1988	1988																			0363-7751			WOS:A1988Q166500004		
J	MILLER, WR; TAYLOR, CA; WEST, JC								FOCUSED VERSUS BROAD-SPECTRUM BEHAVIOR-THERAPY FOR PROBLEM DRINKERS								JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY				48	5			590	601		10.1037/0022-006X.48.5.590				1980	1980																			0022-006X			WOS:A1980KK78800005	7410657	
J	ROGERS, CR								THE NECESSARY AND SUFFICIENT CONDITIONS OF THERAPEUTIC PERSONALITY-CHANGE								JOURNAL OF CONSULTING PSYCHOLOGY				21	2			95	103		10.1037/0022-006X.60.6.827				1957	1957																						WOS:A1957CBB1500001		
J	TINSLEY, DJ; TINSLEY, HEA; BOONE, S; CRYSTAL, SL								PREDICTION OF SCIENTIST-PRACTITIONER BEHAVIOR USING PERSONALITY SCORES OBTAINED DURING GRADUATE-SCHOOL								JOURNAL OF COUNSELING PSYCHOLOGY				40	4			511	517						OCT 1993	1993																			0022-0167			WOS:A1993MB51800016		
J	YOUNISS, R; LORR, M; STEFIC, E								MOTIVATIONAL PATTERNS AMONG 3 GROUPS OF PSYCHOLOGISTS								PROFESSIONAL PSYCHOLOGY-RESEARCH AND PRACTICE				16	4			581	584		10.1037/0735-7028.16.4.581				1985	1985																			0735-7028			WOS:A1985ANQ1300018		
