PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	GELLER, PA; HOBFOLL, SE								GENDER DIFFERENCES IN JOB STRESS, TEDIUM AND SOCIAL SUPPORT IN THE WORKPLACE								JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS				11	4			555	572		10.1177/0265407594114004				NOV 1994	1994																			0265-4075			WOS:A1994PP03400004		
J	GRISSETT, NI; NORVELL, NK								PERCEIVED SOCIAL SUPPORT, SOCIAL SKILLS, AND QUALITY OF RELATIONSHIPS IN BULIMIC WOMEN								JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY				60	2			293	299		10.1037/0022-006X.60.2.293				APR 1992	1992						1990 ANNUAL MEETING OF THE AMERICAN PSYCHOLOGICAL ASSOC1990 ANNUAL MEETING OF THE AMERICAN PSYCHOLOGICAL ASSOC	AUG, 1990AUG, 1990	AMER PSYCHOL ASSOCAMER PSYCHOL ASSOC	BOSTON, MABOSTON, MA										0022-006X			WOS:A1992HM68200018	1592960	
J	HAZAN, C; SHAVER, P								ROMANTIC LOVE CONCEPTUALIZED AS AN ATTACHMENT PROCESS								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				52	3			511	524		10.1037/0022-3514.52.3.511				MAR 1987	1987																			0022-3514			WOS:A1987G332800006	3572722	
J	HIRSCH, BJ								PSYCHOLOGICAL DIMENSIONS OF SOCIAL NETWORKS - MULTIMETHOD ANALYSIS								AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY				7	3			263	277		10.1007/BF00890691				1979	1979																			0091-0562			WOS:A1979HA44300002		
J	HOFFMAN, MA								SOCIAL SUPPORT AND SELF-ESTEEM IN ADOLESCENCE								JOURNAL OF YOUTH AND ADOLESCENCE				17	4			307	316		10.1007/BF01537672				AUG 1988	1988																			0047-2891			WOS:A1988Q719600003	24277649	
J	KEELAN, JPR; DION, KL; DION, KK								ATTACHMENT STYLE AND HETEROSEXUAL RELATIONSHIPS AMONG YOUNG-ADULTS - A SHORT-TERM PANEL STUDY								JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS				11	2			201	214		10.1177/0265407594112003				MAY 1994	1994																			0265-4075			WOS:A1994NK19000003		
J	KRAUS, LA; BAZZINI, D; DAVIS, MH; CHURCH, M; KIRCHMAN, CM								PERSONAL AND SOCIAL INFLUENCES ON LONELINESS - THE MEDIATING EFFECT OF SOCIAL PROVISIONS								SOCIAL PSYCHOLOGY QUARTERLY				56	1			37	53		10.2307/2786644				MAR 1993	1993																			0190-2725			WOS:A1993KU28600004		
J	Lakey, B; McCabe, KM; Fisicaro, SA; Drew, JB								Environmental and personal determinants of support perceptions: Three generalizability studies								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				70	6			1270	1280		10.1037/0022-3514.70.6.1270				JUN 1996	1996																			0022-3514			WOS:A1996UQ67300014	8667167	
J	LAKEY, B; CASSADY, PB								COGNITIVE-PROCESSES IN PERCEIVED SOCIAL SUPPORT								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				59	2			337	343		10.1037/0022-3514.59.2.337				AUG 1990	1990																			0022-3514	1939-1315		WOS:A1990DU92900016		
J	LAKEY, B; MOINEAU, S; DREW, JB								PERCEIVED SOCIAL SUPPORT AND INDIVIDUAL-DIFFERENCES IN THE INTERPRETATION AND RECALL OF SUPPORTIVE BEHAVIORS								JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY				11	4			336	348		10.1521/jscp.1992.11.4.336				WIN 1992	1992																			0736-7236			WOS:A1992KJ13400002		
J	MALLOY, TE; KENNY, DA								THE SOCIAL-RELATIONS MODEL - AN INTEGRATIVE METHOD FOR PERSONALITY-RESEARCH								JOURNAL OF PERSONALITY				54	1			199	225		10.1111/j.1467-6494.1986.tb00393.x				MAR 1986	1986																			0022-3506			WOS:A1986C023600006		
J	PIERCE, GR; SARASON, BR; SARASON, IG								GENERAL AND SPECIFIC SUPPORT EXPECTATIONS AND STRESS AS PREDICTORS OF PERCEIVED SUPPORTIVENESS - AN EXPERIMENTAL-STUDY								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				63	2			297	307		10.1037/0022-3514.63.2.297				AUG 1992	1992																			0022-3514			WOS:A1992JH48100010	1403618	
J	PIERCE, GR; SARASON, IG; SARASON, BR								GENERAL AND RELATIONSHIP-BASED PERCEPTIONS OF SOCIAL SUPPORT - ARE 2 CONSTRUCTS BETTER THAN ONE								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				61	6			1028	1039		10.1037/0022-3514.61.6.1028				DEC 1991	1991																			0022-3514			WOS:A1991GU11400016	1774625	
J	PROCIDANO, ME; HELLER, K								MEASURES OF PERCEIVED SOCIAL SUPPORT FROM FRIENDS AND FROM FAMILY - 3 VALIDATION STUDIES								AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY				11	1			1	24		10.1007/BF00898416				1983	1983																			0091-0562	1573-2770		WOS:A1983QC77400001	6837532	
J	RADLOFF L S								THE CENTER FOR EPIDEMIOLOGIC STUDIES DEPRESSION SCALE A SELF REPORT DEPRESSION SCALE FOR RESEARCH IN THE GENERAL POPULATION								Applied Psychological Measurement				1	3			385	401		10.1177/014662167700100306				1977	1977																			0146-6216			BCI:BCI197713092584		
J	ROSS, RR; ALTMAIER, EM; RUSSELL, DW				Russell, Daniel/A-7559-2013	Russell, Daniel/0000-0003-2264-861X			JOB STRESS, SOCIAL SUPPORT, AND BURNOUT AMONG COUNSELING-CENTER STAFF								JOURNAL OF COUNSELING PSYCHOLOGY				36	4			464	470		10.1037/0022-0167.36.4.464				OCT 1989	1989																			0022-0167			WOS:A1989AT47100011		
J	RUSSELL, D; CUTRONA, CE; ROSE, J; YURKO, K				Russell, Daniel/A-7559-2013; Cutrona, Carolyn E/A-4870-2013	Russell, Daniel/0000-0003-2264-861X; 			SOCIAL AND EMOTIONAL LONELINESS - AN EXAMINATION OF WEISS TYPOLOGY OF LONELINESS								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				46	6			1313	1321		10.1037/0022-3514.46.6.1313				1984	1984																			0022-3514			WOS:A1984SX86900011	6737214	
J	RUSSELL, D; PEPLAU, LA; CUTRONA, CE				Russell, Daniel/A-7559-2013; Cutrona, Carolyn E/A-4870-2013	Russell, Daniel/0000-0003-2264-861X; 			THE REVISED UCLA LONELINESS SCALE - CONCURRENT AND DISCRIMINANT VALIDITY EVIDENCE								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				39	3			472	480		10.1037/0022-3514.39.3.472				1980	1980																			0022-3514			WOS:A1980KH70600010	7431205	
J	RUSSELL, DW; ALTMAIER, E; VANVELZEN, D				Russell, Daniel/A-7559-2013	Russell, Daniel/0000-0003-2264-861X			JOB-RELATED STRESS, SOCIAL SUPPORT, AND BURNOUT AMONG CLASSROOM TEACHERS								JOURNAL OF APPLIED PSYCHOLOGY				72	2			269	274		10.1037/0021-9010.72.2.269				MAY 1987	1987																			0021-9010			WOS:A1987H119300012	3583979	
J	Russell, DW				Russell, Daniel/A-7559-2013	Russell, Daniel/0000-0003-2264-861X			UCLA Loneliness Scale (Version 3): Reliability, validity, and factor structure								JOURNAL OF PERSONALITY ASSESSMENT				66	1			20	40		10.1207/s15327752jpa6601_2				FEB 1996	1996																			0022-3891	1532-7752		WOS:A1996TQ29300002	8576833	
J	SARASON, IG; SARASON, BR; SHEARIN, EN								SOCIAL SUPPORT AS AN INDIVIDUAL DIFFERENCE VARIABLE - ITS STABILITY, ORIGINS, AND RELATIONAL ASPECTS								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				50	4			845	855		10.1037/0022-3514.50.4.845				APR 1986	1986																			0022-3514			WOS:A1986A906500025		
J	SARASON, IG; LEVINE, HM; BASHAM, RB; SARASON, BR								ASSESSING SOCIAL SUPPORT - THE SOCIAL SUPPORT QUESTIONNAIRE								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				44	1			127	139		10.1037/0022-3514.44.1.127				1983	1983																			0022-3514	1939-1315		WOS:A1983PY32000011		
J	SARASON, IG; PIERCE, GR; SARASON, BR								SOCIAL SUPPORT AND INTERACTIONAL PROCESSES - A TRIADIC HYPOTHESIS								JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS				7	4			495	506		10.1177/0265407590074006				NOV 1990	1990																			0265-4075			WOS:A1990EG83200006		
J	SCALISE, JJ; GINTER, EJ; GERSTEIN, LH								A MULTIDIMENSIONAL LONELINESS MEASURE - THE LONELINESS RATING-SCALE (LRS)								JOURNAL OF PERSONALITY ASSESSMENT				48	5			525	530		10.1207/s15327752jpa4805_12				1984	1984																			0022-3891			WOS:A1984TQ49300012	16367513	
J	SIMPSON, JA					Simpson, Jeff/0000-0003-1899-2493			INFLUENCE OF ATTACHMENT STYLES ON ROMANTIC RELATIONSHIPS								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				59	5			971	980		10.1037/0022-3514.59.5.971				NOV 1990	1990																			0022-3514			WOS:A1990EH76200012		
J	VAUX, A; HARRISON, D								SUPPORT NETWORK CHARACTERISTICS ASSOCIATED WITH SUPPORT SATISFACTION AND PERCEIVED SUPPORT								AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY				13	3			245	268		10.1007/BF00914932				1985	1985																			0091-0562			WOS:A1985ALG3500002		
