PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Gungordu, N; Hernandez-Reif, M				Gungordu, Nahide; Hernandez-Reif, Maria			Sibling relationship dynamics relates to young adults' empathic responding	JOURNAL OF FAMILY STUDIES																	gungordu, nahide/0000-0003-0613-8222												1322-9400	1839-3543															10.1080/13229400.2020.1753560		APR 2020					WOS:000527667400001						
J	Luchsinger, A				Luchsinger, Alex			The Allure of ISIS: Media Effects on Empathy, Attitudes, and Behavioral Intention	JOURNAL OF MEDIA AND RELIGION																													1534-8423	1534-8415				APR 2	2020	19	2					60	74		10.1080/15348423.2020.1774255							WOS:000591841700003						
J	Doba, K; Nandrino, JL				Doba, Karyn; Nandrino, Jean-Louis			Cognitive and Emotional Empathy in Anorexia Nervosa The Role of Attachment Insecurity, Intrapersonal, and Interpersonal Emotional Competences	JOURNAL OF NERVOUS AND MENTAL DISEASE																													0022-3018	1539-736X				APR	2020	208	4					312	318		10.1097/NMD.0000000000001130							WOS:000534351600009	32221186					
J	Han, XC; Gelfand, MJ; Wu, B; Zhang, T; Li, WX; Gao, TY; Pang, CY; Wu, TY; Zhou, YQ; Zhou, S; Wu, XH; Han, SH				Han, Xiaochun; Gelfand, Michele J.; Wu, Bing; Zhang, Ting; Li, Wenxin; Gao, Tianyu; Pang, Chenyu; Wu, Taoyu; Zhou, Yuqing; Zhou, Shuai; Wu, Xinhuai; Han, Shihui			A neurobiological association of revenge propensity during intergroup conflict	ELIFE																Gao, Tianyu/AAP-5068-2020	Li, Wenxin/0000-0003-1744-7792; Gao, Tianyu/0000-0003-1766-6397												2050-084X					MAR 3	2020	9								e52014	10.7554/eLife.52014							WOS:000518825100001	32122462					
J	Mohammadi, B; Szycik, GR; te Wildt, B; Heldmann, M; Samii, A; Munte, TF				Mohammadi, Bahram; Szycik, Gregor R.; te Wildt, Bert; Heldmann, Marcus; Samii, Amir; Muente, Thomas F.			Structural brain changes in young males addicted to video-gaming	BRAIN AND COGNITION																													0278-2626	1090-2147				MAR	2020	139								105518	10.1016/j.bandc.2020.105518							WOS:000513075500006	31954233					
J	Stewart, C; Lawrence, S				Stewart, Chris; Lawrence, Shawn			A multi-dimensional exploration of spirituality to empathy	JOURNAL OF SPIRITUALITY IN MENTAL HEALTH																													1934-9637	1934-9645															10.1080/19349637.2020.1732266		FEB 2020					WOS:000515485300001						
J	Baldner, C; Di Santo, D; Talamo, A; Pierro, A				Baldner, Conrad; Di Santo, Daniela; Talamo, Alessandra; Pierro, Antonio			Sympathy as knowledge of the other in need: An investigation into the roles of need for closure and the moral foundations on sympathy toward immigrants	JOURNAL OF APPLIED SOCIAL PSYCHOLOGY																Talamo, Alessandra/O-1099-2013; Baldner, Conrad/P-4305-2014; Baldner, Conrad/ABB-3457-2020	Baldner, Conrad/0000-0003-0168-6617; Baldner, Conrad/0000-0003-0168-6617												0021-9029	1559-1816				APR	2020	50	4					240	252		10.1111/jasp.12654		FEB 2020					WOS:000514487900001						
J	Peveretou, F; Radke, S; Derntl, B; Habel, U				Peveretou, Foteini; Radke, Sina; Derntl, Birgit; Habel, Ute			A Short Empathy Paradigm to Assess Empathic Deficits in Schizophrenia	BEHAVIORAL SCIENCES																														2076-328X				FEB	2020	10	2							41	10.3390/bs10020041							WOS:000519614000009	31991547					
J	Stockdale, LA; Coyne, SM				Stockdale, Laura A.; Coyne, Sarah M.			Bored and online: Reasons for using social media, problematic social networking site use, and behavioral outcomes across the transition from adolescence to emerging adulthood	JOURNAL OF ADOLESCENCE																													0140-1971	1095-9254				FEB	2020	79						173	183		10.1016/j.adolescence.2020.01.010							WOS:000518493200018	31978836					
J	Fabi, S; Weber, LA; Leuthold, H				Fabi, Sarah; Weber, Lydia Anna; Leuthold, Hartmut			Empathic concern and personal distress depend on situational but not dispositional factors	PLOS ONE																													1932-6203					NOV 14	2019	14	11							e0225102	10.1371/journal.pone.0225102							WOS:000532764500053	31725812					
J	Zhao, XD; Li, XJ; Song, YM; Shi, WD				Zhao, Xudong; Li, Xiujun; Song, Youming; Shi, Wendian			Autistic Traits and Prosocial Behaviour in the General Population: Test of the Mediating Effects of Trait Empathy and State Empathic Concern	JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS																	Zhao, Xudong/0000-0001-6432-6630; Shi, Wendian/0000-0003-3605-0782												0162-3257	1573-3432				OCT	2019	49	10					3925	3938		10.1007/s10803-018-3745-0							WOS:000487027200001	30203310					
J	Campagna, RL; Mislin, AA; Bottom, WP				Campagna, Rachel L.; Mislin, Alexandra A.; Bottom, William P.			Motivated by guilt and low felt trust: The impact of negotiators' anger expressions on the implementation of negotiated agreements	JOURNAL OF BEHAVIORAL DECISION MAKING																													0894-3257	1099-0771				OCT	2019	32	4					450	470		10.1002/bdm.2119							WOS:000487069600006						
J	Cerniglia, L; Bartolomeo, L; Capobianco, M; Lo Russo, SLM; Festucci, F; Tambelli, R; Adriani, W; Cimino, S				Cerniglia, Luca; Bartolomeo, Letizia; Capobianco, Micaela; Lo Russo, Sara Lucia M.; Festucci, Fabiana; Tambelli, Renata; Adriani, Walter; Cimino, Silvia			Intersections and Divergences Between Empathizing and Mentalizing: Development, Recent Advancements by Neuroimaging and the Future of Animal Modeling	FRONTIERS IN BEHAVIORAL NEUROSCIENCE																tambelli, renata/AAB-3477-2019													1662-5153					SEP 13	2019	13								212	10.3389/fnbeh.2019.00212							WOS:000485699200001	31572143					
J	Boin, J; Voci, A				Boin, Jessica; Voci, Alberto			QUIET EGO AND NOISY EGO: A USEFUL DISTINCTION IN THE INVESTIGATION OF INDIVIDUAL WELL-BEING AND INTERGROUP RELATIONS	TPM-TESTING PSYCHOMETRICS METHODOLOGY IN APPLIED PSYCHOLOGY																	Boin, Jessica/0000-0001-6141-1274												1972-6325					SEP	2019	26	3			SI		347	362		10.4473/TPM26.3.2							WOS:000510663200003						
J	Zerbini, C; Vergura, DT; Latusi, S				Zerbini, Cristina; Vergura, Donata Tania; Latusi, Sabrina			A new model to predict consumers' willingness to buy fair-trade products	FOOD RESEARCH INTERNATIONAL																	Vergura, Donata Tania/0000-0002-9206-2166; Zerbini, Cristina/0000-0002-0685-6411												0963-9969	1873-7145				AUG	2019	122						167	173		10.1016/j.foodres.2019.04.008							WOS:000473379200019	31229069					
J	Mesurado, B; Guerra, P; De Sanctis, F; Rodriguez, LM				Mesurado, Belen; Guerra, Paulina; De Sanctis, Florencia; Marcelo Rodriguez, Lucas			Validation of the Spanish version of the Prosocial Behavior toward Different Targets Scale	INTERNATIONAL SOCIAL WORK																Mesurado, Belen/AAR-9128-2020	Mesurado, Belen/0000-0002-5907-5854												0020-8728	1461-7234														0020872819858738	10.1177/0020872819858738		JUL 2019					WOS:000478319600001						
J	Zerbini, C; Vergura, DT; Luceri, B				Zerbini, Cristina; Vergura, Donata Tania; Luceri, Beatrice			How fair-trade claims and emotional empathy affect the consumer's propensity to buy fair chocolate?	BRITISH FOOD JOURNAL																													0007-070X	1758-4108				JUL 1	2019	121	7					1605	1613		10.1108/BFJ-07-2018-0417							WOS:000479272600012						
J	Popan, JR; Coursey, L; Acosta, J; Kenworthy, J				Popan, Jason R.; Coursey, Lauren; Acosta, Jesse; Kenworthy, Jared			Testing the effects of incivility during internet political discussion on perceptions of rational argument and evaluations of a political outgroup	COMPUTERS IN HUMAN BEHAVIOR																													0747-5632	1873-7692				JUL	2019	96						123	132		10.1016/j.chb.2019.02.017							WOS:000469905800013						
J	Li, WX; Han, SH				Li, Wenxin; Han, Shihui			Behavioral and electctrophysiological evidence for enhanced sensitivity to subtle variations of pain expressions of same-race than other-race faces	NEUROPSYCHOLOGIA																	Li, Wenxin/0000-0003-1744-7792												0028-3932	1873-3514				JUN	2019	129						302	309		10.1016/j.neuropsychologia.2019.04.008							WOS:000493911900031	31004690					
J	McFarland, DC				McFarland, Daniel C.			Less direct patient care delivered by medical trainees by the end of a hematology-oncology ward rotation: Association with empathy and related factors	PSYCHO-ONCOLOGY																	McFarland, Daniel/0000-0002-5500-1591												1057-9249	1099-1611				JUN	2019	28	6					1342	1348		10.1002/pon.5089							WOS:000470763500020	30970150					
J	Katz, H; Blekher, M; Bosch, DA				Katz, Hagai; Blekher, Maria; Bosch, David A.			It Is All About Control: Understanding Reluctance to Register for Organ Donation	NONPROFIT AND VOLUNTARY SECTOR QUARTERLY																	Katz, Hagai/0000-0003-4750-0347												0899-7640	1552-7395				JUN	2019	48	3					665	680		10.1177/0899764018807755							WOS:000468339900010						
J	Rodriguez, CM; Silvia, PJ; Gaskin, RE				Rodriguez, Christina M.; Silvia, Paul J.; Gaskin, Regan E.			Predicting Maternal and Paternal Parent-Child Aggression Risk: Longitudinal Multimethod Investigation Using Social Information Processing Theory	PSYCHOLOGY OF VIOLENCE																	Rodriguez, Christina/0000-0002-5090-0707												2152-0828	2152-081X				MAY	2019	9	3					370	382		10.1037/vio0000115							WOS:000466854100013	31131149					
J	Distel, AP				Distel, Andreas P.			Unveiling the Microfoundations of Absorptive Capacity: A Study of Coleman's Bathtub Model	JOURNAL OF MANAGEMENT																													0149-2063	1557-1211				MAY	2019	45	5					2014	2044		10.1177/0149206317741963							WOS:000465132700009						
J	Bae, J; Park, HH; Koo, DM				Bae, Joonheui; Park, Hyun-Hee; Koo, Dong-Mo			Perceived CSR initiatives and intention to purchase game items: The motivational mechanism of self-esteem and compassion	INTERNET RESEARCH																Bae, Joonheui/AAG-3793-2019													1066-2243					APR 1	2019	29	2			SI		329	348		10.1108/INTR-11-2017-0469							WOS:000464757500004						
J	Louis, WR; Thomas, E; Chapman, CM; Achia, T; Wibisono, S; Mirnajafi, Z; Droogendyk, L				Louis, Winnifred R.; Thomas, Emma; Chapman, Cassandra M.; Achia, Tulsi; Wibisono, Susilo; Mirnajafi, Zahra; Droogendyk, Lisa			Emerging research on intergroup prosociality: Group members' charitable giving, positive contact, allyship, and solidarity with others	SOCIAL AND PERSONALITY PSYCHOLOGY COMPASS																Chapman, Cassandra M./Q-3768-2016; Louis, Winnifred/A-1968-2008	Chapman, Cassandra M./0000-0002-8488-6106; Louis, Winnifred/0000-0003-2996-982X; Thomas, Emma F./0000-0001-8664-9748; Wibisono, Susilo/0000-0001-7722-8116; Achia, Tulsi/0000-0002-8744-0417													1751-9004				MAR	2019	13	3							e12436	10.1111/spc3.12436							WOS:000461842400002						
J	Chun, R				Chun, Rosa			How Virtuous Global Firms Say They Are: A Content Analysis of Ethical Values	JOURNAL OF BUSINESS ETHICS																													0167-4544	1573-0697				MAR	2019	155	1					57	73		10.1007/s10551-017-3525-3							WOS:000459795600005						
J	Parchomiuk, M				Parchomiuk, Monika			Teacher Empathy and Attitudes Towards Individuals with Disabilities	INTERNATIONAL JOURNAL OF DISABILITY DEVELOPMENT AND EDUCATION																													1034-912X	1465-346X				JAN 2	2019	66	1					56	69		10.1080/1034912X.2018.1460654							WOS:000454588400004						
B	Vorauer, JD				Vorauer, JD			Empathy and Concern with Negative Evaluation in Intergroup Relations: Implications for Designing Effective Interventions	EMPATHY AND CONCERN WITH NEGATIVE EVALUATION IN INTERGROUP RELATIONS: IMPLICATIONS FOR DESIGNING EFFECTIVE INTERVENTIONS																															978-1-108-71310-8				2019							1	64		10.1017/9781108614924							WOS:000588272000007						
J	Mukherjee, K; Upadhyay, D				Mukherjee, Kanchan; Upadhyay, Divya			Y Effect of mental construals on cooperative and competitive conflict management styles	INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT																													1044-4068	1758-8545					2019	30	2					202	226		10.1108/IJCMA-11-2017-0136							WOS:000469809200003						
J	Zoghbi-Manrique-de-Lara, P; Viera-Armas, M				Zoghbi-Manrique-de-Lara, Pablo; Viera-Armas, Mercedes			Does Ethical Leadership Motivate Followers to Participate in Delivering Compassion?	JOURNAL OF BUSINESS ETHICS																Zoghbi-Manrique-de-Lara, Pablo/C-6039-2011	Zoghbi-Manrique-de-Lara, Pablo/0000-0001-8056-0988												0167-4544	1573-0697				JAN	2019	154	1					195	210		10.1007/s10551-017-3454-1							WOS:000455147800013						
J	Fu, XY; Padilla-Walker, LM				Fu, Xinyuan; Padilla-Walker, Laura M.			It's Much More Than Money! Relations Between Adolescents' Financial Entitlement and Behavioral Outcomes	JOURNAL OF EARLY ADOLESCENCE																													0272-4316	1552-5449				JAN	2019	39	1					28	40		10.1177/0272431617725195							WOS:000452272900002						
J	Zoghbi-Manrique-de-Lara, P; Guerra-Baez, RM				Zoghbi-Manrique-de-Lara, Pablo; Guerra-Baez, Rita M.			A Study of Why Anomic Employees Harm Co-workers: Do Uncompassionate Feelings Matter?	JOURNAL OF BUSINESS ETHICS																Zoghbi-Manrique-de-Lara, Pablo/C-6039-2011	Zoghbi-Manrique-de-Lara, Pablo/0000-0001-8056-0988												0167-4544	1573-0697				NOV	2018	152	4			SI		1117	1132		10.1007/s10551-016-3313-5							WOS:000449118700015						
J	Sterkenburg, PS; Vacaru, VS				Sterkenburg, P. S.; Vacaru, V. S.			The effectiveness of a serious game to enhance empathy for care workers for people with disabilities: A parallel randomized controlled trial	DISABILITY AND HEALTH JOURNAL																Sterkenburg, Paula/AAW-1828-2020	Sterkenburg, Paula/0000-0001-6014-7539												1936-6574	1876-7583				OCT	2018	11	4					576	582		10.1016/j.dhjo.2018.03.003							WOS:000446518000013	29650348					
J	Padilla-Walker, LM; Carlo, G; Memmott-Elison, MK				Padilla-Walker, Laura M.; Carlo, Gustavo; Memmott-Elison, Madison K.			Longitudinal Change in Adolescents' Prosocial Behavior Toward Strangers, Friends, and Family	JOURNAL OF RESEARCH ON ADOLESCENCE																Carlo, Gustavo/AAN-6177-2020; Memmott-Elison, Madison/K-9847-2019	Carlo, Gustavo/0000-0002-4967-241X; 												1050-8392	1532-7795				SEP	2018	28	3			SI		698	710		10.1111/jora.12362							WOS:000441966200011	29144027					
J	Padilla-Walker, LM; Memmott-Elison, MK; Nielson, MG				Padilla-Walker, Laura M.; Memmott-Elison, Madison K.; Nielson, Matthew G.			Longitudinal Change in High-Cost Prosocial Behaviors of Defending and Including during the Transition to Adulthood	JOURNAL OF YOUTH AND ADOLESCENCE																Memmott-Elison, Madison/K-9847-2019													0047-2891	1573-6601				SEP	2018	47	9					1853	1865		10.1007/s10964-018-0875-9							WOS:000441945800005	29942985					
J	Tsang, SJ				Tsang, Stephanie Jean			Empathy and the Hostile Media Phenomenon	JOURNAL OF COMMUNICATION																Tsang, Stephanie Jean/AAW-2777-2020	Tsang, Stephanie Jean/0000-0002-4741-1873												0021-9916	1460-2466				AUG	2018	68	4					809	829		10.1093/joc/jqy031							WOS:000449503700011						
J	Jorgensen, NA; Nelson, LJ				Jorgensen, Nathan A.; Nelson, Larry J.			Moving toward and away from others: Social orientations in emerging adulthood	JOURNAL OF APPLIED DEVELOPMENTAL PSYCHOLOGY																													0193-3973	1873-7900				JUL-SEP	2018	58						66	76		10.1016/j.appdev.2018.09.001							WOS:000447817200008						
J	Luo, SY; Zhang, X				Luo, Siyang; Zhang, Xiao			Empathy in female submissive BDSM practitioners	NEUROPSYCHOLOGIA																													0028-3932	1873-3514				JUL	2018	116		A		SI		44	51		10.1016/j.neuropsychologia.2017.01.027							WOS:000443791400006	28126624					
J	Manarte, L; Andrade, AR				Manarte, Lucas; Andrade, Antonio Ramos			Comparative Analysis and Validation of the Portuguese Version of the Interpersonal Reactivity Index	PSILOGOS																	Manarte, Lucas/0000-0002-9771-8179												1646-091X	2182-3146				JUN	2018	16	1					45	59		10.25752/psi.14905							WOS:000555011600005						
J	Hortensius, R; Neyret, S; Slater, M; de Gelder, B				Hortensius, Ruud; Neyret, Solene; Slater, Mel; de Gelder, Beatrice			The relation between bystanders' behavioral reactivity to distress and later helping behavior during a violent conflict in virtual reality	PLOS ONE																Slater, Mel/M-5210-2014; Neyret, Solene/ABC-7775-2020	Slater, Mel/0000-0002-6223-0050; Hortensius, Ruud/0000-0002-5279-6202												1932-6203					APR 19	2018	13	4							e0196074	10.1371/journal.pone.0196074							WOS:000430446800079	29672638					
J	Davis, AC; Leppanen, W; Mularczyk, KP; Bedard, T; Stroink, ML				Davis, Adam C.; Leppanen, Wendy; Mularczyk, Kimberly P.; Bedard, Theresia; Stroink, Mirella L.			Systems Thinkers Express an Elevated Capacity for the Allocentric Components of Cognitive and Affective Empathy	SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE																													1092-7026	1099-1743				MAR-APR	2018	35	2					216	229		10.1002/sres.2475							WOS:000427488400005						
J	Faulkner, N				Faulkner, Nicholas			"Put Yourself in Their Shoes": Testing Empathy's Ability to Motivate Cosmopolitan Behavior	POLITICAL PSYCHOLOGY																													0162-895X	1467-9221				FEB	2018	39	1					217	228		10.1111/pops.12411							WOS:000423102600012						
J	Israelashvili, J; Karniol, R				Israelashvili, Jacob; Karniol, Rachel			Testing alternative models of dispositional empathy: The Affect-to-Cognition (ACM) versus the Cognition-to-Affect (CAM) model	PERSONALITY AND INDIVIDUAL DIFFERENCES																	Israelashvili, Jacob/0000-0003-1289-223X												0191-8869					JAN 15	2018	121						161	169		10.1016/j.paid.2017.09.036							WOS:000416187000026						
B	Kim, BJ; Kim, TH; Jeon, SG		Titrek, O; Zembrzuska, A; SezenGultekin, G		Kim, Byung-Jik; Kim, Tae-Hyun; Jeon, Sang-Gil			A Multilevel-Analysis on How Transformational Leadership Enhances Team Creativity: Sequential Mediating Effect of Employee's Psychological Safety and Creativity	4TH INTERNATIONAL CONFERENCE ON LIFELONG LEARNING AND LEADERSHIP FOR ALL (ICLEL 2018)					4th International Conference on Lifelong Education and Leadership for All (ICLEL)	JUL 03-05, 2018	Univ Lower Silesia, Wroclaw, POLAND	Sakarya Univ, Thomson Reuters, ERIC	Univ Lower Silesia																						978-605-66495-3-0				2018							688	703									WOS:000464906100077						
J	Johnston, C; Williamson, D; Noyes, A; Stewart, K; Weiss, MD				Johnston, Charlotte; Williamson, David; Noyes, Amira; Stewart, Kurtis; Weiss, Margaret D.			Parent and Child ADHD Symptoms in Relation to Parental Attitudes and Parenting: Testing the Similarity-Fit Hypothesis	JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY																Weiss, Margaret/L-8514-2013	Weiss, Margaret/0000-0001-8153-8213; Noyes, Amira/0000-0003-2254-4570; Stewart, Kurtis/0000-0003-3730-9733												1537-4416	1537-4424					2018	47			1			S127	S136		10.1080/15374416.2016.1169538							WOS:000453918200011	27359250					
J	Sun, BH; Luo, ZB; Zhang, WW; Li, WJ; Li, XY				Sun, Binghai; Luo, Zhenbing; Zhang, Wenwen; Li, Weijian; Li, Xinyu			Age-related differences in affective and cognitive empathy: self-report and performance-based evidence	AGING NEUROPSYCHOLOGY AND COGNITION																	Li, Xinyu/0000-0002-3828-0971												1382-5585	1744-4128					2018	25	5					655	672		10.1080/13825585.2017.1360835							WOS:000441990300003	28774223					
J	Fry, BN; Runyan, JD				Fry, Brian N.; Runyan, Jason D.			Teaching empathic concern and altruism in the smartphone age	JOURNAL OF MORAL EDUCATION																													0305-7240	1465-3877					2018	47	1					1	16		10.1080/03057240.2017.1374932							WOS:000430078700001						
J	Rupp, CI; Derntl, B; Osthaus, F; Kemmler, G; Fleischhacker, WW				Rupp, Claudia I.; Derntl, Birgit; Osthaus, Friederike; Kemmler, Georg; Fleischhacker, W. Wolfgang			Impact of Social Cognition on Alcohol Dependence Treatment Outcome: Poorer Facial Emotion Recognition Predicts Relapse/Dropout	ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH																	Derntl, Birgit/0000-0003-0133-4486												0145-6008	1530-0277				DEC	2017	41	12					2197	2206		10.1111/acer.13522							WOS:000416832600020	28992398					
J	McFarland, DC; Roth, A				McFarland, Daniel C.; Roth, Andrew			Resilience of internal medicine house staff and its association with distress and empathy in an oncology setting	PSYCHO-ONCOLOGY																	McFarland, Daniel/0000-0002-5500-1591												1057-9249	1099-1611				OCT	2017	26	10					1519	1525		10.1002/pon.4165							WOS:000417434300014	27218428					
J	Paiva, A; Leite, I; Boukricha, H; Wachsmuth, I				Paiva, Ana; Leite, Iolanda; Boukricha, Hana; Wachsmuth, Ipke			Empathy in Virtual Agents and Robots: A Survey	ACM TRANSACTIONS ON INTERACTIVE INTELLIGENT SYSTEMS																Paiva, Ana/B-9900-2011	Paiva, Ana/0000-0003-3998-5188; Wachsmuth, Ipke/0000-0002-4786-5189												2160-6455	2160-6463				OCT	2017	7	3							11	10.1145/2912150							WOS:000414322200002						
J	Ruckstaetter, J; Sells, J; Newmeyer, MD; Zink, D				Ruckstaetter, Jeremy; Sells, James; Newmeyer, Mark D.; Zink, Daniel			Parental Apologies, Empathy, Shame, Guilt, and Attachment: A Path Analysis	JOURNAL OF COUNSELING AND DEVELOPMENT																													0748-9633	1556-6676				OCT	2017	95	4					389	400		10.1002/jcad.12154							WOS:000410816200003						
J	Massey, SH; Decety, J; Wisner, KL; Wakschlag, LS				Massey, Suena H.; Decety, Jean; Wisner, Katherine L.; Wakschlag, Lauren S.			Specification of Change Mechanisms in Pregnant Smokers for Malleable Target Identification: A Novel Approach to a Tenacious Public Health Problem	FRONTIERS IN PUBLIC HEALTH																	Wisner, Katherine/0000-0003-3458-5986													2296-2565				SEP 19	2017	5								239	10.3389/fpubh.2017.00239							WOS:000410984000001	28975128					
J	Aboul-Ela, GMBE				Aboul-Ela, Ghadeer Mohamed Badr ElDin			Reflections on Workplace Compassion and Job Performance	JOURNAL OF HUMAN VALUES																													0971-6858	0973-0737				SEP	2017	23	3					234	243		10.1177/0971685817713285							WOS:000423873100008						
J	Baly, A; Butler, S				Baly, Andrew; Butler, Stephen			Empathy deficits and adolescent sexual offending: A systematic review of the evidence base	AGGRESSION AND VIOLENT BEHAVIOR																	Butler, Stephen/0000-0002-2072-5338												1359-1789	1873-6335				SEP-OCT	2017	36						81	97		10.1016/j.avb.2017.07.007							WOS:000412265700009						
J	Wald, DM; Segal, EA; Johnston, EW; Vinze, A				Wald, Dara M.; Segal, Elizabeth A.; Johnston, Erik W.; Vinze, Ajay			Understanding the influence of power and empathic perspective-taking on collaborative natural resource management	JOURNAL OF ENVIRONMENTAL MANAGEMENT																	Wald, Dara/0000-0001-5576-2836												0301-4797	1095-8630				SEP 1	2017	199						201	210		10.1016/j.jenvman.2017.05.030							WOS:000403736000021	28544926					
J	Chu, LC				Chu, Li-Chuan			Impact of Providing Compassion on Job Performance and Mental Health: The Moderating Effect of Interpersonal Relationship Quality	JOURNAL OF NURSING SCHOLARSHIP																													1527-6546	1547-5069				JUL	2017	49	4					456	465		10.1111/jnu.12307							WOS:000407110900012	28561917					
