PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	GOLDBERG, LR								AN ALTERNATIVE DESCRIPTION OF PERSONALITY - THE BIG-5 FACTOR STRUCTURE								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				59	6			1216	1229		10.1037/0022-3514.59.6.1216				DEC 1990	1990																			0022-3514			WOS:A1990EM79900012	2283588	
J	Graziano, William G.; Habashi, Meara M.; Sheese, Brad E.; Tobin, Renee A.					Tobin, Renee/0000-0002-0224-6296			Agreeableness, empathy, and helping: A person X situation perspective								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				93	4			583	599		10.1037/0022-3514.93.4.583				OCT 2007	2007																			0022-3514	1939-1315		WOS:000249615000006	17892333	
J	HOGAN, R								DEVELOPMENT OF AN EMPATHY SCALE								JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY				33	3			307	&		10.1037/h0027580				1969	1969																			0022-006X			WOS:A1969D534900013	4389335	
J	Jang, KL; Hu, S; Livesley, WJ; Angleitner, A; Riemann, R; Ando, J; Ono, Y; Vernon, PA; Hamer, DH					Riemann, Rainer/0000-0001-5805-4536			Covariance structure of neuroticism and agreeableness: A twin and molecular genetic analysis of the role of the serotonin transporter gene								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				81	2			295	304		10.1037//0022-3514.81.2.295				AUG 2001	2001																			0022-3514			WOS:000170823800009	11519933	
J	Keen, Suzanne								A theory of narrative empathy								NARRATIVE				14	3			207	236		10.1353/nar.2006.0015				OCT 2006	2006																			1063-3685	1538-974X		WOS:000240218300002		
J	Larson, EB; Yao, X								Clinical empathy as emotional labor in the patient-physician relationship								JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION				293	9			1100	1106		10.1001/jama.293.9.1100				MAR 2 2005	2005						64th Annual Meeting of the Academy-of-Management64th Annual Meeting of the Academy-of-Management	AUG 06-11, 2004AUG 06-11, 2004	Acad ManagementAcad Management	New Orleans, LANew Orleans, LA										0098-7484	1538-3598		WOS:000227285200020	15741532	
B	McCrae, Robert R.						Corr, PJ; Matthews, G		The Five-Factor Model of personality traits: consensus and controversy								CAMBRIDGE HANDBOOK OF PERSONALITY PSYCHOLOGY								148	161			10.1017/CBO9780511596544			2009	2009																					978-0-521-86218-9; 978-0-521-68051-6	WOS:000319121200012		
J	MEHRABIAN, A; EPSTEIN, N								MEASURE OF EMOTIONAL EMPATHY								JOURNAL OF PERSONALITY				40	4			525	543		10.1111/j.1467-6494.1972.tb00078.x				1972	1972																			0022-3506	1467-6494		WOS:A1972O315600003	4642390	
J	Mooradian, Todd A.; Matzler, Kurt; Szykman, Lisa				Matzler, Kurt/M-5994-2013	matzler, Kurt/0000-0002-3132-4388			Empathetic responses to advertising: Testing a network of antecedents and consequences								MARKETING LETTERS				19	2			79	92		10.1007/s11002-008-9032-7				JUN 2008	2008																			0923-0645			WOS:000254745300001		
J	Ones, Deniz S.; Dilchert, Stephan; Viswesvaran, Chockalingam; Judge, Timothy A.					Ones, Deniz S./0000-0003-1739-8951			In support of personality assessment in organizational settings								PERSONNEL PSYCHOLOGY				60	4			995	1027		10.1111/j.1744-6570.2007.00099.x				WIN 2007	2007																			0031-5826	1744-6570		WOS:000250946800007		
J	Paunonen, SV; Jackson, DN								What is beyond the Big Five? Plenty!								JOURNAL OF PERSONALITY				68	5			821	835		10.1111/1467-6494.00117				OCT 2000	2000																			0022-3506			WOS:000089451900001	11001150	
J	PAUNONEN, SV; JACKSON, DN; TRZEBINSKI, J; FORSTERLING, F					Trzebinski, Jerzy/0000-0001-5146-7514; Trzebinski, Jerzy/0000-0003-3948-1676			PERSONALITY STRUCTURE ACROSS CULTURES - A MULTIMETHOD EVALUATION								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				62	3			447	456		10.1037/0022-3514.62.3.447				MAR 1992	1992																			0022-3514			WOS:A1992HF65800008		
J	Penner, LA; Finkelstein, MA								Dispositional and structural determinants of volunteerism								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				74	2			525	537		10.1037/0022-3514.74.2.525				FEB 1998	1998																			0022-3514			WOS:000072070700018		
J	Richardson, DR; Green, LR; Lago, T								The relationship between perspective-taking and nonaggressive responding in the face of an attack								JOURNAL OF PERSONALITY				66	2			235	256		10.1111/1467-6494.00011				APR 1998	1998																			0022-3506			WOS:000072648700006		
J	Saucier, G; Goldberg, LR								What is beyond the big five?								JOURNAL OF PERSONALITY				66	4			495	524		10.1111/1467-6494.00022				AUG 1998	1998																			0022-3506			WOS:000075413400001	9728415	
J	SAUCIER, G								MINI-MARKERS - A BRIEF VERSION OF GOLDBERG UNIPOLAR BIG-5 MARKERS								JOURNAL OF PERSONALITY ASSESSMENT				63	3			506	516		10.1207/s15327752jpa6303_8				DEC 1994	1994																			0022-3891			WOS:A1994PY15200008	7844738	
J	Tobin, RM; Graziano, WG; Vanman, EJ; Tassinary, LG				Vanman, Eric J./F-3520-2018	Vanman, Eric J./0000-0001-7014-6951; Tobin, Renee/0000-0002-0224-6296			Personality, emotional experience, and efforts to control emotions								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				79	4			656	669		10.1037//0022-3514.79.4.656				OCT 2000	2000																			0022-3514	1939-1315		WOS:000089712600012	11045745	
