PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Burnette, JL; McCullough, ME; Van Tongeren, DR; Davis, DE				Burnette, Jeni L.; McCullough, Michael E.; Van Tongeren, Daryl R.; Davis, Don E.			Forgiveness Results From Integrating Information About Relationship Value and Exploitation Risk	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN																													0146-1672	1552-7433				MAR	2012	38	3					345	356		10.1177/0146167211424582							WOS:000300555900006	22082532					
J	King, S; Holosko, MJ				King, Steve, Jr.; Holosko, Michael J.			The Development and Initial Validation of the Empathy Scale for Social Workers	RESEARCH ON SOCIAL WORK PRACTICE																	Holosko, Michael J./0000-0002-1610-0079												1049-7315	1552-7581				MAR	2012	22	2					174	185		10.1177/1049731511417136							WOS:000300439200007						
J	Maibom, HL				Maibom, Heidi L.			The many faces of empathy and their relation to prosocial action and aggression inhibition	WILEY INTERDISCIPLINARY REVIEWS-COGNITIVE SCIENCE																													1939-5078					MAR-APR	2012	3	2					253	263		10.1002/wcs.1165							WOS:000300690200010	26301398					
J	Pardini, DA; Byrd, AL				Pardini, Dustin A.; Byrd, Amy L.			Perceptions of aggressive conflicts and others' distress in children with callous-unemotional traits: I'll show you who's boss, even if you suffer and I get in trouble'	JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY																Pardini, Dustin/E-3615-2013													0021-9630					MAR	2012	53	3					283	291		10.1111/j.1469-7610.2011.02487.x							WOS:000299828000009	22066467					
J	Leliveld, MC; Vandijk, E; Vanbeest, I				Leliveld, Marijke C.; Vandijk, Eric; Vanbeest, Ilja			Punishing and compensating others at your own expense: The role of empathic concern on reactions to distributive injustice	EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY																van Beest, Ilja/M-3708-2019; van Beest, Ilja/G-1399-2013	van Beest, Ilja/0000-0003-2855-3638; Leliveld, Marijke/0000-0003-4455-5668												0046-2772					MAR	2012	42	2					135	140		10.1002/ejsp.872							WOS:000300692800001						
J	Moore, C; Detert, JR; Trevino, LK; Baker, VL; Mayer, DM				Moore, Celia; Detert, James R.; Trevino, Linda Klebe; Baker, Vicki L.; Mayer, David M.			WHY EMPLOYEES DO BAD THINGS: MORAL DISENGAGEMENT AND UNETHICAL ORGANIZATIONAL BEHAVIOR	PERSONNEL PSYCHOLOGY																Trevino, Linda/I-7707-2013; Moore, Celia/O-4176-2014; Moore, Celia/N-7519-2016	Moore, Celia/0000-0001-6671-6632												0031-5826	1744-6570				SPR	2012	65	1					1	48		10.1111/j.1744-6570.2011.01237.x							WOS:000300766500001						
J	Schonert-Reichl, KA; Smith, V; Zaidman-Zait, A; Hertzman, C				Schonert-Reichl, Kimberly A.; Smith, Veronica; Zaidman-Zait, Anat; Hertzman, Clyde			Promoting Children's Prosocial Behaviors in School: Impact of the "Roots of Empathy'' Program on the Social and Emotional Competence of School-Aged Children	SCHOOL MENTAL HEALTH																													1866-2625	1866-2633				MAR	2012	4	1					1	21		10.1007/s12310-011-9064-7							WOS:000208864400001						
J	Edgar, JL; Paul, ES; Harris, L; Penturn, S; Nicol, CJ				Edgar, Joanne L.; Paul, Elizabeth S.; Harris, Lauren; Penturn, Sarah; Nicol, Christine J.			No Evidence for Emotional Empathy in Chickens Observing Familiar Adult Conspecifics	PLOS ONE																Nicol, Christine J/B-4841-2011	Nicol, Christine J/0000-0001-6734-2177; Edgar, Joanne/0000-0002-7729-1999												1932-6203					FEB 13	2012	7	2							e31542	10.1371/journal.pone.0031542							WOS:000302733900051	22348100					
J	Meyer, ML; Spunt, RP; Berkman, ET; Taylor, SE; Lieberman, MD				Meyer, Meghan L.; Spunt, Robert P.; Berkman, Elliot T.; Taylor, Shelley E.; Lieberman, Matthew D.			Evidence for social working memory from a parametric functional MRI study	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA																Berkman, Elliot T./Q-5233-2016; Spunt, Robert/O-9887-2014; Lieberman, Matthew/ABD-8197-2020	Berkman, Elliot T./0000-0002-7113-5792; Spunt, Robert/0000-0003-2975-4597; Lieberman, Matthew/0000-0002-4447-7359												0027-8424					FEB 7	2012	109	6					1883	1888		10.1073/pnas.1121077109							WOS:000299925000025	22308468					
J	Krueger, F; Parasuraman, R; Iyengar, V; Thornburg, M; Weel, J; Lin, MK; Clarke, E; McCabe, K; Lipsky, RH				Krueger, Frank; Parasuraman, Raja; Iyengar, Vijeth; Thornburg, Matthew; Weel, Jaap; Lin, Mingkuan; Clarke, Ellen; McCabe, Kevin; Lipsky, Robert H.			Oxytocin receptor genetic variation promotes human trust behavior	FRONTIERS IN HUMAN NEUROSCIENCE																	McCabe, Kevin/0000-0003-0544-157X; Lipsky, Robert/0000-0001-7753-1473; lin, mingkuan/0000-0003-3895-9148												1662-5161					FEB 2	2012	6								4	10.3389/fnhum.2012.00004							WOS:000301114300001	22347177					
J	Beadle, JN; Brown, V; Keady, B; Tranel, D; Paradiso, S				Beadle, Janelle N.; Brown, Vanessa; Keady, Brian; Tranel, Daniel; Paradiso, Sergio			TRAIT EMPATHY AS A PREDICTOR OF INDIVIDUAL DIFFERENCES IN PERCEIVED LONELINESS	PSYCHOLOGICAL REPORTS																Paradiso, Sergio/H-9052-2012	Tranel, Daniel/0000-0002-1338-1389; Brown, Vanessa/0000-0003-0968-1095												0033-2941	1558-691X				FEB	2012	110	1					3	15		10.2466/07.09.20.PR0.110.1.3-15							WOS:000301559400001	22489373					
J	Nomura, K; Akai, S				Nomura, Kohei; Akai, Seiki			EMPATHY WITH FICTIONAL STORIES: RECONSIDERATION OF THE FANTASY SCALE OF THE INTERPERSONAL REACTIVITY INDEX	PSYCHOLOGICAL REPORTS																													0033-2941					FEB	2012	110	1					304	314		10.2466/02.07.09.11.PR0.110.1.304-314							WOS:000301559400024	22489396					
J	Dix, T; Meunier, LN; Lusk, K; Perfect, MM				Dix, Theodore; Meunier, Leah N.; Lusk, Kathryn; Perfect, Michelle M.			Mothers' depressive symptoms and children's facial emotions: Examining the depression-inhibition hypothesis	DEVELOPMENT AND PSYCHOPATHOLOGY																													0954-5794	1469-2198				FEB	2012	24	1					195	210		10.1017/S0954579411000770							WOS:000300270600018	22293004					
J	Issner, JB; Cano, A; Leonard, MT; Williams, AM				Issner, Jaclyn B.; Cano, Annmarie; Leonard, Michelle T.; Williams, Amy M.			How Do I Empathize With You? Let Me Count the Ways: Relations Between Facets of Pain-Related Empathy	JOURNAL OF PAIN																Cano, Annmarie/B-9716-2012; Cano, Annmarie/O-9777-2019	Cano, Annmarie/0000-0002-3026-9372												1526-5900					FEB	2012	13	2					167	175		10.1016/j.jpain.2011.10.009							WOS:000300594200008	22225968					
J	de Greck, M; Shi, ZH; Wang, G; Zuo, XY; Yang, XD; Wang, XY; Northoff, G; Han, SH				de Greck, Moritz; Shi, Zhenhao; Wang, Gang; Zuo, Xiangyu; Yang, Xuedong; Wang, Xiaoying; Northoff, Georg; Han, Shihui			Culture modulates brain activity during empathy with anger	NEUROIMAGE																	Shi, Zhenhao/0000-0001-5697-2034; de Greck, Moritz/0000-0002-4937-1262												1053-8119	1095-9572				FEB 1	2012	59	3					2871	2882		10.1016/j.neuroimage.2011.09.052							WOS:000299494000086	21983057					
J	Curtin, S; Hammond, S				Curtin, S.; Hammond, S.			Placing dental clinicians within the normative base regarding vicarious response	EUROPEAN JOURNAL OF DENTAL EDUCATION																													1396-5883					FEB	2012	16	1					6	11		10.1111/j.1600-0579.2011.00700.x							WOS:000299202600034	22251321					
J	Beech, AR; Mandeville-Norden, R; Goodwill, A				Beech, Anthony R.; Mandeville-Norden, Rebecca; Goodwill, Alasdair			Comparing Recidivism Rates of Treatment Responders/Nonresponders in a Sample of 413 Child Molesters Who Had Completed Community-Based Sex Offender Treatment in the United Kingdom	INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY																terecoasa, alexandra/B-5843-2012													0306-624X	1552-6933				FEB	2012	56	1					29	49		10.1177/0306624X10387811							WOS:000299379400003	21187301					
J	Beattie, A; Durham, J; Harvey, J; Steele, J; McHanwell, S				Beattie, A.; Durham, J.; Harvey, J.; Steele, J.; McHanwell, S.			Does empathy change in first-year dental students?	EUROPEAN JOURNAL OF DENTAL EDUCATION																													1396-5883					FEB	2012	16	1					E111	E116		10.1111/j.1600-0579.2011.00683.x							WOS:000299202600017	22251333					
J	Lomas, J; Stough, C; Hansen, K; Downey, LA				Lomas, Justine; Stough, Con; Hansen, Karen; Downey, Luke A.			Brief report: Emotional intelligence, victimisation and bullying in adolescents	JOURNAL OF ADOLESCENCE																Stough, Con/A-6492-2015; Downey, Luke/AAG-8854-2020	Downey, Luke/0000-0001-5670-3192; stough, con/0000-0002-3628-3220												0140-1971	1095-9254				FEB	2012	35	1					207	211		10.1016/j.adolescence.2011.03.002							WOS:000300804600020	21470670					
B	Bluhm, R; Jacobson, AJ; Maibom, HL		Bluhm, R; Jacobson, AJ; Maibom, HL		Bluhm, Robyn; Jacobson, Anne Jaap; Maibom, Heidi Lene			Neurofeminism Issues at the Intersection of Feminist Theory and Cognitive Science Introduction	NEUROFEMINISM: ISSUES AT THE INTERSECTION OF FEMINIST THEORY AND COGNITIVE SCIENCE	New Directions in Philosophy and Cognitive Science																														978-0-230-36838-5; 978-0-230-29673-2				2012							1	+			10.1057/9780230368385						WOS:000321977900001						
J	Venkatesh, V; Windeler, JB				Venkatesh, Viswanath; Windeler, Jaime B.			Hype or Help? A Longitudinal Field Study of Virtual World Use for Team Collaboration	JOURNAL OF THE ASSOCIATION FOR INFORMATION SYSTEMS																Venkatesh, Viswanath/ABD-9343-2020													1536-9323	1558-3457					2012	13	10			SI		735	771									WOS:000321815700003						
S	Bowen, E		Bowen, E; Brown, S		Bowen, Erica			WITHIN-TREATMENT CHANGE: FINDING THE INDIVIDUAL IN GROUP OUTCOMES	PERSPECTIVES ON EVALUATING CRIMINAL JUSTICE AND CORRECTIONS	Advances in Program Evaluation																Bowen, Erica/0000-0001-8006-2364												1474-7863		978-1-78052-644-7				2012	13						145	171		10.1108/S1474-7863(2012)0000013011							WOS:000319803600008						
B	Fontaine, RG	Fontaine, RG			Fontaine, Reid Griffith	Fontaine, RG		Moral Subrationality and the Propensity for Wrongdoing	MIND OF THE CRIMINAL: THE ROLE OF DEVELOPMENTAL SOCIAL COGNITION IN CRIMINAL DEFENSE LAW																															978-0-521-51376-0				2012							123	148			10.1017/CBO9781139044066						WOS:000313118500006						
J	Johnson, DR; Borden, LA				Johnson, Dan R.; Borden, Lauren A.			Participants at Your Fingertips: Using Amazon's Mechanical Turk to Increase Student-Faculty Collaborative Research	TEACHING OF PSYCHOLOGY																													0098-6283						2012	39	4					245	251		10.1177/0098628312456615							WOS:000314503200003						
J	Nakash, O; Saguy, T; Levav, I				Nakash, Ora; Saguy, Tamar; Levav, Itzhak			The Effect of Social Identities of Service-Users and Clinicians on Mental Health Disparities: A Review of Theory and Facts	ISRAEL JOURNAL OF PSYCHIATRY AND RELATED SCIENCES																Saguy, Tamar/AAF-6303-2020													0333-7308						2012	49	3					202	210									WOS:000314222100008	23314091					
S	Crocker, J; Canevello, A		Devine, P; Plant, A		Crocker, Jennifer; Canevello, Amy			CONSEQUENCES OF SELF-IMAGE AND COMPASSIONATE GOALS	ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY, VOL 45	Advances in Experimental Social Psychology																Crocker, Jennifer/0000-0002-6590-4647												0065-2601		978-0-12-394286-9				2012	45						229	277		10.1016/B978-0-12-394286-9.00005-6							WOS:000306817800005						
J	van Es, JM; Schrijver, CJW; Oberink, RHH; Visser, MRM				van Es, Judy M.; Schrijver, Charles J. W.; Oberink, Rietta H. H.; Visser, Mechteld R. M.			Two-dimensional structure of the MAAS-Global rating list for consultation skills of doctors	MEDICAL TEACHER																													0142-159X	1466-187X					2012	34	12					E794	E799		10.3109/0142159X.2012.709652							WOS:000312010400003	22938687					
B	Cooper, CD; Scandura, TA		Schriesheim, CA; Neider, LL		Cooper, Cecily D.; Scandura, Terri A.			WAS I UNFAIR? Antecedents and Consequences of Managerial Perspective Taking in a Predicament of Injustice	RESEARCH IN MANAGEMENT: PERSPECTIVES ON JUSTICE AND TRUST IN ORGANIZATIONS	Research in Management																														978-1-61735-819-7; 978-1-61735-820-3				2012							107	138									WOS:000310555800006						
J	Jani, BD; Blane, DN; Mercer, SW				Jani, Bhautesh Dinesh; Blane, David N.; Mercer, Stewart W.			The Role of Empathy in Therapy and the Physician-Patient Relationship	FORSCHENDE KOMPLEMENTARMEDIZIN																	Mercer, Stewart/0000-0002-1703-3664												1661-4119	1661-4127					2012	19	5					252	257		10.1159/000342998							WOS:000310674900005	23128100					
B	Quayle, E; Sinclair, R		Quayle, E; Ribisl, KM		Quayle, Ethel; Sinclair, Roberta			Understanding and Preventing Online Sexual Exploitation of Children An introduction to the problem	UNDERSTANDING AND PREVENTING ONLINE SEXUAL EXPLOITATION OF CHILDREN																															978-0-415-68941-0; 978-0-203-12776-6; 978-0-415-68940-3				2012							3	22									WOS:000306239100002						
B	Zheng, L; Phelps, JE		Rodgers, S; Thorson, E		Zheng, Lu; Phelps, Joseph E.			Working Toward an Understanding of Persuasion via Engaging Narrative Advertising Refining the Transportation-Imagery Model	ADVERTISING THEORY	Routledge Communications Series																														978-1-136-51487-6				2012							255	268									WOS:000308110400019						
B	Gleichgerrcht, E; Decety, J		Decety, J		Gleichgerrcht, Ezequiel; Decety, Jean			The Costs of Empathy among Health Professionals	EMPATHY: FROM BENCH TO BEDSIDE	Social Neuroscience Series																Gleichgerrcht, Ezequiel/0000-0002-4212-4146														978-0-262-29951-0; 978-0-262-01661-2				2012							245	261									WOS:000304053700015						
J	Daigneault, I; Hebert, M; McDuff, P; Frappier, JY				Daigneault, Isabelle; Hebert, Martine; McDuff, Pierre; Frappier, Jean-Yves			Evaluation of a Sexual Abuse Prevention Workshop in a Multicultural, Impoverished Urban Area	JOURNAL OF CHILD SEXUAL ABUSE																Hebert, Martine/ABE-1751-2020; Daigneault, Isabelle/C-8545-2017	Daigneault, Isabelle/0000-0001-6626-1455; Hebert, Martine/0000-0002-4531-5124												1053-8712						2012	21	5					521	542		10.1080/10538712.2012.703291							WOS:000309126600003	22994691					
J	Niedenthal, PM; Augustinova, M; Rychlowska, M; Droit-Volet, S; Zinner, L; Knafo, A; Brauer, M				Niedenthal, Paula M.; Augustinova, Maria; Rychlowska, Magdalena; Droit-Volet, Sylvie; Zinner, Leah; Knafo, Ariel; Brauer, Markus			Negative Relations Between Pacifier Use and Emotional Competence	BASIC AND APPLIED SOCIAL PSYCHOLOGY																Knafo-Noam, Ariel/E-8067-2011	Knafo-Noam, Ariel/0000-0003-0613-1960												0197-3533	1532-4834					2012	34	5					387	394		10.1080/01973533.2012.712019							WOS:000309118500001						
J	Gehlbach, H; Barge, S				Gehlbach, Hunter; Barge, Scott			Anchoring and Adjusting in Questionnaire Responses	BASIC AND APPLIED SOCIAL PSYCHOLOGY																													0197-3533						2012	34	5					417	433		10.1080/01973533.2012.711691							WOS:000309118500004						
J	van Vugt, ES; Asscher, JJ; Hendriks, J; Stams, GJJM; Bijleveld, CCJH; van der Laan, PH				van Vugt, Eveline S.; Asscher, Jessica J.; Hendriks, Jan; Stams, Geert Jan J. M.; Bijleveld, Catrien C. J. H.; van der Laan, Peter H.			The relationship between psychopathy and moral development in young sex offenders	PSYCHOLOGY CRIME & LAW																	van der Laan, Peter/0000-0002-1986-914X												1068-316X	1477-2744					2012	18	7					655	667		10.1080/1068316X.2010.533177							WOS:000306746500005						
J	Paterson, AD; Babb, KA; Camodeca, A; Goodwin, J; Hakim-Larson, J; Voelker, S; Gragg, M				Paterson, Ashley D.; Babb, Kimberley A.; Camodeca, Amy; Goodwin, Jacqueline; Hakim-Larson, Julie; Voelker, Sylvia; Gragg, Marcia			Emotion-Related Parenting Styles (ERPS): A Short Form for Measuring Parental Meta-Emotion Philosophy	EARLY EDUCATION AND DEVELOPMENT																													1040-9289	1556-6935					2012	23	4					583	602		10.1080/10409289.2011.569316							WOS:000305631300008						
J	Swartz, RA; McElwain, NL				Swartz, Rebecca Anne; McElwain, Nancy L.			Preservice Teachers' Emotion-Related Regulation and Cognition: Associations With Teachers' Responses to Children's Emotions in Early Childhood Classrooms	EARLY EDUCATION AND DEVELOPMENT																													1040-9289	1556-6935					2012	23	2			SI		202	226		10.1080/10409289.2012.619392							WOS:000303575400006						
J	Karakurt, G				Karakurt, Gunnur			Relationship Stability Through Lenses of Complexity	AMERICAN JOURNAL OF FAMILY THERAPY																													0192-6187	1521-0383					2012	40	2					126	140		10.1080/01926187.2011.586619							WOS:000303661200003	23124824					
J	Gehlbach, H; Brinkworth, ME; Wang, MT				Gehlbach, Hunter; Brinkworth, Maureen E.; Wang, Ming-Te			The Social Perspective Taking Process: What Motivates Individuals to Take Another's Perspective?	TEACHERS COLLEGE RECORD																													0161-4681					JAN	2012	114	1							010307								WOS:000303207900007						
J	Pahl, S				Pahl, Sabine			Would I Bet on Beating You? Subtly Increasing Other-Focus Helps Overcome Egocentrism	EXPERIMENTAL PSYCHOLOGY																													1618-3169	2190-5142					2012	59	2					74	81		10.1027/1618-3169/a000128							WOS:000303040300003	21914591					
J	Howell, RT; Pchelin, P; Iyer, R				Howell, Ryan T.; Pchelin, Paulina; Iyer, Ravi			The preference for experiences over possessions: Measurement and construct validation of the Experiential Buying Tendency Scale	JOURNAL OF POSITIVE PSYCHOLOGY																													1743-9760						2012	7	1					57	71		10.1080/17439760.2011.626791							WOS:000302555100006						
J	van den Hooff, B; Schouten, AP; Simonovski, S				van den Hooff, Bart; Schouten, Alexander P.; Simonovski, Stojan			What one feels and what one knows: the influence of emotions on attitudes and intentions towards knowledge sharing	JOURNAL OF KNOWLEDGE MANAGEMENT																Schouten, Alexander/A-9975-2013	Schouten, Alexander/0000-0002-4717-0678; van den Hooff, Bart/0000-0002-8880-3910												1367-3270						2012	16	1					148	158		10.1108/13673271211198990							WOS:000302205100009						
J	Buchanan, TW; Bagley, SL; Stansfield, RB; Preston, SD				Buchanan, Tony W.; Bagley, Sara L.; Stansfield, R. Brent; Preston, Stephanie D.			The empathic, physiological resonance of stress	SOCIAL NEUROSCIENCE																Stansfield, R. Brent/G-7069-2011; Preston, Stephanie/U-6518-2019	Stansfield, R. Brent/0000-0002-3825-3631; Buchanan, Tony/0000-0002-9166-8457												1747-0919	1747-0927					2012	7	2					191	201		10.1080/17470919.2011.588723							WOS:000302405700006	21777106					
J	Teymoori, A; Shahrazad, W				Teymoori, Ali; Shahrazad, Wan			Relationship Between Mother, Father, and Peer Attachment and Empathy With Moral Authority	ETHICS & BEHAVIOR																Teymoori, Ali/I-7028-2012	Wan Sulaiman, Wan Shahrazad/0000-0001-7432-7637; Teymoori, Ali/0000-0003-2227-7361												1050-8422	1532-7019					2012	22	1					16	29		10.1080/10508422.2012.638820							WOS:000301799700002						
J	Huang, JS; Chen, R; Wang, X				Huang, Jinsong; Chen, Rong; Wang, Xia			FACTORS INFLUENCING INTENTION TO FORWARD SHORT INTERNET VIDEOS	SOCIAL BEHAVIOR AND PERSONALITY																													0301-2212	1179-6391					2012	40	1					5	14		10.2224/sbp.2012.40.1.5							WOS:000300868900002						
J	Broicher, SD; Kuchukhidze, G; Grunwald, T; Kramer, G; Kurthen, M; Jokeit, H				Broicher, Sarah D.; Kuchukhidze, Giorgi; Grunwald, Thomas; Kraemer, Guenter; Kurthen, Martin; Jokeit, Hennric			"Tell me how do I feel" - Emotion recognition and theory of mind in symptomatic mesial temporal lobe epilepsy	NEUROPSYCHOLOGIA																													0028-3932	1873-3514				JAN	2012	50	1					118	128		10.1016/j.neuropsychologia.2011.11.005							WOS:000300388900014	22108441					
J	Caporino, NE; Morgan, J; Beckstead, J; Phares, V; Murphy, TK; Storch, EA				Caporino, Nicole E.; Morgan, Jessica; Beckstead, Jason; Phares, Vicky; Murphy, Tanya K.; Storch, Eric A.			A Structural Equation Analysis of Family Accommodation in Pediatric Obsessive-Compulsive Disorder	JOURNAL OF ABNORMAL CHILD PSYCHOLOGY																Lopes, Angelica/A-4548-2016; Murphy, Tanya K/J-7079-2013; Storch, Eric/I-4935-2012	Lopes, Angelica/0000-0001-7987-9713; 												0091-0627	1573-2835				JAN	2012	40	1					133	143		10.1007/s10802-011-9549-8							WOS:000299926500012	21842196					
J	Elliott, CM; Toomey, RJ; Goodman, BA; Barbosa, P				Elliott, Craig M., II; Toomey, Robert J., III; Goodman, Brooke A.; Barbosa, Peter			Transformative Learning Empathy and Multicultural Awareness in Podiatric Medical Education	JOURNAL OF THE AMERICAN PODIATRIC MEDICAL ASSOCIATION																													8750-7315	1930-8264				JAN-FEB	2012	102	1					39	46		10.7547/1020039							WOS:000299462300007	22232320					
J	Erlanger, ACE; Tsytsarev, SV				Erlanger, Ann C. Eckardt; Tsytsarev, Sergei V.			The Relationship between Empathy and Personality in Undergraduate Students' Attitudes toward Nonhuman Animals	SOCIETY & ANIMALS																	Erlanger, Ann C. Eckardt/0000-0001-9648-4457												1063-1119						2012	20	1					21	38		10.1163/156853012X614341							WOS:000299657800002						
J	Van Pachterbeke, M; Keller, J; Saroglou, V				Van Pachterbeke, Matthieu; Keller, Johannes; Saroglou, Vassilis			Flexibility in Existential Beliefs and Worldviews Introducing and Measuring Existential Quest	JOURNAL OF INDIVIDUAL DIFFERENCES																													1614-0001						2012	33	1					2	16		10.1027/1614-0001/a000056							WOS:000298630000002						
J	Johnson, DR				Johnson, Dan R.			Transportation into a story increases empathy, prosocial behavior, and perceptual bias toward fearful expressions	PERSONALITY AND INDIVIDUAL DIFFERENCES																													0191-8869					JAN	2012	52	2					150	155		10.1016/j.paid.2011.10.005							WOS:000298522900008						
J	Moore, WE; Pfeifer, JH; Masten, CL; Mazziotta, JC; Iacoboni, M; Dapretto, M				Moore, William E., III; Pfeifer, Jennifer H.; Masten, Carrie L.; Mazziotta, John C.; Iacoboni, Marco; Dapretto, Mirella			Facing puberty: associations between pubertal development and neural responses to affective facial displays	SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE																	Moore, Will/0000-0002-7012-7803												1749-5016	1749-5024				JAN	2012	7	1			SI		35	43		10.1093/scan/nsr066							WOS:000298891400004	22228752					
J	Ralfs, S; Beail, N				Ralfs, Sonya; Beail, Nigel			Assessing Components of Empathy in Sex- Offenders with Intellectual Disabilities	JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES																													1360-2322					JAN	2012	25	1					50	59		10.1111/j.1468-3148.2011.00648.x							WOS:000297849600006	22473948					
S	Bernhardt, BC; Singer, T		Hyman, SE		Bernhardt, Boris C.; Singer, Tania			The Neural Basis of Empathy	ANNUAL REVIEW OF NEUROSCIENCE, VOL 35	Annual Review of Neuroscience																												0147-006X	1545-4126	978-0-8243-2435-3				2012	35						1	23		10.1146/annurev-neuro-062111-150536							WOS:000307960400002	22715878					
