PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Iida, Masumi; Seidman, Gwendolyn; Shrout, Patrick E.; Fujita, Kentaro; Bolger, Niall				Bolger, Niall/Y-6435-2019; Bolger, Niall/A-9934-2008; Fujita, Kentaro/G-2311-2011	Bolger, Niall/0000-0001-8698-8117; Bolger, Niall/0000-0001-8698-8117; Iida, Masumi/0000-0001-5173-9663			Modeling support provision in intimate relationships								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				94	3			460	478		10.1037/0022-3514.94.3.460				MAR 2008	2008																			0022-3514	1939-1315		WOS:000253389800006	18284292	
J	Lawrence, Erika; Bunde, Mali; Barry, Robin A.; Brock, Rebecca L.; Sullivan, Kieran T.; Pasch, Lauri A.; White, Grace A.; Dowd, Christina E.; Adams, Erin E.				Brock, Rebecca/L-4570-2013	Brock, Rebecca/0000-0001-7826-6421			Partner support and marital satisfaction: Support amount, adequacy, provision, and solicitation								PERSONAL RELATIONSHIPS				15	4			445	463		10.1111/j.1475-6811.2008.00209.x				DEC 2008	2008																			1350-4126	1475-6811		WOS:000261397500004		
J	Lindorff, M								Determinants of received social support: Who gives what to managers?								JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS				22	3			323	337		10.1177/0265407505052439				JUN 2005	2005																			0265-4075			WOS:000230089600002		
J	Pasch, LA; Bradbury, TN								Social support, conflict, and the development of marital dysfunction								JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY				66	2			219	230		10.1037/0022-006X.66.2.219				APR 1998	1998																			0022-006X			WOS:000073178500001	9583325	
J	PIERCE, GR; SARASON, IG; SARASON, BR								GENERAL AND RELATIONSHIP-BASED PERCEPTIONS OF SOCIAL SUPPORT - ARE 2 CONSTRUCTS BETTER THAN ONE								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				61	6			1028	1039		10.1037/0022-3514.61.6.1028				DEC 1991	1991																			0022-3514			WOS:A1991GU11400016	1774625	
J	RICHARDSON, DR; HAMMOCK, GS; SMITH, SM; GARDNER, W; SIGNO, M								EMPATHY AS A COGNITIVE INHIBITOR OF INTERPERSONAL AGGRESSION								AGGRESSIVE BEHAVIOR				20	4			275	289		10.1002/1098-2337(1994)20:4<275::AID-AB2480200402>3.0.CO;2-4				1994	1994																			0096-140X			WOS:A1994NX13000001		
J	TROBST, KK; COLLINS, RL; EMBREE, JM								THE ROLE OF EMOTION IN SOCIAL SUPPORT PROVISION - GENDER, EMPATHY AND EXPRESSIONS OF DISTRESS								JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS				11	1			45	62		10.1177/0265407594111003				FEB 1994	1994																			0265-4075			WOS:A1994MY57700003		
J	UNDERWOOD, B; MOORE, B								PERSPECTIVE-TAKING AND ALTRUISM								PSYCHOLOGICAL BULLETIN				91	1			143	173		10.1037/0033-2909.91.1.143				1982	1982																			0033-2909			WOS:A1982NF12700007		
J	Verhofstadt, Lesley L.; Buysse, Ann; Ickes, William; Davis, Mark; Devoldre, Inge								Support Provision in Marriage: The Role of Emotional Similarity and Empathic Accuracy								EMOTION				8	6			792	802		10.1037/a0013976				DEC 2008	2008																			1528-3542	1931-1516		WOS:000261678100006	19102590	
J	Verhofstadt, Lesley L.; Buysse, Ann; Devoldre, Inge; De Corte, Kim								THE INFLUENCE OF PERSONAL CHARACTERISTICS AND RELATIONSHIP PROPERTIES ON MARITAL SUPPORT								PSYCHOLOGICA BELGICA				47	3			195	217		10.5334/pb-47-3-195				2007	2007																			0033-2879			WOS:000208293600003		
J	Verhofstadt, LL; Buysse, A; Rosseel, Y; Peene, OJ					Rosseel, Yves/0000-0002-4129-4477			Confirming the three-factor structure of the quality of relationships inventory within couples								PSYCHOLOGICAL ASSESSMENT				18	1			15	21		10.1037/1040-3590.18.1.15				MAR 2006	2006																			1040-3590	1939-134X		WOS:000236776100002	16594808	
